t,l,R,eg
5.105000,0.654372,0.824190,0.191631
5.106000,0.654362,0.824237,0.191604
5.107000,0.654352,0.824284,0.191578
5.108000,0.654341,0.824331,0.191552
5.109000,0.654331,0.824378,0.191525
5.110000,0.654321,0.824425,0.191499
5.111000,0.654311,0.824471,0.191473
5.112000,0.654301,0.824518,0.191446
5.113000,0.654291,0.824565,0.191420
5.114000,0.654281,0.824612,0.191394
5.115000,0.654271,0.824658,0.191367
5.116000,0.654261,0.824705,0.191341
5.117000,0.654251,0.824752,0.191315
5.118000,0.654241,0.824799,0.191288
5.119000,0.654230,0.824845,0.191262
5.120000,0.654220,0.824892,0.191236
5.121000,0.654210,0.824939,0.191210
5.122000,0.654200,0.824985,0.191183
5.123000,0.654190,0.825032,0.191157
5.124000,0.654180,0.825078,0.191131
5.125000,0.654170,0.825125,0.191105
5.126000,0.654160,0.825171,0.191078
5.127000,0.654150,0.825218,0.191052
5.128000,0.654140,0.825264,0.191026
5.129000,0.654130,0.825311,0.191000
5.130000,0.654120,0.825357,0.190974
5.131000,0.654110,0.825404,0.190947
5.132000,0.654100,0.825450,0.190921
5.133000,0.654090,0.825497,0.190895
5.134000,0.654080,0.825543,0.190869
5.135000,0.654070,0.825589,0.190843
5.136000,0.654060,0.825636,0.190817
5.137000,0.654050,0.825682,0.190790
5.138000,0.654040,0.825728,0.190764
5.139000,0.654030,0.825775,0.190738
5.140000,0.654020,0.825821,0.190712
5.141000,0.654010,0.825867,0.190686
5.142000,0.654000,0.825914,0.190660
5.143000,0.653990,0.825960,0.190634
5.144000,0.653980,0.826006,0.190608
5.145000,0.653970,0.826052,0.190582
5.146000,0.653960,0.826098,0.190555
5.147000,0.653950,0.826145,0.190529
5.148000,0.653941,0.826191,0.190503
5.149000,0.653931,0.826237,0.190477
5.150000,0.653921,0.826283,0.190451
5.151000,0.653911,0.826329,0.190425
5.152000,0.653901,0.826375,0.190399
5.153000,0.653891,0.826421,0.190373
5.154000,0.653881,0.826467,0.190347
5.155000,0.653871,0.826513,0.190321
5.156000,0.653861,0.826559,0.190295
5.157000,0.653851,0.826605,0.190269
5.158000,0.653841,0.826651,0.190243
5.159000,0.653832,0.826697,0.190217
5.160000,0.653822,0.826743,0.190191
5.161000,0.653812,0.826789,0.190165
5.162000,0.653802,0.826835,0.190139
5.163000,0.653792,0.826881,0.190113
5.164000,0.653782,0.826927,0.190087
5.165000,0.653772,0.826973,0.190061
5.166000,0.653762,0.827018,0.190035
5.167000,0.653753,0.827064,0.190009
5.168000,0.653743,0.827110,0.189983
5.169000,0.653733,0.827156,0.189957
5.170000,0.653723,0.827202,0.189931
5.171000,0.653713,0.827247,0.189906
5.172000,0.653703,0.827293,0.189880
5.173000,0.653694,0.827339,0.189854
5.174000,0.653684,0.827384,0.189828
5.175000,0.653674,0.827430,0.189802
5.176000,0.653664,0.827476,0.189776
5.177000,0.653654,0.827521,0.189750
5.178000,0.653644,0.827567,0.189724
5.179000,0.653635,0.827613,0.189698
5.180000,0.653625,0.827658,0.189673
5.181000,0.653615,0.827704,0.189647
5.182000,0.653605,0.827749,0.189621
5.183000,0.653596,0.827795,0.189595
5.184000,0.653586,0.827840,0.189569
5.185000,0.653576,0.827886,0.189543
5.186000,0.653566,0.827931,0.189518
5.187000,0.653556,0.827977,0.189492
5.188000,0.653547,0.828022,0.189466
5.189000,0.653537,0.828068,0.189440
5.190000,0.653527,0.828113,0.189414
5.191000,0.653517,0.828159,0.189389
5.192000,0.653508,0.828204,0.189363
5.193000,0.653498,0.828249,0.189337
5.194000,0.653488,0.828295,0.189311
5.195000,0.653478,0.828340,0.189286
5.196000,0.653469,0.828385,0.189260
5.197000,0.653459,0.828431,0.189234
5.198000,0.653449,0.828476,0.189208
5.199000,0.653440,0.828521,0.189183
5.200000,0.653430,0.828566,0.189157
5.201000,0.653420,0.828612,0.189131
5.202000,0.653410,0.828657,0.189105
5.203000,0.653401,0.828702,0.189080
5.204000,0.653391,0.828747,0.189054
5.205000,0.653381,0.828792,0.189028
5.206000,0.653372,0.828838,0.189003
5.207000,0.653362,0.828883,0.188977
5.208000,0.653352,0.828928,0.188951
5.209000,0.653343,0.828973,0.188926
5.210000,0.653333,0.829018,0.188900
5.211000,0.653323,0.829063,0.188874
5.212000,0.653314,0.829108,0.188849
5.213000,0.653304,0.829153,0.188823
5.214000,0.653294,0.829198,0.188797
5.215000,0.653285,0.829243,0.188772
5.216000,0.653275,0.829288,0.188746
5.217000,0.653265,0.829333,0.188721
5.218000,0.653256,0.829378,0.188695
5.219000,0.653246,0.829423,0.188669
5.220000,0.653237,0.829468,0.188644
5.221000,0.653227,0.829513,0.188618
5.222000,0.653217,0.829558,0.188593
5.223000,0.653208,0.829602,0.188567
5.224000,0.653198,0.829647,0.188542
5.225000,0.653188,0.829692,0.188516
5.226000,0.653179,0.829737,0.188490
5.227000,0.653169,0.829782,0.188465
5.228000,0.653160,0.829826,0.188439
5.229000,0.653150,0.829871,0.188414
5.230000,0.653140,0.829916,0.188388
5.231000,0.653131,0.829961,0.188363
5.232000,0.653121,0.830005,0.188337
5.233000,0.653112,0.830050,0.188312
5.234000,0.653102,0.830095,0.188286
5.235000,0.653093,0.830139,0.188261
5.236000,0.653083,0.830184,0.188235
5.237000,0.653073,0.830229,0.188210
5.238000,0.653064,0.830273,0.188184
5.239000,0.653054,0.830318,0.188159
5.240000,0.653045,0.830362,0.188133
5.241000,0.653035,0.830407,0.188108
5.242000,0.653026,0.830451,0.188083
5.243000,0.653016,0.830496,0.188057
5.244000,0.653007,0.830540,0.188032
5.245000,0.652997,0.830585,0.188006
5.246000,0.652988,0.830629,0.187981
5.247000,0.652978,0.830674,0.187955
5.248000,0.652969,0.830718,0.187930
5.249000,0.652959,0.830763,0.187905
5.250000,0.652950,0.830807,0.187879
5.251000,0.652940,0.830852,0.187854
5.252000,0.652931,0.830896,0.187828
5.253000,0.652921,0.830940,0.187803
5.254000,0.652912,0.830985,0.187778
5.255000,0.652902,0.831029,0.187752
5.256000,0.652893,0.831073,0.187727
5.257000,0.652883,0.831117,0.187702
5.258000,0.652874,0.831162,0.187676
5.259000,0.652864,0.831206,0.187651
5.260000,0.652855,0.831250,0.187626
5.261000,0.652845,0.831294,0.187600
5.262000,0.652836,0.831339,0.187575
5.263000,0.652826,0.831383,0.187550
5.264000,0.652817,0.831427,0.187524
5.265000,0.652808,0.831471,0.187499
5.266000,0.652798,0.831515,0.187474
5.267000,0.652789,0.831559,0.187449
5.268000,0.652779,0.831603,0.187423
5.269000,0.652770,0.831648,0.187398
5.270000,0.652760,0.831692,0.187373
5.271000,0.652751,0.831736,0.187348
5.272000,0.652742,0.831780,0.187322
5.273000,0.652732,0.831824,0.187297
5.274000,0.652723,0.831868,0.187272
5.275000,0.652713,0.831912,0.187247
5.276000,0.652704,0.831956,0.187221
5.277000,0.652695,0.832000,0.187196
5.278000,0.652685,0.832044,0.187171
5.279000,0.652676,0.832087,0.187146
5.280000,0.652666,0.832131,0.187121
5.281000,0.652657,0.832175,0.187095
5.282000,0.652648,0.832219,0.187070
5.283000,0.652638,0.832263,0.187045
5.284000,0.652629,0.832307,0.187020
5.285000,0.652620,0.832351,0.186995
5.286000,0.652610,0.832394,0.186969
5.287000,0.652601,0.832438,0.186944
5.288000,0.652592,0.832482,0.186919
5.289000,0.652582,0.832526,0.186894
5.290000,0.652573,0.832569,0.186869
5.291000,0.652564,0.832613,0.186844
5.292000,0.652554,0.832657,0.186819
5.293000,0.652545,0.832701,0.186794
5.294000,0.652536,0.832744,0.186768
5.295000,0.652526,0.832788,0.186743
5.296000,0.652517,0.832832,0.186718
5.297000,0.652508,0.832875,0.186693
5.298000,0.652498,0.832919,0.186668
5.299000,0.652489,0.832962,0.186643
5.300000,0.652480,0.833006,0.186618
5.301000,0.652470,0.833049,0.186593
5.302000,0.652461,0.833093,0.186568
5.303000,0.652452,0.833137,0.186543
5.304000,0.652443,0.833180,0.186518
5.305000,0.652433,0.833224,0.186493
5.306000,0.652424,0.833267,0.186468
5.307000,0.652415,0.833310,0.186443
5.308000,0.652406,0.833354,0.186418
5.309000,0.652396,0.833397,0.186393
5.310000,0.652387,0.833441,0.186368
5.311000,0.652378,0.833484,0.186343
5.312000,0.652369,0.833527,0.186318
5.313000,0.652359,0.833571,0.186293
5.314000,0.652350,0.833614,0.186268
5.315000,0.652341,0.833658,0.186243
5.316000,0.652332,0.833701,0.186218
5.317000,0.652322,0.833744,0.186193
5.318000,0.652313,0.833787,0.186168
5.319000,0.652304,0.833831,0.186143
5.320000,0.652295,0.833874,0.186118
5.321000,0.652285,0.833917,0.186093
5.322000,0.652276,0.833960,0.186068
5.323000,0.652267,0.834004,0.186043
5.324000,0.652258,0.834047,0.186018
5.325000,0.652249,0.834090,0.185993
5.326000,0.652239,0.834133,0.185968
5.327000,0.652230,0.834176,0.185944
5.328000,0.652221,0.834219,0.185919
5.329000,0.652212,0.834262,0.185894
5.330000,0.652203,0.834305,0.185869
5.331000,0.652194,0.834349,0.185844
5.332000,0.652184,0.834392,0.185819
5.333000,0.652175,0.834435,0.185794
5.334000,0.652166,0.834478,0.185770
5.335000,0.652157,0.834521,0.185745
5.336000,0.652148,0.834564,0.185720
5.337000,0.652139,0.834607,0.185695
5.338000,0.652129,0.834650,0.185670
5.339000,0.652120,0.834693,0.185645
5.340000,0.652111,0.834735,0.185621
5.341000,0.652102,0.834778,0.185596
5.342000,0.652093,0.834821,0.185571
5.343000,0.652084,0.834864,0.185546
5.344000,0.652075,0.834907,0.185521
5.345000,0.652065,0.834950,0.185497
5.346000,0.652056,0.834993,0.185472
5.347000,0.652047,0.835035,0.185447
5.348000,0.652038,0.835078,0.185422
5.349000,0.652029,0.835121,0.185398
5.350000,0.652020,0.835164,0.185373
5.351000,0.652011,0.835207,0.185348
5.352000,0.652002,0.835249,0.185323
5.353000,0.651993,0.835292,0.185299
5.354000,0.651984,0.835335,0.185274
5.355000,0.651975,0.835377,0.185249
5.356000,0.651965,0.835420,0.185224
5.357000,0.651956,0.835463,0.185200
5.358000,0.651947,0.835505,0.185175
5.359000,0.651938,0.835548,0.185150
5.360000,0.651929,0.835591,0.185126
5.361000,0.651920,0.835633,0.185101
5.362000,0.651911,0.835676,0.185076
5.363000,0.651902,0.835718,0.185052
5.364000,0.651893,0.835761,0.185027
5.365000,0.651884,0.835803,0.185002
5.366000,0.651875,0.835846,0.184978
5.367000,0.651866,0.835888,0.184953
5.368000,0.651857,0.835931,0.184928
5.369000,0.651848,0.835973,0.184904
5.370000,0.651839,0.836016,0.184879
5.371000,0.651830,0.836058,0.184855
5.372000,0.651821,0.836101,0.184830
5.373000,0.651812,0.836143,0.184805
5.374000,0.651803,0.836185,0.184781
5.375000,0.651794,0.836228,0.184756
5.376000,0.651785,0.836270,0.184732
5.377000,0.651776,0.836312,0.184707
5.378000,0.651767,0.836355,0.184682
5.379000,0.651758,0.836397,0.184658
5.380000,0.651749,0.836439,0.184633
5.381000,0.651740,0.836482,0.184609
5.382000,0.651731,0.836524,0.184584
5.383000,0.651722,0.836566,0.184560
5.384000,0.651713,0.836608,0.184535
5.385000,0.651704,0.836651,0.184511
5.386000,0.651695,0.836693,0.184486
5.387000,0.651686,0.836735,0.184462
5.388000,0.651677,0.836777,0.184437
5.389000,0.651668,0.836819,0.184413
5.390000,0.651659,0.836861,0.184388
5.391000,0.651650,0.836903,0.184364
5.392000,0.651641,0.836946,0.184339
5.393000,0.651632,0.836988,0.184315
5.394000,0.651623,0.837030,0.184290
5.395000,0.651614,0.837072,0.184266
5.396000,0.651606,0.837114,0.184241
5.397000,0.651597,0.837156,0.184217
5.398000,0.651588,0.837198,0.184192
5.399000,0.651579,0.837240,0.184168
5.400000,0.651570,0.837282,0.184143
5.401000,0.651561,0.837324,0.184119
5.402000,0.651552,0.837366,0.184095
5.403000,0.651543,0.837408,0.184070
5.404000,0.651534,0.837450,0.184046
5.405000,0.651525,0.837491,0.184021
5.406000,0.651517,0.837533,0.183997
5.407000,0.651508,0.837575,0.183973
5.408000,0.651499,0.837617,0.183948
5.409000,0.651490,0.837659,0.183924
5.410000,0.651481,0.837701,0.183899
5.411000,0.651472,0.837742,0.183875
5.412000,0.651463,0.837784,0.183851
5.413000,0.651454,0.837826,0.183826
5.414000,0.651446,0.837868,0.183802
5.415000,0.651437,0.837910,0.183778
5.416000,0.651428,0.837951,0.183753
5.417000,0.651419,0.837993,0.183729
5.418000,0.651410,0.838035,0.183705
5.419000,0.651401,0.838076,0.183680
5.420000,0.651393,0.838118,0.183656
5.421000,0.651384,0.838160,0.183632
5.422000,0.651375,0.838201,0.183607
5.423000,0.651366,0.838243,0.183583
5.424000,0.651357,0.838285,0.183559
5.425000,0.651348,0.838326,0.183535
5.426000,0.651340,0.838368,0.183510
5.427000,0.651331,0.838409,0.183486
5.428000,0.651322,0.838451,0.183462
5.429000,0.651313,0.838492,0.183437
5.430000,0.651304,0.838534,0.183413
5.431000,0.651296,0.838575,0.183389
5.432000,0.651287,0.838617,0.183365
5.433000,0.651278,0.838658,0.183341
5.434000,0.651269,0.838700,0.183316
5.435000,0.651260,0.838741,0.183292
5.436000,0.651252,0.838783,0.183268
5.437000,0.651243,0.838824,0.183244
5.438000,0.651234,0.838865,0.183219
5.439000,0.651225,0.838907,0.183195
5.440000,0.651217,0.838948,0.183171
5.441000,0.651208,0.838989,0.183147
5.442000,0.651199,0.839031,0.183123
5.443000,0.651190,0.839072,0.183099
5.444000,0.651182,0.839113,0.183074
5.445000,0.651173,0.839155,0.183050
5.446000,0.651164,0.839196,0.183026
5.447000,0.651155,0.839237,0.183002
5.448000,0.651147,0.839278,0.182978
5.449000,0.651138,0.839320,0.182954
5.450000,0.651129,0.839361,0.182930
5.451000,0.651121,0.839402,0.182905
5.452000,0.651112,0.839443,0.182881
5.453000,0.651103,0.839484,0.182857
5.454000,0.651094,0.839525,0.182833
5.455000,0.651086,0.839567,0.182809
5.456000,0.651077,0.839608,0.182785
5.457000,0.651068,0.839649,0.182761
5.458000,0.651060,0.839690,0.182737
5.459000,0.651051,0.839731,0.182713
5.460000,0.651042,0.839772,0.182689
5.461000,0.651034,0.839813,0.182665
5.462000,0.651025,0.839854,0.182640
5.463000,0.651016,0.839895,0.182616
5.464000,0.651008,0.839936,0.182592
5.465000,0.650999,0.839977,0.182568
5.466000,0.650990,0.840018,0.182544
5.467000,0.650982,0.840059,0.182520
5.468000,0.650973,0.840100,0.182496
5.469000,0.650964,0.840141,0.182472
5.470000,0.650956,0.840182,0.182448
5.471000,0.650947,0.840223,0.182424
5.472000,0.650938,0.840263,0.182400
5.473000,0.650930,0.840304,0.182376
5.474000,0.650921,0.840345,0.182352
5.475000,0.650912,0.840386,0.182328
5.476000,0.650904,0.840427,0.182304
5.477000,0.650895,0.840468,0.182280
5.478000,0.650887,0.840508,0.182256
5.479000,0.650878,0.840549,0.182233
5.480000,0.650869,0.840590,0.182209
5.481000,0.650861,0.840631,0.182185
5.482000,0.650852,0.840671,0.182161
5.483000,0.650844,0.840712,0.182137
5.484000,0.650835,0.840753,0.182113
5.485000,0.650826,0.840793,0.182089
5.486000,0.650818,0.840834,0.182065
5.487000,0.650809,0.840875,0.182041
5.488000,0.650801,0.840915,0.182017
5.489000,0.650792,0.840956,0.181993
5.490000,0.650784,0.840997,0.181969
5.491000,0.650775,0.841037,0.181946
5.492000,0.650766,0.841078,0.181922
5.493000,0.650758,0.841118,0.181898
5.494000,0.650749,0.841159,0.181874
5.495000,0.650741,0.841199,0.181850
5.496000,0.650732,0.841240,0.181826
5.497000,0.650724,0.841280,0.181802
5.498000,0.650715,0.841321,0.181779
5.499000,0.650707,0.841361,0.181755
5.500000,0.650698,0.841402,0.181731
5.501000,0.650689,0.841442,0.181707
5.502000,0.650681,0.841483,0.181683
5.503000,0.650672,0.841523,0.181659
5.504000,0.650664,0.841563,0.181636
5.505000,0.650655,0.841604,0.181612
5.506000,0.650647,0.841644,0.181588
5.507000,0.650638,0.841684,0.181564
5.508000,0.650630,0.841725,0.181541
5.509000,0.650621,0.841765,0.181517
5.510000,0.650613,0.841805,0.181493
5.511000,0.650604,0.841846,0.181469
5.512000,0.650596,0.841886,0.181445
5.513000,0.650587,0.841926,0.181422
5.514000,0.650579,0.841966,0.181398
5.515000,0.650570,0.842007,0.181374
5.516000,0.650562,0.842047,0.181351
5.517000,0.650553,0.842087,0.181327
5.518000,0.650545,0.842127,0.181303
5.519000,0.650536,0.842167,0.181279
5.520000,0.650528,0.842208,0.181256
5.521000,0.650519,0.842248,0.181232
5.522000,0.650511,0.842288,0.181208
5.523000,0.650503,0.842328,0.181185
5.524000,0.650494,0.842368,0.181161
5.525000,0.650486,0.842408,0.181137
5.526000,0.650477,0.842448,0.181114
5.527000,0.650469,0.842488,0.181090
5.528000,0.650460,0.842528,0.181066
5.529000,0.650452,0.842568,0.181043
5.530000,0.650443,0.842608,0.181019
5.531000,0.650435,0.842648,0.180995
5.532000,0.650427,0.842688,0.180972
5.533000,0.650418,0.842728,0.180948
5.534000,0.650410,0.842768,0.180924
5.535000,0.650401,0.842808,0.180901
5.536000,0.650393,0.842848,0.180877
5.537000,0.650385,0.842888,0.180854
5.538000,0.650376,0.842928,0.180830
5.539000,0.650368,0.842968,0.180806
5.540000,0.650359,0.843008,0.180783
5.541000,0.650351,0.843047,0.180759
5.542000,0.650343,0.843087,0.180736
5.543000,0.650334,0.843127,0.180712
5.544000,0.650326,0.843167,0.180689
5.545000,0.650317,0.843207,0.180665
5.546000,0.650309,0.843246,0.180641
5.547000,0.650301,0.843286,0.180618
5.548000,0.650292,0.843326,0.180594
5.549000,0.650284,0.843366,0.180571
5.550000,0.650276,0.843405,0.180547
5.551000,0.650267,0.843445,0.180524
5.552000,0.650259,0.843485,0.180500
5.553000,0.650251,0.843525,0.180477
5.554000,0.650242,0.843564,0.180453
5.555000,0.650234,0.843604,0.180430
5.556000,0.650226,0.843643,0.180406
5.557000,0.650217,0.843683,0.180383
5.558000,0.650209,0.843723,0.180359
5.559000,0.650201,0.843762,0.180336
5.560000,0.650192,0.843802,0.180312
5.561000,0.650184,0.843841,0.180289
5.562000,0.650176,0.843881,0.180265
5.563000,0.650167,0.843920,0.180242
5.564000,0.650159,0.843960,0.180218
5.565000,0.650151,0.843999,0.180195
5.566000,0.650142,0.844039,0.180172
5.567000,0.650134,0.844078,0.180148
5.568000,0.650126,0.844118,0.180125
5.569000,0.650117,0.844157,0.180101
5.570000,0.650109,0.844197,0.180078
5.571000,0.650101,0.844236,0.180055
5.572000,0.650093,0.844276,0.180031
5.573000,0.650084,0.844315,0.180008
5.574000,0.650076,0.844354,0.179984
5.575000,0.650068,0.844394,0.179961
5.576000,0.650059,0.844433,0.179938
5.577000,0.650051,0.844472,0.179914
5.578000,0.650043,0.844512,0.179891
5.579000,0.650035,0.844551,0.179867
5.580000,0.650026,0.844590,0.179844
5.581000,0.650018,0.844629,0.179821
5.582000,0.650010,0.844669,0.179797
5.583000,0.650002,0.844708,0.179774
5.584000,0.649993,0.844747,0.179751
5.585000,0.649985,0.844786,0.179727
5.586000,0.649977,0.844826,0.179704
5.587000,0.649969,0.844865,0.179681
5.588000,0.649960,0.844904,0.179658
5.589000,0.649952,0.844943,0.179634
5.590000,0.649944,0.844982,0.179611
5.591000,0.649936,0.845021,0.179588
5.592000,0.649928,0.845060,0.179564
5.593000,0.649919,0.845100,0.179541
5.594000,0.649911,0.845139,0.179518
5.595000,0.649903,0.845178,0.179495
5.596000,0.649895,0.845217,0.179471
5.597000,0.649887,0.845256,0.179448
5.598000,0.649878,0.845295,0.179425
5.599000,0.649870,0.845334,0.179402
5.600000,0.649862,0.845373,0.179378
5.601000,0.649854,0.845412,0.179355
5.602000,0.649846,0.845451,0.179332
5.603000,0.649837,0.845490,0.179309
5.604000,0.649829,0.845529,0.179285
5.605000,0.649821,0.845568,0.179262
5.606000,0.649813,0.845607,0.179239
5.607000,0.649805,0.845645,0.179216
5.608000,0.649797,0.845684,0.179193
5.609000,0.649788,0.845723,0.179169
5.610000,0.649780,0.845762,0.179146
5.611000,0.649772,0.845801,0.179123
5.612000,0.649764,0.845840,0.179100
5.613000,0.649756,0.845878,0.179077
5.614000,0.649748,0.845917,0.179054
5.615000,0.649740,0.845956,0.179030
5.616000,0.649731,0.845995,0.179007
5.617000,0.649723,0.846034,0.178984
5.618000,0.649715,0.846072,0.178961
5.619000,0.649707,0.846111,0.178938
5.620000,0.649699,0.846150,0.178915
5.621000,0.649691,0.846188,0.178892
5.622000,0.649683,0.846227,0.178869
5.623000,0.649675,0.846266,0.178845
5.624000,0.649666,0.846305,0.178822
5.625000,0.649658,0.846343,0.178799
5.626000,0.649650,0.846382,0.178776
5.627000,0.649642,0.846420,0.178753
5.628000,0.649634,0.846459,0.178730
5.629000,0.649626,0.846498,0.178707
5.630000,0.649618,0.846536,0.178684
5.631000,0.649610,0.846575,0.178661
5.632000,0.649602,0.846613,0.178638
5.633000,0.649594,0.846652,0.178615
5.634000,0.649586,0.846690,0.178592
5.635000,0.649578,0.846729,0.178569
5.636000,0.649569,0.846767,0.178546
5.637000,0.649561,0.846806,0.178523
5.638000,0.649553,0.846844,0.178500
5.639000,0.649545,0.846883,0.178477
5.640000,0.649537,0.846921,0.178454
5.641000,0.649529,0.846960,0.178431
5.642000,0.649521,0.846998,0.178408
5.643000,0.649513,0.847036,0.178385
5.644000,0.649505,0.847075,0.178362
5.645000,0.649497,0.847113,0.178339
5.646000,0.649489,0.847151,0.178316
5.647000,0.649481,0.847190,0.178293
5.648000,0.649473,0.847228,0.178270
5.649000,0.649465,0.847266,0.178247
5.650000,0.649457,0.847305,0.178224
5.651000,0.649449,0.847343,0.178201
5.652000,0.649441,0.847381,0.178178
5.653000,0.649433,0.847420,0.178155
5.654000,0.649425,0.847458,0.178132
5.655000,0.649417,0.847496,0.178109
5.656000,0.649409,0.847534,0.178086
5.657000,0.649401,0.847572,0.178063
5.658000,0.649393,0.847611,0.178040
5.659000,0.649385,0.847649,0.178018
5.660000,0.649377,0.847687,0.177995
5.661000,0.649369,0.847725,0.177972
5.662000,0.649361,0.847763,0.177949
5.663000,0.649353,0.847801,0.177926
5.664000,0.649345,0.847839,0.177903
5.665000,0.649337,0.847877,0.177880
5.666000,0.649329,0.847916,0.177857
5.667000,0.649321,0.847954,0.177835
5.668000,0.649313,0.847992,0.177812
5.669000,0.649305,0.848030,0.177789
5.670000,0.649297,0.848068,0.177766
5.671000,0.649289,0.848106,0.177743
5.672000,0.649281,0.848144,0.177720
5.673000,0.649273,0.848182,0.177698
5.674000,0.649265,0.848220,0.177675
5.675000,0.649257,0.848258,0.177652
5.676000,0.649249,0.848296,0.177629
5.677000,0.649242,0.848333,0.177606
5.678000,0.649234,0.848371,0.177584
5.679000,0.649226,0.848409,0.177561
5.680000,0.649218,0.848447,0.177538
5.681000,0.649210,0.848485,0.177515
5.682000,0.649202,0.848523,0.177492
5.683000,0.649194,0.848561,0.177470
5.684000,0.649186,0.848599,0.177447
5.685000,0.649178,0.848636,0.177424
5.686000,0.649170,0.848674,0.177401
5.687000,0.649162,0.848712,0.177379
5.688000,0.649154,0.848750,0.177356
5.689000,0.649147,0.848787,0.177333
5.690000,0.649139,0.848825,0.177310
5.691000,0.649131,0.848863,0.177288
5.692000,0.649123,0.848901,0.177265
5.693000,0.649115,0.848938,0.177242
5.694000,0.649107,0.848976,0.177220
5.695000,0.649099,0.849014,0.177197
5.696000,0.649091,0.849051,0.177174
5.697000,0.649084,0.849089,0.177152
5.698000,0.649076,0.849127,0.177129
5.699000,0.649068,0.849164,0.177106
5.700000,0.649060,0.849202,0.177084
5.701000,0.649052,0.849239,0.177061
5.702000,0.649044,0.849277,0.177038
5.703000,0.649036,0.849315,0.177016
5.704000,0.649029,0.849352,0.176993
5.705000,0.649021,0.849390,0.176970
5.706000,0.649013,0.849427,0.176948
5.707000,0.649005,0.849465,0.176925
5.708000,0.648997,0.849502,0.176902
5.709000,0.648989,0.849540,0.176880
5.710000,0.648982,0.849577,0.176857
5.711000,0.648974,0.849615,0.176835
5.712000,0.648966,0.849652,0.176812
5.713000,0.648958,0.849690,0.176789
5.714000,0.648950,0.849727,0.176767
5.715000,0.648942,0.849764,0.176744
5.716000,0.648935,0.849802,0.176722
5.717000,0.648927,0.849839,0.176699
5.718000,0.648919,0.849877,0.176676
5.719000,0.648911,0.849914,0.176654
5.720000,0.648903,0.849951,0.176631
5.721000,0.648896,0.849989,0.176609
5.722000,0.648888,0.850026,0.176586
5.723000,0.648880,0.850063,0.176564
5.724000,0.648872,0.850100,0.176541
5.725000,0.648865,0.850138,0.176519
5.726000,0.648857,0.850175,0.176496
5.727000,0.648849,0.850212,0.176474
5.728000,0.648841,0.850249,0.176451
5.729000,0.648833,0.850287,0.176429
5.730000,0.648826,0.850324,0.176406
5.731000,0.648818,0.850361,0.176384
5.732000,0.648810,0.850398,0.176361
5.733000,0.648802,0.850435,0.176339
5.734000,0.648795,0.850473,0.176316
5.735000,0.648787,0.850510,0.176294
5.736000,0.648779,0.850547,0.176271
5.737000,0.648771,0.850584,0.176249
5.738000,0.648764,0.850621,0.176226
5.739000,0.648756,0.850658,0.176204
5.740000,0.648748,0.850695,0.176181
5.741000,0.648741,0.850732,0.176159
5.742000,0.648733,0.850769,0.176136
5.743000,0.648725,0.850806,0.176114
5.744000,0.648717,0.850843,0.176092
5.745000,0.648710,0.850880,0.176069
5.746000,0.648702,0.850917,0.176047
5.747000,0.648694,0.850954,0.176024
5.748000,0.648687,0.850991,0.176002
5.749000,0.648679,0.851028,0.175980
5.750000,0.648671,0.851065,0.175957
5.751000,0.648663,0.851102,0.175935
5.752000,0.648656,0.851139,0.175912
5.753000,0.648648,0.851176,0.175890
5.754000,0.648640,0.851213,0.175868
5.755000,0.648633,0.851250,0.175845
5.756000,0.648625,0.851287,0.175823
5.757000,0.648617,0.851323,0.175801
5.758000,0.648610,0.851360,0.175778
5.759000,0.648602,0.851397,0.175756
5.760000,0.648594,0.851434,0.175734
5.761000,0.648587,0.851471,0.175711
5.762000,0.648579,0.851507,0.175689
5.763000,0.648571,0.851544,0.175667
5.764000,0.648564,0.851581,0.175644
5.765000,0.648556,0.851618,0.175622
5.766000,0.648548,0.851654,0.175600
5.767000,0.648541,0.851691,0.175577
5.768000,0.648533,0.851728,0.175555
5.769000,0.648525,0.851764,0.175533
5.770000,0.648518,0.851801,0.175510
5.771000,0.648510,0.851838,0.175488
5.772000,0.648503,0.851874,0.175466
5.773000,0.648495,0.851911,0.175444
5.774000,0.648487,0.851948,0.175421
5.775000,0.648480,0.851984,0.175399
5.776000,0.648472,0.852021,0.175377
5.777000,0.648464,0.852057,0.175355
5.778000,0.648457,0.852094,0.175332
5.779000,0.648449,0.852131,0.175310
5.780000,0.648442,0.852167,0.175288
5.781000,0.648434,0.852204,0.175266
5.782000,0.648426,0.852240,0.175244
5.783000,0.648419,0.852277,0.175221
5.784000,0.648411,0.852313,0.175199
5.785000,0.648404,0.852350,0.175177
5.786000,0.648396,0.852386,0.175155
5.787000,0.648388,0.852423,0.175132
5.788000,0.648381,0.852459,0.175110
5.789000,0.648373,0.852495,0.175088
5.790000,0.648366,0.852532,0.175066
5.791000,0.648358,0.852568,0.175044
5.792000,0.648351,0.852605,0.175022
5.793000,0.648343,0.852641,0.174999
5.794000,0.648335,0.852677,0.174977
5.795000,0.648328,0.852714,0.174955
5.796000,0.648320,0.852750,0.174933
5.797000,0.648313,0.852786,0.174911
5.798000,0.648305,0.852823,0.174889
5.799000,0.648298,0.852859,0.174867
5.800000,0.648290,0.852895,0.174845
5.801000,0.648283,0.852932,0.174822
5.802000,0.648275,0.852968,0.174800
5.803000,0.648268,0.853004,0.174778
