t,l,R,eg
1.705000,0.753620,0.466219,0.345616
1.706000,0.753548,0.466424,0.345542
1.707000,0.753476,0.466628,0.345469
1.708000,0.753404,0.466832,0.345395
1.709000,0.753332,0.467036,0.345322
1.710000,0.753261,0.467240,0.345248
1.711000,0.753189,0.467444,0.345175
1.712000,0.753117,0.467648,0.345101
1.713000,0.753045,0.467852,0.345028
1.714000,0.752974,0.468056,0.344955
1.715000,0.752902,0.468259,0.344881
1.716000,0.752831,0.468463,0.344808
1.717000,0.752759,0.468666,0.344735
1.718000,0.752688,0.468869,0.344662
1.719000,0.752616,0.469073,0.344588
1.720000,0.752545,0.469276,0.344515
1.721000,0.752474,0.469479,0.344442
1.722000,0.752403,0.469682,0.344369
1.723000,0.752331,0.469885,0.344296
1.724000,0.752260,0.470087,0.344222
1.725000,0.752189,0.470290,0.344149
1.726000,0.752118,0.470493,0.344076
1.727000,0.752047,0.470695,0.344003
1.728000,0.751976,0.470898,0.343930
1.729000,0.751906,0.471100,0.343857
1.730000,0.751835,0.471302,0.343784
1.731000,0.751764,0.471505,0.343711
1.732000,0.751693,0.471707,0.343638
1.733000,0.751623,0.471909,0.343565
1.734000,0.751552,0.472111,0.343492
1.735000,0.751482,0.472313,0.343419
1.736000,0.751411,0.472514,0.343347
1.737000,0.751341,0.472716,0.343274
1.738000,0.751270,0.472918,0.343201
1.739000,0.751200,0.473119,0.343128
1.740000,0.751130,0.473320,0.343055
1.741000,0.751059,0.473522,0.342983
1.742000,0.750989,0.473723,0.342910
1.743000,0.750919,0.473924,0.342837
1.744000,0.750849,0.474125,0.342764
1.745000,0.750779,0.474326,0.342692
1.746000,0.750709,0.474527,0.342619
1.747000,0.750639,0.474728,0.342546
1.748000,0.750569,0.474929,0.342474
1.749000,0.750499,0.475129,0.342401
1.750000,0.750429,0.475330,0.342329
1.751000,0.750360,0.475530,0.342256
1.752000,0.750290,0.475731,0.342184
1.753000,0.750220,0.475931,0.342111
1.754000,0.750151,0.476131,0.342039
1.755000,0.750081,0.476331,0.341966
1.756000,0.750012,0.476531,0.341894
1.757000,0.749942,0.476731,0.341821
1.758000,0.749873,0.476931,0.341749
1.759000,0.749804,0.477131,0.341677
1.760000,0.749734,0.477331,0.341604
1.761000,0.749665,0.477530,0.341532
1.762000,0.749596,0.477730,0.341460
1.763000,0.749527,0.477929,0.341388
1.764000,0.749458,0.478129,0.341315
1.765000,0.749389,0.478328,0.341243
1.766000,0.749320,0.478527,0.341171
1.767000,0.749251,0.478726,0.341099
1.768000,0.749182,0.478925,0.341027
1.769000,0.749113,0.479124,0.340954
1.770000,0.749044,0.479323,0.340882
1.771000,0.748976,0.479522,0.340810
1.772000,0.748907,0.479720,0.340738
1.773000,0.748838,0.479919,0.340666
1.774000,0.748770,0.480117,0.340594
1.775000,0.748701,0.480316,0.340522
1.776000,0.748633,0.480514,0.340450
1.777000,0.748564,0.480712,0.340378
1.778000,0.748496,0.480910,0.340306
1.779000,0.748428,0.481108,0.340234
1.780000,0.748359,0.481306,0.340162
1.781000,0.748291,0.481504,0.340091
1.782000,0.748223,0.481702,0.340019
1.783000,0.748155,0.481900,0.339947
1.784000,0.748087,0.482098,0.339875
1.785000,0.748019,0.482295,0.339803
1.786000,0.747951,0.482493,0.339732
1.787000,0.747883,0.482690,0.339660
1.788000,0.747815,0.482887,0.339588
1.789000,0.747747,0.483084,0.339516
1.790000,0.747679,0.483282,0.339445
1.791000,0.747611,0.483479,0.339373
1.792000,0.747544,0.483676,0.339301
1.793000,0.747476,0.483872,0.339230
1.794000,0.747408,0.484069,0.339158
1.795000,0.747341,0.484266,0.339087
1.796000,0.747273,0.484463,0.339015
1.797000,0.747206,0.484659,0.338944
1.798000,0.747138,0.484856,0.338872
1.799000,0.747071,0.485052,0.338801
1.800000,0.747004,0.485248,0.338729
1.801000,0.746936,0.485444,0.338658
1.802000,0.746869,0.485640,0.338586
1.803000,0.746802,0.485836,0.338515
1.804000,0.746735,0.486032,0.338444
1.805000,0.746668,0.486228,0.338372
1.806000,0.746601,0.486424,0.338301
1.807000,0.746534,0.486620,0.338230
1.808000,0.746467,0.486815,0.338158
1.809000,0.746400,0.487011,0.338087
1.810000,0.746333,0.487206,0.338016
1.811000,0.746266,0.487402,0.337945
1.812000,0.746200,0.487597,0.337874
1.813000,0.746133,0.487792,0.337802
1.814000,0.746066,0.487987,0.337731
1.815000,0.746000,0.488182,0.337660
1.816000,0.745933,0.488377,0.337589
1.817000,0.745867,0.488572,0.337518
1.818000,0.745800,0.488767,0.337447
1.819000,0.745734,0.488961,0.337376
1.820000,0.745668,0.489156,0.337305
1.821000,0.745601,0.489350,0.337234
1.822000,0.745535,0.489545,0.337163
1.823000,0.745469,0.489739,0.337092
1.824000,0.745403,0.489933,0.337021
1.825000,0.745337,0.490127,0.336950
1.826000,0.745270,0.490322,0.336879
1.827000,0.745204,0.490516,0.336809
1.828000,0.745139,0.490709,0.336738
1.829000,0.745073,0.490903,0.336667
1.830000,0.745007,0.491097,0.336596
1.831000,0.744941,0.491291,0.336525
1.832000,0.744875,0.491484,0.336455
1.833000,0.744809,0.491678,0.336384
1.834000,0.744744,0.491871,0.336313
1.835000,0.744678,0.492064,0.336242
1.836000,0.744612,0.492258,0.336172
1.837000,0.744547,0.492451,0.336101
1.838000,0.744481,0.492644,0.336031
1.839000,0.744416,0.492837,0.335960
1.840000,0.744351,0.493030,0.335889
1.841000,0.744285,0.493222,0.335819
1.842000,0.744220,0.493415,0.335748
1.843000,0.744155,0.493608,0.335678
1.844000,0.744089,0.493800,0.335607
1.845000,0.744024,0.493993,0.335537
1.846000,0.743959,0.494185,0.335466
1.847000,0.743894,0.494378,0.335396
1.848000,0.743829,0.494570,0.335326
1.849000,0.743764,0.494762,0.335255
1.850000,0.743699,0.494954,0.335185
1.851000,0.743634,0.495146,0.335115
1.852000,0.743569,0.495338,0.335044
1.853000,0.743504,0.495530,0.334974
1.854000,0.743440,0.495721,0.334904
1.855000,0.743375,0.495913,0.334833
1.856000,0.743310,0.496105,0.334763
1.857000,0.743246,0.496296,0.334693
1.858000,0.743181,0.496487,0.334623
1.859000,0.743117,0.496679,0.334553
1.860000,0.743052,0.496870,0.334483
1.861000,0.742988,0.497061,0.334413
1.862000,0.742923,0.497252,0.334342
1.863000,0.742859,0.497443,0.334272
1.864000,0.742795,0.497634,0.334202
1.865000,0.742730,0.497825,0.334132
1.866000,0.742666,0.498015,0.334062
1.867000,0.742602,0.498206,0.333992
1.868000,0.742538,0.498397,0.333922
1.869000,0.742474,0.498587,0.333852
1.870000,0.742410,0.498777,0.333783
1.871000,0.742346,0.498968,0.333713
1.872000,0.742282,0.499158,0.333643
1.873000,0.742218,0.499348,0.333573
1.874000,0.742154,0.499538,0.333503
1.875000,0.742090,0.499728,0.333433
1.876000,0.742027,0.499918,0.333363
1.877000,0.741963,0.500108,0.333294
1.878000,0.741899,0.500297,0.333224
1.879000,0.741836,0.500487,0.333154
1.880000,0.741772,0.500677,0.333085
1.881000,0.741709,0.500866,0.333015
1.882000,0.741645,0.501056,0.332945
1.883000,0.741582,0.501245,0.332876
1.884000,0.741518,0.501434,0.332806
1.885000,0.741455,0.501623,0.332736
1.886000,0.741392,0.501812,0.332667
1.887000,0.741329,0.502001,0.332597
1.888000,0.741265,0.502190,0.332528
1.889000,0.741202,0.502379,0.332458
1.890000,0.741139,0.502568,0.332389
1.891000,0.741076,0.502756,0.332319
1.892000,0.741013,0.502945,0.332250
1.893000,0.740950,0.503133,0.332180
1.894000,0.740887,0.503322,0.332111
1.895000,0.740824,0.503510,0.332042
1.896000,0.740761,0.503698,0.331972
1.897000,0.740698,0.503886,0.331903
1.898000,0.740636,0.504074,0.331834
1.899000,0.740573,0.504262,0.331764
1.900000,0.740510,0.504450,0.331695
1.901000,0.740448,0.504638,0.331626
1.902000,0.740385,0.504826,0.331557
1.903000,0.740323,0.505013,0.331488
1.904000,0.740260,0.505201,0.331418
1.905000,0.740198,0.505388,0.331349
1.906000,0.740135,0.505576,0.331280
1.907000,0.740073,0.505763,0.331211
1.908000,0.740011,0.505950,0.331142
1.909000,0.739948,0.506137,0.331073
1.910000,0.739886,0.506325,0.331004
1.911000,0.739824,0.506512,0.330935
1.912000,0.739762,0.506698,0.330866
1.913000,0.739700,0.506885,0.330797
1.914000,0.739638,0.507072,0.330728
1.915000,0.739576,0.507259,0.330659
1.916000,0.739514,0.507445,0.330590
1.917000,0.739452,0.507632,0.330521
1.918000,0.739390,0.507818,0.330452
1.919000,0.739328,0.508004,0.330383
1.920000,0.739266,0.508191,0.330315
1.921000,0.739205,0.508377,0.330246
1.922000,0.739143,0.508563,0.330177
1.923000,0.739081,0.508749,0.330108
1.924000,0.739020,0.508935,0.330039
1.925000,0.738958,0.509121,0.329971
1.926000,0.738897,0.509306,0.329902
1.927000,0.738835,0.509492,0.329833
1.928000,0.738774,0.509678,0.329765
1.929000,0.738712,0.509863,0.329696
1.930000,0.738651,0.510049,0.329627
1.931000,0.738590,0.510234,0.329559
1.932000,0.738528,0.510419,0.329490
1.933000,0.738467,0.510604,0.329422
1.934000,0.738406,0.510789,0.329353
1.935000,0.738345,0.510974,0.329285
1.936000,0.738284,0.511159,0.329216
1.937000,0.738223,0.511344,0.329148
1.938000,0.738162,0.511529,0.329079
1.939000,0.738101,0.511714,0.329011
1.940000,0.738040,0.511898,0.328942
1.941000,0.737979,0.512083,0.328874
1.942000,0.737918,0.512267,0.328806
1.943000,0.737857,0.512452,0.328737
1.944000,0.737797,0.512636,0.328669
1.945000,0.737736,0.512820,0.328601
1.946000,0.737675,0.513004,0.328533
1.947000,0.737615,0.513188,0.328464
1.948000,0.737554,0.513372,0.328396
1.949000,0.737494,0.513556,0.328328
1.950000,0.737433,0.513740,0.328260
1.951000,0.737373,0.513923,0.328192
1.952000,0.737312,0.514107,0.328123
1.953000,0.737252,0.514291,0.328055
1.954000,0.737192,0.514474,0.327987
1.955000,0.737131,0.514658,0.327919
1.956000,0.737071,0.514841,0.327851
1.957000,0.737011,0.515024,0.327783
1.958000,0.736951,0.515207,0.327715
1.959000,0.736891,0.515390,0.327647
1.960000,0.736831,0.515573,0.327579
1.961000,0.736771,0.515756,0.327511
1.962000,0.736711,0.515939,0.327443
1.963000,0.736651,0.516122,0.327375
1.964000,0.736591,0.516304,0.327307
1.965000,0.736531,0.516487,0.327240
1.966000,0.736471,0.516669,0.327172
1.967000,0.736411,0.516852,0.327104
1.968000,0.736352,0.517034,0.327036
1.969000,0.736292,0.517216,0.326968
1.970000,0.736232,0.517398,0.326901
1.971000,0.736173,0.517581,0.326833
1.972000,0.736113,0.517763,0.326765
1.973000,0.736054,0.517944,0.326697
1.974000,0.735994,0.518126,0.326630
1.975000,0.735935,0.518308,0.326562
1.976000,0.735875,0.518490,0.326494
1.977000,0.735816,0.518671,0.326427
1.978000,0.735757,0.518853,0.326359
1.979000,0.735698,0.519034,0.326292
1.980000,0.735638,0.519216,0.326224
1.981000,0.735579,0.519397,0.326157
1.982000,0.735520,0.519578,0.326089
1.983000,0.735461,0.519759,0.326022
1.984000,0.735402,0.519940,0.325954
1.985000,0.735343,0.520121,0.325887
1.986000,0.735284,0.520302,0.325819
1.987000,0.735225,0.520483,0.325752
1.988000,0.735166,0.520664,0.325685
1.989000,0.735107,0.520844,0.325617
1.990000,0.735049,0.521025,0.325550
1.991000,0.734990,0.521205,0.325483
1.992000,0.734931,0.521386,0.325415
1.993000,0.734872,0.521566,0.325348
1.994000,0.734814,0.521746,0.325281
1.995000,0.734755,0.521926,0.325214
1.996000,0.734697,0.522106,0.325146
1.997000,0.734638,0.522286,0.325079
1.998000,0.734580,0.522466,0.325012
1.999000,0.734521,0.522646,0.324945
2.000000,0.734463,0.522826,0.324878
2.001000,0.734404,0.523006,0.324811
2.002000,0.734346,0.523185,0.324744
2.003000,0.734288,0.523365,0.324677
2.004000,0.734230,0.523544,0.324610
2.005000,0.734171,0.523723,0.324543
2.006000,0.734113,0.523903,0.324476
2.007000,0.734055,0.524082,0.324409
2.008000,0.733997,0.524261,0.324342
2.009000,0.733939,0.524440,0.324275
2.010000,0.733881,0.524619,0.324208
2.011000,0.733823,0.524798,0.324141
2.012000,0.733765,0.524977,0.324074
2.013000,0.733707,0.525155,0.324007
2.014000,0.733650,0.525334,0.323940
2.015000,0.733592,0.525513,0.323874
2.016000,0.733534,0.525691,0.323807
2.017000,0.733476,0.525869,0.323740
2.018000,0.733419,0.526048,0.323673
2.019000,0.733361,0.526226,0.323607
2.020000,0.733304,0.526404,0.323540
2.021000,0.733246,0.526582,0.323473
2.022000,0.733189,0.526760,0.323407
2.023000,0.733131,0.526938,0.323340
2.024000,0.733074,0.527116,0.323273
2.025000,0.733016,0.527294,0.323207
2.026000,0.732959,0.527471,0.323140
2.027000,0.732902,0.527649,0.323074
2.028000,0.732844,0.527827,0.323007
2.029000,0.732787,0.528004,0.322941
2.030000,0.732730,0.528181,0.322874
2.031000,0.732673,0.528359,0.322808
2.032000,0.732616,0.528536,0.322741
2.033000,0.732559,0.528713,0.322675
2.034000,0.732502,0.528890,0.322608
2.035000,0.732445,0.529067,0.322542
2.036000,0.732388,0.529244,0.322476
2.037000,0.732331,0.529421,0.322409
2.038000,0.732274,0.529597,0.322343
2.039000,0.732217,0.529774,0.322277
2.040000,0.732161,0.529951,0.322210
2.041000,0.732104,0.530127,0.322144
2.042000,0.732047,0.530303,0.322078
2.043000,0.731990,0.530480,0.322012
2.044000,0.731934,0.530656,0.321946
2.045000,0.731877,0.530832,0.321879
2.046000,0.731821,0.531008,0.321813
2.047000,0.731764,0.531184,0.321747
2.048000,0.731708,0.531360,0.321681
2.049000,0.731651,0.531536,0.321615
2.050000,0.731595,0.531712,0.321549
2.051000,0.731539,0.531888,0.321483
2.052000,0.731482,0.532063,0.321417
2.053000,0.731426,0.532239,0.321351
2.054000,0.731370,0.532414,0.321285
2.055000,0.731314,0.532590,0.321219
2.056000,0.731258,0.532765,0.321153
2.057000,0.731201,0.532940,0.321087
2.058000,0.731145,0.533115,0.321021
2.059000,0.731089,0.533290,0.320955
2.060000,0.731033,0.533465,0.320889
2.061000,0.730977,0.533640,0.320824
2.062000,0.730922,0.533815,0.320758
2.063000,0.730866,0.533990,0.320692
2.064000,0.730810,0.534165,0.320626
2.065000,0.730754,0.534339,0.320561
2.066000,0.730698,0.534514,0.320495
2.067000,0.730643,0.534688,0.320429
2.068000,0.730587,0.534862,0.320363
2.069000,0.730531,0.535037,0.320298
2.070000,0.730476,0.535211,0.320232
2.071000,0.730420,0.535385,0.320166
2.072000,0.730365,0.535559,0.320101
2.073000,0.730309,0.535733,0.320035
2.074000,0.730254,0.535907,0.319970
2.075000,0.730198,0.536081,0.319904
2.076000,0.730143,0.536255,0.319839
2.077000,0.730088,0.536428,0.319773
2.078000,0.730032,0.536602,0.319708
2.079000,0.729977,0.536775,0.319642
2.080000,0.729922,0.536949,0.319577
2.081000,0.729867,0.537122,0.319511
2.082000,0.729812,0.537295,0.319446
2.083000,0.729756,0.537469,0.319381
2.084000,0.729701,0.537642,0.319315
2.085000,0.729646,0.537815,0.319250
2.086000,0.729591,0.537988,0.319185
2.087000,0.729536,0.538161,0.319119
2.088000,0.729482,0.538333,0.319054
2.089000,0.729427,0.538506,0.318989
2.090000,0.729372,0.538679,0.318924
2.091000,0.729317,0.538851,0.318858
2.092000,0.729262,0.539024,0.318793
2.093000,0.729208,0.539196,0.318728
2.094000,0.729153,0.539369,0.318663
2.095000,0.729098,0.539541,0.318598
2.096000,0.729044,0.539713,0.318533
2.097000,0.728989,0.539885,0.318468
2.098000,0.728935,0.540057,0.318403
2.099000,0.728880,0.540229,0.318338
2.100000,0.728826,0.540401,0.318273
2.101000,0.728771,0.540573,0.318208
2.102000,0.728717,0.540745,0.318143
2.103000,0.728663,0.540916,0.318078
2.104000,0.728608,0.541088,0.318013
2.105000,0.728554,0.541259,0.317948
2.106000,0.728500,0.541431,0.317883
2.107000,0.728446,0.541602,0.317818
2.108000,0.728391,0.541773,0.317753
2.109000,0.728337,0.541944,0.317688
2.110000,0.728283,0.542116,0.317623
2.111000,0.728229,0.542287,0.317559
2.112000,0.728175,0.542458,0.317494
2.113000,0.728121,0.542628,0.317429
2.114000,0.728067,0.542799,0.317364
2.115000,0.728013,0.542970,0.317300
2.116000,0.727960,0.543141,0.317235
2.117000,0.727906,0.543311,0.317170
2.118000,0.727852,0.543482,0.317106
2.119000,0.727798,0.543652,0.317041
2.120000,0.727745,0.543822,0.316977
2.121000,0.727691,0.543993,0.316912
2.122000,0.727637,0.544163,0.316847
2.123000,0.727584,0.544333,0.316783
2.124000,0.727530,0.544503,0.316718
2.125000,0.727477,0.544673,0.316654
2.126000,0.727423,0.544843,0.316589
2.127000,0.727370,0.545013,0.316525
2.128000,0.727316,0.545182,0.316460
2.129000,0.727263,0.545352,0.316396
2.130000,0.727210,0.545522,0.316332
2.131000,0.727156,0.545691,0.316267
2.132000,0.727103,0.545860,0.316203
2.133000,0.727050,0.546030,0.316139
2.134000,0.726997,0.546199,0.316074
2.135000,0.726944,0.546368,0.316010
2.136000,0.726890,0.546537,0.315946
2.137000,0.726837,0.546706,0.315881
2.138000,0.726784,0.546875,0.315817
2.139000,0.726731,0.547044,0.315753
2.140000,0.726678,0.547213,0.315689
2.141000,0.726625,0.547382,0.315625
2.142000,0.726573,0.547550,0.315560
2.143000,0.726520,0.547719,0.315496
2.144000,0.726467,0.547887,0.315432
2.145000,0.726414,0.548056,0.315368
2.146000,0.726361,0.548224,0.315304
2.147000,0.726309,0.548393,0.315240
2.148000,0.726256,0.548561,0.315176
2.149000,0.726203,0.548729,0.315112
2.150000,0.726151,0.548897,0.315048
2.151000,0.726098,0.549065,0.314984
2.152000,0.726046,0.549233,0.314920
2.153000,0.725993,0.549401,0.314856
2.154000,0.725941,0.549568,0.314792
2.155000,0.725888,0.549736,0.314728
2.156000,0.725836,0.549904,0.314664
2.157000,0.725784,0.550071,0.314601
2.158000,0.725731,0.550238,0.314537
2.159000,0.725679,0.550406,0.314473
2.160000,0.725627,0.550573,0.314409
2.161000,0.725575,0.550740,0.314345
2.162000,0.725522,0.550907,0.314282
2.163000,0.725470,0.551075,0.314218
2.164000,0.725418,0.551242,0.314154
2.165000,0.725366,0.551408,0.314091
2.166000,0.725314,0.551575,0.314027
2.167000,0.725262,0.551742,0.313963
2.168000,0.725210,0.551909,0.313900
2.169000,0.725158,0.552075,0.313836
2.170000,0.725106,0.552242,0.313773
2.171000,0.725055,0.552408,0.313709
2.172000,0.725003,0.552575,0.313645
2.173000,0.724951,0.552741,0.313582
2.174000,0.724899,0.552907,0.313518
2.175000,0.724848,0.553073,0.313455
2.176000,0.724796,0.553239,0.313391
2.177000,0.724744,0.553405,0.313328
2.178000,0.724693,0.553571,0.313265
2.179000,0.724641,0.553737,0.313201
2.180000,0.724590,0.553903,0.313138
2.181000,0.724538,0.554069,0.313074
2.182000,0.724487,0.554234,0.313011
2.183000,0.724435,0.554400,0.312948
2.184000,0.724384,0.554565,0.312885
2.185000,0.724333,0.554731,0.312821
2.186000,0.724281,0.554896,0.312758
2.187000,0.724230,0.555061,0.312695
2.188000,0.724179,0.555227,0.312632
2.189000,0.724128,0.555392,0.312568
2.190000,0.724076,0.555557,0.312505
2.191000,0.724025,0.555722,0.312442
2.192000,0.723974,0.555887,0.312379
2.193000,0.723923,0.556051,0.312316
2.194000,0.723872,0.556216,0.312253
2.195000,0.723821,0.556381,0.312190
2.196000,0.723770,0.556545,0.312127
2.197000,0.723719,0.556710,0.312064
2.198000,0.723668,0.556874,0.312001
2.199000,0.723617,0.557039,0.311938
2.200000,0.723567,0.557203,0.311875
2.201000,0.723516,0.557367,0.311812
2.202000,0.723465,0.557531,0.311749
2.203000,0.723414,0.557695,0.311686
2.204000,0.723364,0.557859,0.311623
2.205000,0.723313,0.558023,0.311560
2.206000,0.723262,0.558187,0.311497
2.207000,0.723212,0.558351,0.311434
2.208000,0.723161,0.558514,0.311372
2.209000,0.723111,0.558678,0.311309
2.210000,0.723060,0.558842,0.311246
2.211000,0.723010,0.559005,0.311183
2.212000,0.722959,0.559168,0.311120
2.213000,0.722909,0.559332,0.311058
2.214000,0.722859,0.559495,0.310995
2.215000,0.722808,0.559658,0.310932
2.216000,0.722758,0.559821,0.310870
2.217000,0.722708,0.559984,0.310807
2.218000,0.722658,0.560147,0.310745
2.219000,0.722608,0.560310,0.310682
2.220000,0.722557,0.560473,0.310619
2.221000,0.722507,0.560636,0.310557
2.222000,0.722457,0.560798,0.310494
2.223000,0.722407,0.560961,0.310432
2.224000,0.722357,0.561123,0.310369
2.225000,0.722307,0.561286,0.310307
2.226000,0.722257,0.561448,0.310244
2.227000,0.722208,0.561610,0.310182
2.228000,0.722158,0.561773,0.310120
2.229000,0.722108,0.561935,0.310057
2.230000,0.722058,0.562097,0.309995
2.231000,0.722008,0.562259,0.309932
2.232000,0.721959,0.562421,0.309870
2.233000,0.721909,0.562583,0.309808
2.234000,0.721859,0.562744,0.309746
2.235000,0.721810,0.562906,0.309683
2.236000,0.721760,0.563068,0.309621
2.237000,0.721710,0.563229,0.309559
2.238000,0.721661,0.563391,0.309497
2.239000,0.721611,0.563552,0.309434
2.240000,0.721562,0.563713,0.309372
2.241000,0.721513,0.563875,0.309310
2.242000,0.721463,0.564036,0.309248
2.243000,0.721414,0.564197,0.309186
2.244000,0.721365,0.564358,0.309124
2.245000,0.721315,0.564519,0.309062
2.246000,0.721266,0.564680,0.309000
2.247000,0.721217,0.564841,0.308938
2.248000,0.721168,0.565001,0.308876
2.249000,0.721119,0.565162,0.308814
2.250000,0.721069,0.565323,0.308752
2.251000,0.721020,0.565483,0.308690
2.252000,0.720971,0.565644,0.308628
2.253000,0.720922,0.565804,0.308566
2.254000,0.720873,0.565964,0.308504
2.255000,0.720824,0.566125,0.308442
2.256000,0.720775,0.566285,0.308380
2.257000,0.720727,0.566445,0.308318
2.258000,0.720678,0.566605,0.308257
2.259000,0.720629,0.566765,0.308195
2.260000,0.720580,0.566925,0.308133
2.261000,0.720531,0.567084,0.308071
2.262000,0.720483,0.567244,0.308010
2.263000,0.720434,0.567404,0.307948
2.264000,0.720385,0.567563,0.307886
2.265000,0.720337,0.567723,0.307825
2.266000,0.720288,0.567882,0.307763
2.267000,0.720240,0.568042,0.307701
2.268000,0.720191,0.568201,0.307640
2.269000,0.720143,0.568360,0.307578
2.270000,0.720094,0.568519,0.307516
2.271000,0.720046,0.568678,0.307455
2.272000,0.719997,0.568837,0.307393
2.273000,0.719949,0.568996,0.307332
2.274000,0.719901,0.569155,0.307270
2.275000,0.719852,0.569314,0.307209
2.276000,0.719804,0.569473,0.307147
2.277000,0.719756,0.569631,0.307086
2.278000,0.719708,0.569790,0.307025
2.279000,0.719660,0.569948,0.306963
2.280000,0.719611,0.570107,0.306902
2.281000,0.719563,0.570265,0.306840
2.282000,0.719515,0.570423,0.306779
2.283000,0.719467,0.570582,0.306718
2.284000,0.719419,0.570740,0.306657
2.285000,0.719371,0.570898,0.306595
2.286000,0.719323,0.571056,0.306534
2.287000,0.719275,0.571214,0.306473
2.288000,0.719228,0.571371,0.306412
2.289000,0.719180,0.571529,0.306350
2.290000,0.719132,0.571687,0.306289
2.291000,0.719084,0.571845,0.306228
2.292000,0.719036,0.572002,0.306167
2.293000,0.718989,0.572160,0.306106
2.294000,0.718941,0.572317,0.306045
2.295000,0.718893,0.572474,0.305984
2.296000,0.718846,0.572632,0.305923
2.297000,0.718798,0.572789,0.305862
2.298000,0.718751,0.572946,0.305800
2.299000,0.718703,0.573103,0.305739
2.300000,0.718656,0.573260,0.305679
2.301000,0.718608,0.573417,0.305618
2.302000,0.718561,0.573574,0.305557
2.303000,0.718514,0.573730,0.305496
2.304000,0.718466,0.573887,0.305435
2.305000,0.718419,0.574044,0.305374
2.306000,0.718372,0.574200,0.305313
2.307000,0.718324,0.574357,0.305252
2.308000,0.718277,0.574513,0.305191
2.309000,0.718230,0.574670,0.305131
2.310000,0.718183,0.574826,0.305070
2.311000,0.718136,0.574982,0.305009
2.312000,0.718089,0.575138,0.304948
2.313000,0.718041,0.575294,0.304888
2.314000,0.717994,0.575450,0.304827
2.315000,0.717947,0.575606,0.304766
2.316000,0.717900,0.575762,0.304706
2.317000,0.717854,0.575918,0.304645
2.318000,0.717807,0.576073,0.304584
2.319000,0.717760,0.576229,0.304524
2.320000,0.717713,0.576385,0.304463
2.321000,0.717666,0.576540,0.304402
2.322000,0.717619,0.576695,0.304342
2.323000,0.717573,0.576851,0.304281
2.324000,0.717526,0.577006,0.304221
2.325000,0.717479,0.577161,0.304160
2.326000,0.717433,0.577316,0.304100
2.327000,0.717386,0.577471,0.304039
2.328000,0.717339,0.577626,0.303979
2.329000,0.717293,0.577781,0.303919
2.330000,0.717246,0.577936,0.303858
2.331000,0.717200,0.578091,0.303798
2.332000,0.717153,0.578246,0.303738
2.333000,0.717107,0.578400,0.303677
2.334000,0.717060,0.578555,0.303617
2.335000,0.717014,0.578709,0.303557
2.336000,0.716968,0.578864,0.303496
2.337000,0.716921,0.579018,0.303436
2.338000,0.716875,0.579172,0.303376
2.339000,0.716829,0.579327,0.303316
2.340000,0.716783,0.579481,0.303255
2.341000,0.716737,0.579635,0.303195
2.342000,0.716690,0.579789,0.303135
2.343000,0.716644,0.579943,0.303075
2.344000,0.716598,0.580097,0.303015
2.345000,0.716552,0.580250,0.302955
2.346000,0.716506,0.580404,0.302895
2.347000,0.716460,0.580558,0.302835
2.348000,0.716414,0.580711,0.302775
2.349000,0.716368,0.580865,0.302714
2.350000,0.716322,0.581018,0.302654
2.351000,0.716276,0.581172,0.302594
2.352000,0.716231,0.581325,0.302535
2.353000,0.716185,0.581478,0.302475
2.354000,0.716139,0.581631,0.302415
2.355000,0.716093,0.581784,0.302355
2.356000,0.716048,0.581937,0.302295
2.357000,0.716002,0.582090,0.302235
2.358000,0.715956,0.582243,0.302175
2.359000,0.715911,0.582396,0.302115
2.360000,0.715865,0.582549,0.302055
2.361000,0.715819,0.582701,0.301996
2.362000,0.715774,0.582854,0.301936
2.363000,0.715728,0.583007,0.301876
2.364000,0.715683,0.583159,0.301816
2.365000,0.715637,0.583311,0.301757
2.366000,0.715592,0.583464,0.301697
2.367000,0.715547,0.583616,0.301637
2.368000,0.715501,0.583768,0.301578
2.369000,0.715456,0.583920,0.301518
2.370000,0.715411,0.584072,0.301458
2.371000,0.715365,0.584224,0.301399
2.372000,0.715320,0.584376,0.301339
2.373000,0.715275,0.584528,0.301280
2.374000,0.715230,0.584680,0.301220
2.375000,0.715185,0.584831,0.301161
2.376000,0.715140,0.584983,0.301101
2.377000,0.715094,0.585135,0.301042
2.378000,0.715049,0.585286,0.300982
2.379000,0.715004,0.585438,0.300923
2.380000,0.714959,0.585589,0.300863
2.381000,0.714914,0.585740,0.300804
2.382000,0.714869,0.585891,0.300745
2.383000,0.714825,0.586043,0.300685
2.384000,0.714780,0.586194,0.300626
2.385000,0.714735,0.586345,0.300566
2.386000,0.714690,0.586496,0.300507
2.387000,0.714645,0.586646,0.300448
2.388000,0.714601,0.586797,0.300389
2.389000,0.714556,0.586948,0.300329
2.390000,0.714511,0.587099,0.300270
2.391000,0.714466,0.587249,0.300211
2.392000,0.714422,0.587400,0.300152
2.393000,0.714377,0.587550,0.300092
2.394000,0.714333,0.587701,0.300033
2.395000,0.714288,0.587851,0.299974
2.396000,0.714244,0.588001,0.299915
2.397000,0.714199,0.588151,0.299856
2.398000,0.714155,0.588301,0.299797
2.399000,0.714110,0.588451,0.299738
2.400000,0.714066,0.588601,0.299679
2.401000,0.714021,0.588751,0.299620
2.402000,0.713977,0.588901,0.299561
2.403000,0.713933,0.589051,0.299502
