t,eg
9.114000,0.131230
9.115000,0.131223
9.116000,0.131216
9.117000,0.131209
9.118000,0.131202
9.119000,0.131195
9.120000,0.131187
9.121000,0.131180
9.122000,0.131173
9.123000,0.131166
9.124000,0.131159
9.125000,0.131152
9.126000,0.131145
9.127000,0.131138
9.128000,0.131131
9.129000,0.131124
9.130000,0.131117
9.131000,0.131110
9.132000,0.131103
9.133000,0.131096
9.134000,0.131089
9.135000,0.131082
9.136000,0.131075
9.137000,0.131068
9.138000,0.131061
9.139000,0.131054
9.140000,0.131047
9.141000,0.131040
9.142000,0.131033
9.143000,0.131026
9.144000,0.131019
9.145000,0.131012
9.146000,0.131005
9.147000,0.130998
9.148000,0.130991
9.149000,0.130984
9.150000,0.130977
9.151000,0.130970
9.152000,0.130963
9.153000,0.130956
9.154000,0.130949
9.155000,0.130942
9.156000,0.130935
9.157000,0.130928
9.158000,0.130921
9.159000,0.130914
9.160000,0.130907
9.161000,0.130900
9.162000,0.130893
9.163000,0.130886
9.164000,0.130879
9.165000,0.130872
9.166000,0.130865
9.167000,0.130858
9.168000,0.130851
9.169000,0.130844
9.170000,0.130837
9.171000,0.130830
9.172000,0.130823
9.173000,0.130816
9.174000,0.130809
9.175000,0.130802
9.176000,0.130795
9.177000,0.130788
9.178000,0.130781
9.179000,0.130774
9.180000,0.130767
9.181000,0.130760
9.182000,0.130753
9.183000,0.130746
9.184000,0.130739
9.185000,0.130732
9.186000,0.130725
9.187000,0.130718
9.188000,0.130711
9.189000,0.130705
9.190000,0.130698
9.191000,0.130691
9.192000,0.130684
9.193000,0.130677
9.194000,0.130670
9.195000,0.130663
9.196000,0.130656
9.197000,0.130649
9.198000,0.130642
9.199000,0.130635
9.200000,0.130628
9.201000,0.130621
9.202000,0.130614
9.203000,0.130607
9.204000,0.130600
9.205000,0.130593
9.206000,0.130586
9.207000,0.130579
9.208000,0.130572
9.209000,0.130566
9.210000,0.130559
9.211000,0.130552
9.212000,0.130545
9.213000,0.130538
9.214000,0.130531
9.215000,0.130524
9.216000,0.130517
9.217000,0.130510
9.218000,0.130503
9.219000,0.130496
9.220000,0.130489
9.221000,0.130482
9.222000,0.130475
9.223000,0.130468
9.224000,0.130462
9.225000,0.130455
9.226000,0.130448
9.227000,0.130441
9.228000,0.130434
9.229000,0.130427
9.230000,0.130420
9.231000,0.130413
9.232000,0.130406
9.233000,0.130399
9.234000,0.130392
9.235000,0.130385
9.236000,0.130379
9.237000,0.130372
9.238000,0.130365
9.239000,0.130358
9.240000,0.130351
9.241000,0.130344
9.242000,0.130337
9.243000,0.130330
9.244000,0.130323
9.245000,0.130316
9.246000,0.130310
9.247000,0.130303
9.248000,0.130296
9.249000,0.130289
9.250000,0.130282
9.251000,0.130275
9.252000,0.130268
9.253000,0.130261
9.254000,0.130254
9.255000,0.130247
9.256000,0.130241
9.257000,0.130234
9.258000,0.130227
9.259000,0.130220
9.260000,0.130213
9.261000,0.130206
9.262000,0.130199
9.263000,0.130192
9.264000,0.130186
9.265000,0.130179
9.266000,0.130172
9.267000,0.130165
9.268000,0.130158
9.269000,0.130151
9.270000,0.130144
9.271000,0.130137
9.272000,0.130131
9.273000,0.130124
9.274000,0.130117
9.275000,0.130110
9.276000,0.130103
9.277000,0.130096
9.278000,0.130089
9.279000,0.130082
9.280000,0.130076
9.281000,0.130069
9.282000,0.130062
9.283000,0.130055
9.284000,0.130048
9.285000,0.130041
9.286000,0.130034
9.287000,0.130028
9.288000,0.130021
9.289000,0.130014
9.290000,0.130007
9.291000,0.130000
9.292000,0.129993
9.293000,0.129986
9.294000,0.129980
9.295000,0.129973
9.296000,0.129966
9.297000,0.129959
9.298000,0.129952
9.299000,0.129945
9.300000,0.129939
9.301000,0.129932
9.302000,0.129925
9.303000,0.129918
9.304000,0.129911
9.305000,0.129904
9.306000,0.129898
9.307000,0.129891
9.308000,0.129884
9.309000,0.129877
9.310000,0.129870
9.311000,0.129863
9.312000,0.129857
9.313000,0.129850
9.314000,0.129843
9.315000,0.129836
9.316000,0.129829
9.317000,0.129822
9.318000,0.129816
9.319000,0.129809
9.320000,0.129802
9.321000,0.129795
9.322000,0.129788
9.323000,0.129781
9.324000,0.129775
9.325000,0.129768
9.326000,0.129761
9.327000,0.129754
9.328000,0.129747
9.329000,0.129741
9.330000,0.129734
9.331000,0.129727
9.332000,0.129720
9.333000,0.129713
9.334000,0.129707
9.335000,0.129700
9.336000,0.129693
9.337000,0.129686
9.338000,0.129679
9.339000,0.129673
9.340000,0.129666
9.341000,0.129659
9.342000,0.129652
9.343000,0.129645
9.344000,0.129639
9.345000,0.129632
9.346000,0.129625
9.347000,0.129618
9.348000,0.129611
9.349000,0.129605
9.350000,0.129598
9.351000,0.129591
9.352000,0.129584
9.353000,0.129577
9.354000,0.129571
9.355000,0.129564
9.356000,0.129557
9.357000,0.129550
9.358000,0.129544
9.359000,0.129537
9.360000,0.129530
9.361000,0.129523
9.362000,0.129516
9.363000,0.129510
9.364000,0.129503
9.365000,0.129496
9.366000,0.129489
9.367000,0.129483
9.368000,0.129476
9.369000,0.129469
9.370000,0.129462
9.371000,0.129456
9.372000,0.129449
9.373000,0.129442
9.374000,0.129435
9.375000,0.129428
9.376000,0.129422
9.377000,0.129415
9.378000,0.129408
9.379000,0.129401
9.380000,0.129395
9.381000,0.129388
9.382000,0.129381
9.383000,0.129374
9.384000,0.129368
9.385000,0.129361
9.386000,0.129354
9.387000,0.129347
9.388000,0.129341
9.389000,0.129334
9.390000,0.129327
9.391000,0.129320
9.392000,0.129314
9.393000,0.129307
9.394000,0.129300
9.395000,0.129293
9.396000,0.129287
9.397000,0.129280
9.398000,0.129273
9.399000,0.129267
9.400000,0.129260
9.401000,0.129253
9.402000,0.129246
9.403000,0.129240
9.404000,0.129233
9.405000,0.129226
9.406000,0.129219
9.407000,0.129213
9.408000,0.129206
9.409000,0.129199
9.410000,0.129192
9.411000,0.129186
9.412000,0.129179
9.413000,0.129172
9.414000,0.129166
9.415000,0.129159
9.416000,0.129152
9.417000,0.129145
9.418000,0.129139
9.419000,0.129132
9.420000,0.129125
9.421000,0.129119
9.422000,0.129112
9.423000,0.129105
9.424000,0.129098
9.425000,0.129092
9.426000,0.129085
9.427000,0.129078
9.428000,0.129072
9.429000,0.129065
9.430000,0.129058
9.431000,0.129052
9.432000,0.129045
9.433000,0.129038
9.434000,0.129031
9.435000,0.129025
9.436000,0.129018
9.437000,0.129011
9.438000,0.129005
9.439000,0.128998
9.440000,0.128991
9.441000,0.128985
9.442000,0.128978
9.443000,0.128971
9.444000,0.128964
9.445000,0.128958
9.446000,0.128951
9.447000,0.128944
9.448000,0.128938
9.449000,0.128931
9.450000,0.128924
9.451000,0.128918
9.452000,0.128911
9.453000,0.128904
9.454000,0.128898
9.455000,0.128891
9.456000,0.128884
9.457000,0.128878
9.458000,0.128871
9.459000,0.128864
9.460000,0.128858
9.461000,0.128851
9.462000,0.128844
9.463000,0.128838
9.464000,0.128831
9.465000,0.128824
9.466000,0.128818
9.467000,0.128811
9.468000,0.128804
9.469000,0.128798
9.470000,0.128791
9.471000,0.128784
9.472000,0.128778
9.473000,0.128771
9.474000,0.128764
9.475000,0.128758
9.476000,0.128751
9.477000,0.128744
9.478000,0.128738
9.479000,0.128731
9.480000,0.128724
9.481000,0.128718
9.482000,0.128711
9.483000,0.128704
9.484000,0.128698
9.485000,0.128691
9.486000,0.128684
9.487000,0.128678
9.488000,0.128671
9.489000,0.128664
9.490000,0.128658
9.491000,0.128651
9.492000,0.128645
9.493000,0.128638
9.494000,0.128631
9.495000,0.128625
9.496000,0.128618
9.497000,0.128611
9.498000,0.128605
9.499000,0.128598
9.500000,0.128591
9.501000,0.128585
9.502000,0.128578
9.503000,0.128572
9.504000,0.128565
9.505000,0.128558
9.506000,0.128552
9.507000,0.128545
9.508000,0.128538
9.509000,0.128532
9.510000,0.128525
9.511000,0.128519
9.512000,0.128512
9.513000,0.128505
9.514000,0.128499
9.515000,0.128492
9.516000,0.128485
9.517000,0.128479
9.518000,0.128472
9.519000,0.128466
9.520000,0.128459
9.521000,0.128452
9.522000,0.128446
9.523000,0.128439
9.524000,0.128433
9.525000,0.128426
9.526000,0.128419
9.527000,0.128413
9.528000,0.128406
9.529000,0.128400
9.530000,0.128393
9.531000,0.128386
9.532000,0.128380
9.533000,0.128373
9.534000,0.128367
9.535000,0.128360
9.536000,0.128353
9.537000,0.128347
9.538000,0.128340
9.539000,0.128334
9.540000,0.128327
9.541000,0.128320
9.542000,0.128314
9.543000,0.128307
9.544000,0.128301
9.545000,0.128294
9.546000,0.128287
9.547000,0.128281
9.548000,0.128274
9.549000,0.128268
9.550000,0.128261
9.551000,0.128255
9.552000,0.128248
9.553000,0.128241
9.554000,0.128235
9.555000,0.128228
9.556000,0.128222
9.557000,0.128215
9.558000,0.128209
9.559000,0.128202
9.560000,0.128195
9.561000,0.128189
9.562000,0.128182
9.563000,0.128176
9.564000,0.128169
9.565000,0.128163
9.566000,0.128156
9.567000,0.128149
9.568000,0.128143
9.569000,0.128136
9.570000,0.128130
9.571000,0.128123
9.572000,0.128117
9.573000,0.128110
9.574000,0.128103
9.575000,0.128097
9.576000,0.128090
9.577000,0.128084
9.578000,0.128077
9.579000,0.128071
9.580000,0.128064
9.581000,0.128058
9.582000,0.128051
9.583000,0.128044
9.584000,0.128038
9.585000,0.128031
9.586000,0.128025
9.587000,0.128018
9.588000,0.128012
9.589000,0.128005
9.590000,0.127999
9.591000,0.127992
9.592000,0.127986
9.593000,0.127979
9.594000,0.127973
9.595000,0.127966
9.596000,0.127959
9.597000,0.127953
9.598000,0.127946
9.599000,0.127940
9.600000,0.127933
9.601000,0.127927
9.602000,0.127920
9.603000,0.127914
9.604000,0.127907
9.605000,0.127901
9.606000,0.127894
9.607000,0.127888
9.608000,0.127881
9.609000,0.127875
9.610000,0.127868
9.611000,0.127862
9.612000,0.127855
9.613000,0.127848
9.614000,0.127842
9.615000,0.127835
9.616000,0.127829
9.617000,0.127822
9.618000,0.127816
9.619000,0.127809
9.620000,0.127803
9.621000,0.127796
9.622000,0.127790
9.623000,0.127783
9.624000,0.127777
9.625000,0.127770
9.626000,0.127764
9.627000,0.127757
9.628000,0.127751
9.629000,0.127744
9.630000,0.127738
9.631000,0.127731
9.632000,0.127725
9.633000,0.127718
9.634000,0.127712
9.635000,0.127705
9.636000,0.127699
9.637000,0.127692
9.638000,0.127686
9.639000,0.127679
9.640000,0.127673
9.641000,0.127666
9.642000,0.127660
9.643000,0.127653
9.644000,0.127647
9.645000,0.127640
9.646000,0.127634
9.647000,0.127627
9.648000,0.127621
9.649000,0.127614
9.650000,0.127608
9.651000,0.127601
9.652000,0.127595
9.653000,0.127589
9.654000,0.127582
9.655000,0.127576
9.656000,0.127569
9.657000,0.127563
9.658000,0.127556
9.659000,0.127550
9.660000,0.127543
9.661000,0.127537
9.662000,0.127530
9.663000,0.127524
9.664000,0.127517
9.665000,0.127511
9.666000,0.127504
9.667000,0.127498
9.668000,0.127491
9.669000,0.127485
9.670000,0.127479
9.671000,0.127472
9.672000,0.127466
9.673000,0.127459
9.674000,0.127453
9.675000,0.127446
9.676000,0.127440
9.677000,0.127433
9.678000,0.127427
9.679000,0.127420
9.680000,0.127414
9.681000,0.127407
9.682000,0.127401
9.683000,0.127395
9.684000,0.127388
9.685000,0.127382
9.686000,0.127375
9.687000,0.127369
9.688000,0.127362
9.689000,0.127356
9.690000,0.127349
9.691000,0.127343
9.692000,0.127337
9.693000,0.127330
9.694000,0.127324
9.695000,0.127317
9.696000,0.127311
9.697000,0.127304
9.698000,0.127298
9.699000,0.127292
9.700000,0.127285
9.701000,0.127279
9.702000,0.127272
9.703000,0.127266
9.704000,0.127259
9.705000,0.127253
9.706000,0.127246
9.707000,0.127240
9.708000,0.127234
9.709000,0.127227
9.710000,0.127221
9.711000,0.127214
9.712000,0.127208
9.713000,0.127202
9.714000,0.127195
9.715000,0.127189
9.716000,0.127182
9.717000,0.127176
9.718000,0.127169
9.719000,0.127163
9.720000,0.127157
9.721000,0.127150
9.722000,0.127144
9.723000,0.127137
9.724000,0.127131
9.725000,0.127125
9.726000,0.127118
9.727000,0.127112
9.728000,0.127105
9.729000,0.127099
9.730000,0.127092
9.731000,0.127086
9.732000,0.127080
9.733000,0.127073
9.734000,0.127067
9.735000,0.127060
9.736000,0.127054
9.737000,0.127048
9.738000,0.127041
9.739000,0.127035
9.740000,0.127029
9.741000,0.127022
9.742000,0.127016
9.743000,0.127009
9.744000,0.127003
9.745000,0.126997
9.746000,0.126990
9.747000,0.126984
9.748000,0.126977
9.749000,0.126971
9.750000,0.126965
9.751000,0.126958
9.752000,0.126952
9.753000,0.126945
9.754000,0.126939
9.755000,0.126933
9.756000,0.126926
9.757000,0.126920
9.758000,0.126914
9.759000,0.126907
9.760000,0.126901
9.761000,0.126894
9.762000,0.126888
9.763000,0.126882
9.764000,0.126875
9.765000,0.126869
9.766000,0.126863
9.767000,0.126856
9.768000,0.126850
9.769000,0.126843
9.770000,0.126837
9.771000,0.126831
9.772000,0.126824
9.773000,0.126818
9.774000,0.126812
9.775000,0.126805
9.776000,0.126799
9.777000,0.126793
9.778000,0.126786
9.779000,0.126780
9.780000,0.126773
9.781000,0.126767
9.782000,0.126761
9.783000,0.126754
9.784000,0.126748
9.785000,0.126742
9.786000,0.126735
9.787000,0.126729
9.788000,0.126723
9.789000,0.126716
9.790000,0.126710
9.791000,0.126704
9.792000,0.126697
9.793000,0.126691
9.794000,0.126685
9.795000,0.126678
9.796000,0.126672
9.797000,0.126666
9.798000,0.126659
9.799000,0.126653
9.800000,0.126647
9.801000,0.126640
9.802000,0.126634
9.803000,0.126628
9.804000,0.126621
9.805000,0.126615
9.806000,0.126609
9.807000,0.126602
9.808000,0.126596
9.809000,0.126590
9.810000,0.126583
9.811000,0.126577
9.812000,0.126571
9.813000,0.126564
9.814000,0.126558
9.815000,0.126552
9.816000,0.126545
9.817000,0.126539
9.818000,0.126533
9.819000,0.126526
9.820000,0.126520
9.821000,0.126514
9.822000,0.126507
9.823000,0.126501
9.824000,0.126495
9.825000,0.126488
9.826000,0.126482
9.827000,0.126476
9.828000,0.126469
9.829000,0.126463
9.830000,0.126457
9.831000,0.126450
9.832000,0.126444
9.833000,0.126438
9.834000,0.126432
9.835000,0.126425
9.836000,0.126419
9.837000,0.126413
9.838000,0.126406
9.839000,0.126400
9.840000,0.126394
9.841000,0.126387
9.842000,0.126381
9.843000,0.126375
9.844000,0.126369
9.845000,0.126362
9.846000,0.126356
9.847000,0.126350
9.848000,0.126343
9.849000,0.126337
9.850000,0.126331
9.851000,0.126324
9.852000,0.126318
9.853000,0.126312
9.854000,0.126306
9.855000,0.126299
9.856000,0.126293
9.857000,0.126287
9.858000,0.126280
9.859000,0.126274
9.860000,0.126268
9.861000,0.126262
9.862000,0.126255
9.863000,0.126249
9.864000,0.126243
9.865000,0.126237
9.866000,0.126230
9.867000,0.126224
9.868000,0.126218
9.869000,0.126211
9.870000,0.126205
9.871000,0.126199
9.872000,0.126193
9.873000,0.126186
9.874000,0.126180
9.875000,0.126174
9.876000,0.126168
9.877000,0.126161
9.878000,0.126155
9.879000,0.126149
9.880000,0.126142
9.881000,0.126136
9.882000,0.126130
9.883000,0.126124
9.884000,0.126117
9.885000,0.126111
9.886000,0.126105
9.887000,0.126099
9.888000,0.126092
9.889000,0.126086
9.890000,0.126080
9.891000,0.126074
9.892000,0.126067
9.893000,0.126061
9.894000,0.126055
9.895000,0.126049
9.896000,0.126042
9.897000,0.126036
9.898000,0.126030
9.899000,0.126024
9.900000,0.126017
9.901000,0.126011
9.902000,0.126005
9.903000,0.125999
9.904000,0.125992
9.905000,0.125986
9.906000,0.125980
9.907000,0.125974
9.908000,0.125967
9.909000,0.125961
9.910000,0.125955
9.911000,0.125949
9.912000,0.125943
9.913000,0.125936
9.914000,0.125930
9.915000,0.125924
9.916000,0.125918
9.917000,0.125911
9.918000,0.125905
9.919000,0.125899
9.920000,0.125893
9.921000,0.125886
9.922000,0.125880
9.923000,0.125874
9.924000,0.125868
9.925000,0.125862
9.926000,0.125855
9.927000,0.125849
9.928000,0.125843
9.929000,0.125837
9.930000,0.125830
9.931000,0.125824
9.932000,0.125818
9.933000,0.125812
9.934000,0.125806
9.935000,0.125799
9.936000,0.125793
9.937000,0.125787
9.938000,0.125781
9.939000,0.125775
9.940000,0.125768
9.941000,0.125762
9.942000,0.125756
9.943000,0.125750
9.944000,0.125744
9.945000,0.125737
9.946000,0.125731
9.947000,0.125725
9.948000,0.125719
9.949000,0.125712
9.950000,0.125706
9.951000,0.125700
9.952000,0.125694
9.953000,0.125688
9.954000,0.125682
9.955000,0.125675
9.956000,0.125669
9.957000,0.125663
9.958000,0.125657
9.959000,0.125651
9.960000,0.125644
9.961000,0.125638
9.962000,0.125632
9.963000,0.125626
9.964000,0.125620
9.965000,0.125613
9.966000,0.125607
9.967000,0.125601
9.968000,0.125595
9.969000,0.125589
9.970000,0.125582
9.971000,0.125576
9.972000,0.125570
9.973000,0.125564
9.974000,0.125558
9.975000,0.125552
9.976000,0.125545
9.977000,0.125539
9.978000,0.125533
9.979000,0.125527
9.980000,0.125521
9.981000,0.125515
9.982000,0.125508
9.983000,0.125502
9.984000,0.125496
9.985000,0.125490
9.986000,0.125484
9.987000,0.125478
9.988000,0.125471
9.989000,0.125465
9.990000,0.125459
9.991000,0.125453
9.992000,0.125447
9.993000,0.125441
9.994000,0.125434
9.995000,0.125428
9.996000,0.125422
9.997000,0.125416
9.998000,0.125410
9.999000,0.125404
10.000000,0.125397
10.001000,0.125391
10.002000,0.125385
10.003000,0.125379
10.004000,0.125373
10.005000,0.125367
10.006000,0.125361
10.007000,0.125354
10.008000,0.125348
10.009000,0.125342
10.010000,0.125336
10.011000,0.125330
10.012000,0.125324
10.013000,0.125318
10.014000,0.125311
10.015000,0.125305
10.016000,0.125299
10.017000,0.125293
10.018000,0.125287
10.019000,0.125281
10.020000,0.125275
10.021000,0.125268
10.022000,0.125262
10.023000,0.125256
10.024000,0.125250
10.025000,0.125244
10.026000,0.125238
10.027000,0.125232
10.028000,0.125226
10.029000,0.125219
10.030000,0.125213
10.031000,0.125207
10.032000,0.125201
10.033000,0.125195
10.034000,0.125189
10.035000,0.125183
10.036000,0.125177
10.037000,0.125170
10.038000,0.125164
10.039000,0.125158
10.040000,0.125152
10.041000,0.125146
10.042000,0.125140
10.043000,0.125134
10.044000,0.125128
10.045000,0.125121
10.046000,0.125115
10.047000,0.125109
10.048000,0.125103
10.049000,0.125097
10.050000,0.125091
10.051000,0.125085
10.052000,0.125079
10.053000,0.125073
10.054000,0.125066
10.055000,0.125060
10.056000,0.125054
10.057000,0.125048
10.058000,0.125042
10.059000,0.125036
10.060000,0.125030
10.061000,0.125024
10.062000,0.125018
10.063000,0.125012
10.064000,0.125005
10.065000,0.124999
10.066000,0.124993
10.067000,0.124987
10.068000,0.124981
10.069000,0.124975
10.070000,0.124969
10.071000,0.124963
10.072000,0.124957
10.073000,0.124951
10.074000,0.124945
10.075000,0.124938
10.076000,0.124932
10.077000,0.124926
10.078000,0.124920
10.079000,0.124914
10.080000,0.124908
10.081000,0.124902
10.082000,0.124896
10.083000,0.124890
10.084000,0.124884
10.085000,0.124878
10.086000,0.124872
10.087000,0.124865
10.088000,0.124859
10.089000,0.124853
10.090000,0.124847
10.091000,0.124841
10.092000,0.124835
10.093000,0.124829
10.094000,0.124823
10.095000,0.124817
10.096000,0.124811
10.097000,0.124805
10.098000,0.124799
10.099000,0.124793
10.100000,0.124787
10.101000,0.124780
10.102000,0.124774
10.103000,0.124768
10.104000,0.124762
10.105000,0.124756
10.106000,0.124750
10.107000,0.124744
10.108000,0.124738
10.109000,0.124732
10.110000,0.124726
10.111000,0.124720
10.112000,0.124714
10.113000,0.124708
10.114000,0.124702
10.115000,0.124696
10.116000,0.124690
10.117000,0.124684
10.118000,0.124678
10.119000,0.124671
10.120000,0.124665
10.121000,0.124659
10.122000,0.124653
10.123000,0.124647
10.124000,0.124641
10.125000,0.124635
10.126000,0.124629
10.127000,0.124623
10.128000,0.124617
10.129000,0.124611
10.130000,0.124605
10.131000,0.124599
10.132000,0.124593
10.133000,0.124587
10.134000,0.124581
10.135000,0.124575
10.136000,0.124569
10.137000,0.124563
10.138000,0.124557
10.139000,0.124551
10.140000,0.124545
10.141000,0.124539
10.142000,0.124533
10.143000,0.124527
10.144000,0.124521
10.145000,0.124515
10.146000,0.124508
10.147000,0.124502
10.148000,0.124496
10.149000,0.124490
10.150000,0.124484
10.151000,0.124478
10.152000,0.124472
10.153000,0.124466
10.154000,0.124460
10.155000,0.124454
10.156000,0.124448
10.157000,0.124442
10.158000,0.124436
10.159000,0.124430
10.160000,0.124424
10.161000,0.124418
10.162000,0.124412
10.163000,0.124406
10.164000,0.124400
10.165000,0.124394
10.166000,0.124388
10.167000,0.124382
10.168000,0.124376
10.169000,0.124370
10.170000,0.124364
10.171000,0.124358
10.172000,0.124352
10.173000,0.124346
10.174000,0.124340
10.175000,0.124334
10.176000,0.124328
10.177000,0.124322
10.178000,0.124316
10.179000,0.124310
10.180000,0.124304
10.181000,0.124298
10.182000,0.124292
10.183000,0.124286
10.184000,0.124280
10.185000,0.124274
10.186000,0.124268
10.187000,0.124262
10.188000,0.124256
10.189000,0.124250
10.190000,0.124244
10.191000,0.124238
10.192000,0.124232
10.193000,0.124226
10.194000,0.124220
10.195000,0.124214
10.196000,0.124208
10.197000,0.124202
10.198000,0.124196
10.199000,0.124190
10.200000,0.124184
10.201000,0.124178
10.202000,0.124172
10.203000,0.124166
10.204000,0.124160
10.205000,0.124155
10.206000,0.124149
10.207000,0.124143
10.208000,0.124137
10.209000,0.124131
10.210000,0.124125
10.211000,0.124119
10.212000,0.124113
10.213000,0.124107
10.214000,0.124101
10.215000,0.124095
10.216000,0.124089
10.217000,0.124083
10.218000,0.124077
10.219000,0.124071
10.220000,0.124065
10.221000,0.124059
10.222000,0.124053
10.223000,0.124047
10.224000,0.124041
10.225000,0.124035
10.226000,0.124029
10.227000,0.124023
10.228000,0.124017
10.229000,0.124011
10.230000,0.124005
10.231000,0.123999
10.232000,0.123994
10.233000,0.123988
10.234000,0.123982
10.235000,0.123976
10.236000,0.123970
10.237000,0.123964
10.238000,0.123958
10.239000,0.123952
10.240000,0.123946
10.241000,0.123940
10.242000,0.123934
10.243000,0.123928
10.244000,0.123922
10.245000,0.123916
10.246000,0.123910
10.247000,0.123904
10.248000,0.123898
10.249000,0.123892
10.250000,0.123887
10.251000,0.123881
10.252000,0.123875
10.253000,0.123869
10.254000,0.123863
10.255000,0.123857
10.256000,0.123851
10.257000,0.123845
10.258000,0.123839
10.259000,0.123833
10.260000,0.123827
10.261000,0.123821
10.262000,0.123815
10.263000,0.123809
10.264000,0.123804
10.265000,0.123798
10.266000,0.123792
10.267000,0.123786
10.268000,0.123780
10.269000,0.123774
10.270000,0.123768
10.271000,0.123762
10.272000,0.123756
10.273000,0.123750
10.274000,0.123744
10.275000,0.123738
10.276000,0.123733
10.277000,0.123727
10.278000,0.123721
10.279000,0.123715
10.280000,0.123709
10.281000,0.123703
10.282000,0.123697
10.283000,0.123691
10.284000,0.123685
10.285000,0.123679
10.286000,0.123673
10.287000,0.123668
10.288000,0.123662
10.289000,0.123656
10.290000,0.123650
10.291000,0.123644
10.292000,0.123638
10.293000,0.123632
10.294000,0.123626
10.295000,0.123620
10.296000,0.123614
10.297000,0.123609
10.298000,0.123603
10.299000,0.123597
10.300000,0.123591
10.301000,0.123585
10.302000,0.123579
10.303000,0.123573
10.304000,0.123567
10.305000,0.123561
10.306000,0.123555
10.307000,0.123550
10.308000,0.123544
10.309000,0.123538
10.310000,0.123532
10.311000,0.123526
10.312000,0.123520
10.313000,0.123514
10.314000,0.123508
10.315000,0.123503
10.316000,0.123497
10.317000,0.123491
10.318000,0.123485
10.319000,0.123479
10.320000,0.123473
10.321000,0.123467
10.322000,0.123461
10.323000,0.123455
10.324000,0.123450
10.325000,0.123444
10.326000,0.123438
10.327000,0.123432
10.328000,0.123426
10.329000,0.123420
10.330000,0.123414
10.331000,0.123409
10.332000,0.123403
10.333000,0.123397
10.334000,0.123391
10.335000,0.123385
10.336000,0.123379
10.337000,0.123373
10.338000,0.123367
10.339000,0.123362
10.340000,0.123356
10.341000,0.123350
10.342000,0.123344
10.343000,0.123338
10.344000,0.123332
10.345000,0.123326
10.346000,0.123321
10.347000,0.123315
10.348000,0.123309
10.349000,0.123303
10.350000,0.123297
10.351000,0.123291
10.352000,0.123285
10.353000,0.123280
10.354000,0.123274
10.355000,0.123268
10.356000,0.123262
10.357000,0.123256
10.358000,0.123250
10.359000,0.123245
10.360000,0.123239
10.361000,0.123233
10.362000,0.123227
10.363000,0.123221
10.364000,0.123215
10.365000,0.123209
10.366000,0.123204
10.367000,0.123198
10.368000,0.123192
10.369000,0.123186
10.370000,0.123180
10.371000,0.123174
10.372000,0.123169
10.373000,0.123163
10.374000,0.123157
10.375000,0.123151
10.376000,0.123145
10.377000,0.123139
10.378000,0.123134
10.379000,0.123128
10.380000,0.123122
10.381000,0.123116
10.382000,0.123110
10.383000,0.123105
10.384000,0.123099
10.385000,0.123093
10.386000,0.123087
10.387000,0.123081
10.388000,0.123075
10.389000,0.123070
10.390000,0.123064
10.391000,0.123058
10.392000,0.123052
10.393000,0.123046
10.394000,0.123040
10.395000,0.123035
10.396000,0.123029
10.397000,0.123023
10.398000,0.123017
10.399000,0.123011
10.400000,0.123006
10.401000,0.123000
10.402000,0.122994
10.403000,0.122988
10.404000,0.122982
10.405000,0.122977
10.406000,0.122971
10.407000,0.122965
10.408000,0.122959
10.409000,0.122953
10.410000,0.122948
10.411000,0.122942
10.412000,0.122936
10.413000,0.122930
10.414000,0.122924
10.415000,0.122919
10.416000,0.122913
10.417000,0.122907
10.418000,0.122901
10.419000,0.122895
10.420000,0.122890
10.421000,0.122884
10.422000,0.122878
10.423000,0.122872
10.424000,0.122866
10.425000,0.122861
10.426000,0.122855
10.427000,0.122849
10.428000,0.122843
10.429000,0.122837
10.430000,0.122832
10.431000,0.122826
10.432000,0.122820
10.433000,0.122814
10.434000,0.122809
10.435000,0.122803
10.436000,0.122797
10.437000,0.122791
10.438000,0.122785
10.439000,0.122780
10.440000,0.122774
10.441000,0.122768
10.442000,0.122762
10.443000,0.122756
10.444000,0.122751
10.445000,0.122745
10.446000,0.122739
10.447000,0.122733
10.448000,0.122728
10.449000,0.122722
10.450000,0.122716
10.451000,0.122710
10.452000,0.122705
10.453000,0.122699
10.454000,0.122693
10.455000,0.122687
10.456000,0.122681
10.457000,0.122676
10.458000,0.122670
10.459000,0.122664
10.460000,0.122658
10.461000,0.122653
10.462000,0.122647
10.463000,0.122641
10.464000,0.122635
10.465000,0.122630
10.466000,0.122624
10.467000,0.122618
10.468000,0.122612
10.469000,0.122607
10.470000,0.122601
10.471000,0.122595
10.472000,0.122589
10.473000,0.122584
10.474000,0.122578
10.475000,0.122572
10.476000,0.122566
10.477000,0.122561
10.478000,0.122555
10.479000,0.122549
10.480000,0.122543
10.481000,0.122538
10.482000,0.122532
10.483000,0.122526
10.484000,0.122520
10.485000,0.122515
10.486000,0.122509
10.487000,0.122503
10.488000,0.122497
10.489000,0.122492
10.490000,0.122486
10.491000,0.122480
10.492000,0.122474
10.493000,0.122469
10.494000,0.122463
10.495000,0.122457
10.496000,0.122451
10.497000,0.122446
10.498000,0.122440
10.499000,0.122434
10.500000,0.122429
10.501000,0.122423
10.502000,0.122417
10.503000,0.122411
10.504000,0.122406
10.505000,0.122400
10.506000,0.122394
10.507000,0.122388
10.508000,0.122383
10.509000,0.122377
10.510000,0.122371
10.511000,0.122366
10.512000,0.122360
