t,l,R,eg
1.293000,0.897730,0.439365,0.355203
1.294000,0.897704,0.439627,0.355111
1.295000,0.897679,0.439889,0.355018
1.296000,0.897653,0.440150,0.354925
1.297000,0.897628,0.440411,0.354833
1.298000,0.897602,0.440672,0.354740
1.299000,0.897577,0.440933,0.354648
1.300000,0.897551,0.441194,0.354555
1.301000,0.897526,0.441455,0.354463
1.302000,0.897501,0.441716,0.354370
1.303000,0.897475,0.441976,0.354278
1.304000,0.897450,0.442236,0.354185
1.305000,0.897425,0.442497,0.354093
1.306000,0.897400,0.442757,0.354001
1.307000,0.897375,0.443017,0.353908
1.308000,0.897350,0.443276,0.353816
1.309000,0.897325,0.443536,0.353724
1.310000,0.897301,0.443796,0.353632
1.311000,0.897276,0.444055,0.353539
1.312000,0.897251,0.444314,0.353447
1.313000,0.897226,0.444574,0.353355
1.314000,0.897202,0.444833,0.353263
1.315000,0.897177,0.445092,0.353171
1.316000,0.897153,0.445350,0.353079
1.317000,0.897128,0.445609,0.352987
1.318000,0.897104,0.445868,0.352895
1.319000,0.897080,0.446126,0.352803
1.320000,0.897056,0.446384,0.352711
1.321000,0.897031,0.446642,0.352620
1.322000,0.897007,0.446900,0.352528
1.323000,0.896983,0.447158,0.352436
1.324000,0.896959,0.447416,0.352344
1.325000,0.896935,0.447674,0.352253
1.326000,0.896911,0.447931,0.352161
1.327000,0.896888,0.448188,0.352069
1.328000,0.896864,0.448446,0.351978
1.329000,0.896840,0.448703,0.351886
1.330000,0.896816,0.448960,0.351795
1.331000,0.896793,0.449217,0.351703
1.332000,0.896769,0.449473,0.351612
1.333000,0.896746,0.449730,0.351520
1.334000,0.896722,0.449986,0.351429
1.335000,0.896699,0.450243,0.351337
1.336000,0.896676,0.450499,0.351246
1.337000,0.896652,0.450755,0.351155
1.338000,0.896629,0.451011,0.351064
1.339000,0.896606,0.451267,0.350972
1.340000,0.896583,0.451522,0.350881
1.341000,0.896560,0.451778,0.350790
1.342000,0.896537,0.452033,0.350699
1.343000,0.896514,0.452289,0.350608
1.344000,0.896491,0.452544,0.350517
1.345000,0.896468,0.452799,0.350426
1.346000,0.896445,0.453054,0.350335
1.347000,0.896423,0.453309,0.350244
1.348000,0.896400,0.453563,0.350153
1.349000,0.896377,0.453818,0.350062
1.350000,0.896355,0.454072,0.349971
1.351000,0.896332,0.454327,0.349880
1.352000,0.896310,0.454581,0.349789
1.353000,0.896288,0.454835,0.349698
1.354000,0.896265,0.455089,0.349608
1.355000,0.896243,0.455342,0.349517
1.356000,0.896221,0.455596,0.349426
1.357000,0.896199,0.455850,0.349336
1.358000,0.896176,0.456103,0.349245
1.359000,0.896154,0.456356,0.349154
1.360000,0.896132,0.456609,0.349064
1.361000,0.896110,0.456862,0.348973
1.362000,0.896089,0.457115,0.348883
1.363000,0.896067,0.457368,0.348792
1.364000,0.896045,0.457620,0.348702
1.365000,0.896023,0.457873,0.348611
1.366000,0.896002,0.458125,0.348521
1.367000,0.895980,0.458377,0.348431
1.368000,0.895958,0.458630,0.348340
1.369000,0.895937,0.458882,0.348250
1.370000,0.895916,0.459133,0.348160
1.371000,0.895894,0.459385,0.348070
1.372000,0.895873,0.459637,0.347980
1.373000,0.895852,0.459888,0.347890
1.374000,0.895830,0.460139,0.347799
1.375000,0.895809,0.460391,0.347709
1.376000,0.895788,0.460642,0.347619
1.377000,0.895767,0.460893,0.347529
1.378000,0.895746,0.461143,0.347439
1.379000,0.895725,0.461394,0.347349
1.380000,0.895704,0.461645,0.347260
1.381000,0.895683,0.461895,0.347170
1.382000,0.895663,0.462145,0.347080
1.383000,0.895642,0.462396,0.346990
1.384000,0.895621,0.462646,0.346900
1.385000,0.895600,0.462896,0.346810
1.386000,0.895580,0.463145,0.346721
1.387000,0.895559,0.463395,0.346631
1.388000,0.895539,0.463645,0.346541
1.389000,0.895519,0.463894,0.346452
1.390000,0.895498,0.464143,0.346362
1.391000,0.895478,0.464392,0.346273
1.392000,0.895458,0.464641,0.346183
1.393000,0.895437,0.464890,0.346094
1.394000,0.895417,0.465139,0.346004
1.395000,0.895397,0.465388,0.345915
1.396000,0.895377,0.465636,0.345826
1.397000,0.895357,0.465885,0.345736
1.398000,0.895337,0.466133,0.345647
1.399000,0.895317,0.466381,0.345558
1.400000,0.895298,0.466629,0.345468
1.401000,0.895278,0.466877,0.345379
1.402000,0.895258,0.467125,0.345290
1.403000,0.895238,0.467372,0.345201
1.404000,0.895219,0.467620,0.345112
1.405000,0.895199,0.467867,0.345023
1.406000,0.895180,0.468114,0.344933
1.407000,0.895160,0.468362,0.344844
1.408000,0.895141,0.468609,0.344755
1.409000,0.895122,0.468855,0.344667
1.410000,0.895102,0.469102,0.344578
1.411000,0.895083,0.469349,0.344489
1.412000,0.895064,0.469595,0.344400
1.413000,0.895045,0.469842,0.344311
1.414000,0.895026,0.470088,0.344222
1.415000,0.895007,0.470334,0.344133
1.416000,0.894988,0.470580,0.344045
1.417000,0.894969,0.470826,0.343956
1.418000,0.894950,0.471071,0.343867
1.419000,0.894931,0.471317,0.343779
1.420000,0.894912,0.471563,0.343690
1.421000,0.894894,0.471808,0.343602
1.422000,0.894875,0.472053,0.343513
1.423000,0.894856,0.472298,0.343425
1.424000,0.894838,0.472543,0.343336
1.425000,0.894819,0.472788,0.343248
1.426000,0.894801,0.473033,0.343159
1.427000,0.894783,0.473277,0.343071
1.428000,0.894764,0.473522,0.342983
1.429000,0.894746,0.473766,0.342894
1.430000,0.894728,0.474010,0.342806
1.431000,0.894709,0.474254,0.342718
1.432000,0.894691,0.474498,0.342630
1.433000,0.894673,0.474742,0.342541
1.434000,0.894655,0.474986,0.342453
1.435000,0.894637,0.475229,0.342365
1.436000,0.894619,0.475473,0.342277
1.437000,0.894601,0.475716,0.342189
1.438000,0.894584,0.475959,0.342101
1.439000,0.894566,0.476202,0.342013
1.440000,0.894548,0.476445,0.341925
1.441000,0.894530,0.476688,0.341837
1.442000,0.894513,0.476931,0.341749
1.443000,0.894495,0.477173,0.341661
1.444000,0.894478,0.477416,0.341574
1.445000,0.894460,0.477658,0.341486
1.446000,0.894443,0.477900,0.341398
1.447000,0.894426,0.478142,0.341310
1.448000,0.894408,0.478384,0.341223
1.449000,0.894391,0.478626,0.341135
1.450000,0.894374,0.478868,0.341047
1.451000,0.894357,0.479109,0.340960
1.452000,0.894340,0.479351,0.340872
1.453000,0.894322,0.479592,0.340785
1.454000,0.894305,0.479833,0.340697
1.455000,0.894288,0.480074,0.340610
1.456000,0.894272,0.480315,0.340522
1.457000,0.894255,0.480556,0.340435
1.458000,0.894238,0.480797,0.340347
1.459000,0.894221,0.481037,0.340260
1.460000,0.894204,0.481278,0.340173
1.461000,0.894188,0.481518,0.340086
1.462000,0.894171,0.481758,0.339998
1.463000,0.894155,0.481998,0.339911
1.464000,0.894138,0.482238,0.339824
1.465000,0.894122,0.482478,0.339737
1.466000,0.894105,0.482718,0.339650
1.467000,0.894089,0.482957,0.339563
1.468000,0.894073,0.483197,0.339476
1.469000,0.894056,0.483436,0.339389
1.470000,0.894040,0.483675,0.339302
1.471000,0.894024,0.483914,0.339215
1.472000,0.894008,0.484153,0.339128
1.473000,0.893992,0.484392,0.339041
1.474000,0.893976,0.484631,0.338954
1.475000,0.893960,0.484869,0.338867
1.476000,0.893944,0.485108,0.338780
1.477000,0.893928,0.485346,0.338694
1.478000,0.893913,0.485584,0.338607
1.479000,0.893897,0.485822,0.338520
1.480000,0.893881,0.486060,0.338434
1.481000,0.893865,0.486298,0.338347
1.482000,0.893850,0.486535,0.338260
1.483000,0.893834,0.486773,0.338174
1.484000,0.893819,0.487010,0.338087
1.485000,0.893803,0.487248,0.338001
1.486000,0.893788,0.487485,0.337914
1.487000,0.893773,0.487722,0.337828
1.488000,0.893757,0.487959,0.337742
1.489000,0.893742,0.488196,0.337655
1.490000,0.893727,0.488432,0.337569
1.491000,0.893712,0.488669,0.337483
1.492000,0.893697,0.488905,0.337396
1.493000,0.893682,0.489142,0.337310
1.494000,0.893667,0.489378,0.337224
1.495000,0.893652,0.489614,0.337138
1.496000,0.893637,0.489850,0.337052
1.497000,0.893622,0.490086,0.336966
1.498000,0.893607,0.490321,0.336879
1.499000,0.893592,0.490557,0.336793
1.500000,0.893578,0.490792,0.336707
1.501000,0.893563,0.491028,0.336621
1.502000,0.893548,0.491263,0.336535
1.503000,0.893534,0.491498,0.336450
1.504000,0.893519,0.491733,0.336364
1.505000,0.893505,0.491968,0.336278
1.506000,0.893490,0.492202,0.336192
1.507000,0.893476,0.492437,0.336106
1.508000,0.893462,0.492671,0.336021
1.509000,0.893447,0.492906,0.335935
1.510000,0.893433,0.493140,0.335849
1.511000,0.893419,0.493374,0.335763
1.512000,0.893405,0.493608,0.335678
1.513000,0.893391,0.493842,0.335592
1.514000,0.893377,0.494075,0.335507
1.515000,0.893363,0.494309,0.335421
1.516000,0.893349,0.494542,0.335336
1.517000,0.893335,0.494776,0.335250
1.518000,0.893321,0.495009,0.335165
1.519000,0.893307,0.495242,0.335079
1.520000,0.893294,0.495475,0.334994
1.521000,0.893280,0.495708,0.334909
1.522000,0.893266,0.495940,0.334823
1.523000,0.893253,0.496173,0.334738
1.524000,0.893239,0.496406,0.334653
1.525000,0.893226,0.496638,0.334568
1.526000,0.893212,0.496870,0.334483
1.527000,0.893199,0.497102,0.334397
1.528000,0.893186,0.497334,0.334312
1.529000,0.893172,0.497566,0.334227
1.530000,0.893159,0.497798,0.334142
1.531000,0.893146,0.498029,0.334057
1.532000,0.893133,0.498261,0.333972
1.533000,0.893119,0.498492,0.333887
1.534000,0.893106,0.498723,0.333802
1.535000,0.893093,0.498955,0.333717
1.536000,0.893080,0.499186,0.333633
1.537000,0.893067,0.499416,0.333548
1.538000,0.893055,0.499647,0.333463
1.539000,0.893042,0.499878,0.333378
1.540000,0.893029,0.500108,0.333294
1.541000,0.893016,0.500339,0.333209
1.542000,0.893004,0.500569,0.333124
1.543000,0.892991,0.500799,0.333040
1.544000,0.892978,0.501029,0.332955
1.545000,0.892966,0.501259,0.332870
1.546000,0.892953,0.501489,0.332786
1.547000,0.892941,0.501718,0.332701
1.548000,0.892928,0.501948,0.332617
1.549000,0.892916,0.502177,0.332533
1.550000,0.892904,0.502406,0.332448
1.551000,0.892891,0.502636,0.332364
1.552000,0.892879,0.502865,0.332279
1.553000,0.892867,0.503094,0.332195
1.554000,0.892855,0.503322,0.332111
1.555000,0.892843,0.503551,0.332027
1.556000,0.892831,0.503780,0.331942
1.557000,0.892819,0.504008,0.331858
1.558000,0.892807,0.504236,0.331774
1.559000,0.892795,0.504464,0.331690
1.560000,0.892783,0.504692,0.331606
1.561000,0.892771,0.504920,0.331522
1.562000,0.892760,0.505148,0.331438
1.563000,0.892748,0.505376,0.331354
1.564000,0.892736,0.505603,0.331270
1.565000,0.892725,0.505831,0.331186
1.566000,0.892713,0.506058,0.331102
1.567000,0.892701,0.506285,0.331018
1.568000,0.892690,0.506512,0.330934
1.569000,0.892679,0.506739,0.330851
1.570000,0.892667,0.506966,0.330767
1.571000,0.892656,0.507193,0.330683
1.572000,0.892645,0.507420,0.330599
1.573000,0.892633,0.507646,0.330516
1.574000,0.892622,0.507872,0.330432
1.575000,0.892611,0.508099,0.330349
1.576000,0.892600,0.508325,0.330265
1.577000,0.892589,0.508551,0.330181
1.578000,0.892578,0.508777,0.330098
1.579000,0.892567,0.509002,0.330014
1.580000,0.892556,0.509228,0.329931
1.581000,0.892545,0.509453,0.329848
1.582000,0.892534,0.509679,0.329764
1.583000,0.892523,0.509904,0.329681
1.584000,0.892513,0.510129,0.329598
1.585000,0.892502,0.510354,0.329514
1.586000,0.892491,0.510579,0.329431
1.587000,0.892481,0.510804,0.329348
1.588000,0.892470,0.511028,0.329265
1.589000,0.892460,0.511253,0.329182
1.590000,0.892449,0.511477,0.329098
1.591000,0.892439,0.511702,0.329015
1.592000,0.892428,0.511926,0.328932
1.593000,0.892418,0.512150,0.328849
1.594000,0.892408,0.512374,0.328766
1.595000,0.892397,0.512598,0.328683
1.596000,0.892387,0.512821,0.328600
1.597000,0.892377,0.513045,0.328517
1.598000,0.892367,0.513268,0.328435
1.599000,0.892357,0.513492,0.328352
1.600000,0.892347,0.513715,0.328269
1.601000,0.892337,0.513938,0.328186
1.602000,0.892327,0.514161,0.328103
1.603000,0.892317,0.514384,0.328021
1.604000,0.892307,0.514606,0.327938
1.605000,0.892297,0.514829,0.327855
1.606000,0.892287,0.515052,0.327773
1.607000,0.892278,0.515274,0.327690
1.608000,0.892268,0.515496,0.327608
1.609000,0.892258,0.515718,0.327525
1.610000,0.892249,0.515940,0.327443
1.611000,0.892239,0.516162,0.327360
1.612000,0.892230,0.516384,0.327278
1.613000,0.892220,0.516606,0.327195
1.614000,0.892211,0.516827,0.327113
1.615000,0.892202,0.517048,0.327031
1.616000,0.892192,0.517270,0.326948
1.617000,0.892183,0.517491,0.326866
1.618000,0.892174,0.517712,0.326784
1.619000,0.892165,0.517933,0.326702
1.620000,0.892156,0.518154,0.326620
1.621000,0.892146,0.518374,0.326537
1.622000,0.892137,0.518595,0.326455
1.623000,0.892128,0.518815,0.326373
1.624000,0.892119,0.519036,0.326291
1.625000,0.892110,0.519256,0.326209
1.626000,0.892102,0.519476,0.326127
1.627000,0.892093,0.519696,0.326045
1.628000,0.892084,0.519916,0.325963
1.629000,0.892075,0.520136,0.325881
1.630000,0.892066,0.520355,0.325800
1.631000,0.892058,0.520575,0.325718
1.632000,0.892049,0.520794,0.325636
1.633000,0.892041,0.521013,0.325554
1.634000,0.892032,0.521232,0.325472
1.635000,0.892024,0.521451,0.325391
1.636000,0.892015,0.521670,0.325309
1.637000,0.892007,0.521889,0.325227
1.638000,0.891998,0.522108,0.325146
1.639000,0.891990,0.522326,0.325064
1.640000,0.891982,0.522545,0.324983
1.641000,0.891974,0.522763,0.324901
1.642000,0.891965,0.522981,0.324820
1.643000,0.891957,0.523199,0.324738
1.644000,0.891949,0.523417,0.324657
1.645000,0.891941,0.523635,0.324576
1.646000,0.891933,0.523853,0.324494
1.647000,0.891925,0.524070,0.324413
1.648000,0.891917,0.524288,0.324332
1.649000,0.891909,0.524505,0.324250
1.650000,0.891901,0.524722,0.324169
1.651000,0.891894,0.524939,0.324088
1.652000,0.891886,0.525156,0.324007
1.653000,0.891878,0.525373,0.323926
1.654000,0.891871,0.525590,0.323845
1.655000,0.891863,0.525807,0.323764
1.656000,0.891855,0.526023,0.323682
1.657000,0.891848,0.526240,0.323601
1.658000,0.891840,0.526456,0.323521
1.659000,0.891833,0.526672,0.323440
1.660000,0.891825,0.526888,0.323359
1.661000,0.891818,0.527104,0.323278
1.662000,0.891811,0.527320,0.323197
1.663000,0.891803,0.527536,0.323116
1.664000,0.891796,0.527751,0.323035
1.665000,0.891789,0.527967,0.322955
1.666000,0.891782,0.528182,0.322874
1.667000,0.891775,0.528397,0.322793
1.668000,0.891768,0.528612,0.322713
1.669000,0.891761,0.528827,0.322632
1.670000,0.891754,0.529042,0.322551
1.671000,0.891747,0.529257,0.322471
1.672000,0.891740,0.529472,0.322390
1.673000,0.891733,0.529686,0.322310
1.674000,0.891726,0.529900,0.322229
1.675000,0.891719,0.530115,0.322149
1.676000,0.891712,0.530329,0.322068
1.677000,0.891706,0.530543,0.321988
1.678000,0.891699,0.530757,0.321908
1.679000,0.891692,0.530971,0.321827
1.680000,0.891686,0.531184,0.321747
1.681000,0.891679,0.531398,0.321667
1.682000,0.891673,0.531611,0.321587
1.683000,0.891666,0.531825,0.321506
1.684000,0.891660,0.532038,0.321426
1.685000,0.891654,0.532251,0.321346
1.686000,0.891647,0.532464,0.321266
1.687000,0.891641,0.532677,0.321186
1.688000,0.891635,0.532890,0.321106
1.689000,0.891629,0.533102,0.321026
1.690000,0.891622,0.533315,0.320946
1.691000,0.891616,0.533527,0.320866
1.692000,0.891610,0.533740,0.320786
1.693000,0.891604,0.533952,0.320706
1.694000,0.891598,0.534164,0.320627
1.695000,0.891592,0.534376,0.320547
1.696000,0.891586,0.534588,0.320467
1.697000,0.891580,0.534799,0.320387
1.698000,0.891575,0.535011,0.320307
1.699000,0.891569,0.535222,0.320228
1.700000,0.891563,0.535434,0.320148
1.701000,0.891557,0.535645,0.320068
1.702000,0.891552,0.535856,0.319989
1.703000,0.891546,0.536067,0.319909
1.704000,0.891540,0.536278,0.319830
1.705000,0.891535,0.536489,0.319750
1.706000,0.891529,0.536700,0.319671
1.707000,0.891524,0.536910,0.319591
1.708000,0.891518,0.537121,0.319512
1.709000,0.891513,0.537331,0.319433
1.710000,0.891508,0.537541,0.319353
1.711000,0.891502,0.537751,0.319274
1.712000,0.891497,0.537961,0.319195
1.713000,0.891492,0.538171,0.319115
1.714000,0.891487,0.538381,0.319036
1.715000,0.891482,0.538590,0.318957
1.716000,0.891476,0.538800,0.318878
1.717000,0.891471,0.539009,0.318799
1.718000,0.891466,0.539219,0.318720
1.719000,0.891461,0.539428,0.318641
1.720000,0.891456,0.539637,0.318562
1.721000,0.891452,0.539846,0.318483
1.722000,0.891447,0.540055,0.318404
1.723000,0.891442,0.540263,0.318325
1.724000,0.891437,0.540472,0.318246
1.725000,0.891432,0.540680,0.318167
1.726000,0.891428,0.540889,0.318088
1.727000,0.891423,0.541097,0.318009
1.728000,0.891418,0.541305,0.317930
1.729000,0.891414,0.541513,0.317852
1.730000,0.891409,0.541721,0.317773
1.731000,0.891405,0.541929,0.317694
1.732000,0.891400,0.542136,0.317616
1.733000,0.891396,0.542344,0.317537
1.734000,0.891391,0.542551,0.317458
1.735000,0.891387,0.542759,0.317380
1.736000,0.891383,0.542966,0.317301
1.737000,0.891378,0.543173,0.317223
1.738000,0.891374,0.543380,0.317144
1.739000,0.891370,0.543587,0.317066
1.740000,0.891366,0.543794,0.316987
1.741000,0.891362,0.544000,0.316909
1.742000,0.891358,0.544207,0.316831
1.743000,0.891354,0.544413,0.316752
1.744000,0.891350,0.544619,0.316674
1.745000,0.891346,0.544826,0.316596
1.746000,0.891342,0.545032,0.316518
1.747000,0.891338,0.545238,0.316439
1.748000,0.891334,0.545443,0.316361
1.749000,0.891330,0.545649,0.316283
1.750000,0.891327,0.545855,0.316205
1.751000,0.891323,0.546060,0.316127
1.752000,0.891319,0.546266,0.316049
1.753000,0.891316,0.546471,0.315971
1.754000,0.891312,0.546676,0.315893
1.755000,0.891308,0.546881,0.315815
1.756000,0.891305,0.547086,0.315737
1.757000,0.891301,0.547291,0.315659
1.758000,0.891298,0.547495,0.315581
1.759000,0.891294,0.547700,0.315503
1.760000,0.891291,0.547905,0.315426
1.761000,0.891288,0.548109,0.315348
1.762000,0.891284,0.548313,0.315270
1.763000,0.891281,0.548517,0.315192
1.764000,0.891278,0.548721,0.315115
1.765000,0.891275,0.548925,0.315037
1.766000,0.891272,0.549129,0.314960
1.767000,0.891269,0.549333,0.314882
1.768000,0.891265,0.549536,0.314804
1.769000,0.891262,0.549740,0.314727
1.770000,0.891259,0.549943,0.314649
1.771000,0.891257,0.550146,0.314572
1.772000,0.891254,0.550349,0.314495
1.773000,0.891251,0.550552,0.314417
1.774000,0.891248,0.550755,0.314340
1.775000,0.891245,0.550958,0.314262
1.776000,0.891242,0.551161,0.314185
1.777000,0.891240,0.551363,0.314108
1.778000,0.891237,0.551566,0.314031
1.779000,0.891234,0.551768,0.313953
1.780000,0.891232,0.551970,0.313876
1.781000,0.891229,0.552172,0.313799
1.782000,0.891227,0.552374,0.313722
1.783000,0.891224,0.552576,0.313645
1.784000,0.891222,0.552778,0.313568
1.785000,0.891219,0.552979,0.313491
1.786000,0.891217,0.553181,0.313414
1.787000,0.891215,0.553382,0.313337
1.788000,0.891212,0.553584,0.313260
1.789000,0.891210,0.553785,0.313183
1.790000,0.891208,0.553986,0.313106
1.791000,0.891206,0.554187,0.313029
1.792000,0.891203,0.554388,0.312952
1.793000,0.891201,0.554588,0.312876
1.794000,0.891199,0.554789,0.312799
1.795000,0.891197,0.554990,0.312722
1.796000,0.891195,0.555190,0.312646
1.797000,0.891193,0.555390,0.312569
1.798000,0.891191,0.555591,0.312492
1.799000,0.891189,0.555791,0.312416
1.800000,0.891187,0.555991,0.312339
1.801000,0.891186,0.556190,0.312263
1.802000,0.891184,0.556390,0.312186
1.803000,0.891182,0.556590,0.312110
1.804000,0.891180,0.556789,0.312033
1.805000,0.891179,0.556989,0.311957
1.806000,0.891177,0.557188,0.311880
1.807000,0.891175,0.557387,0.311804
1.808000,0.891174,0.557586,0.311728
1.809000,0.891172,0.557785,0.311651
1.810000,0.891171,0.557984,0.311575
1.811000,0.891169,0.558183,0.311499
1.812000,0.891168,0.558381,0.311423
1.813000,0.891167,0.558580,0.311346
1.814000,0.891165,0.558778,0.311270
1.815000,0.891164,0.558977,0.311194
1.816000,0.891163,0.559175,0.311118
1.817000,0.891162,0.559373,0.311042
1.818000,0.891160,0.559571,0.310966
1.819000,0.891159,0.559769,0.310890
1.820000,0.891158,0.559966,0.310814
1.821000,0.891157,0.560164,0.310738
1.822000,0.891156,0.560361,0.310662
1.823000,0.891155,0.560559,0.310586
1.824000,0.891154,0.560756,0.310511
1.825000,0.891153,0.560953,0.310435
1.826000,0.891152,0.561150,0.310359
1.827000,0.891151,0.561347,0.310283
1.828000,0.891150,0.561544,0.310207
1.829000,0.891150,0.561741,0.310132
1.830000,0.891149,0.561938,0.310056
1.831000,0.891148,0.562134,0.309980
1.832000,0.891147,0.562330,0.309905
1.833000,0.891147,0.562527,0.309829
1.834000,0.891146,0.562723,0.309754
1.835000,0.891146,0.562919,0.309678
1.836000,0.891145,0.563115,0.309603
1.837000,0.891145,0.563311,0.309527
1.838000,0.891144,0.563507,0.309452
1.839000,0.891144,0.563702,0.309377
1.840000,0.891143,0.563898,0.309301
1.841000,0.891143,0.564093,0.309226
1.842000,0.891143,0.564288,0.309151
1.843000,0.891142,0.564484,0.309075
1.844000,0.891142,0.564679,0.309000
1.845000,0.891142,0.564874,0.308925
1.846000,0.891142,0.565069,0.308850
1.847000,0.891142,0.565263,0.308775
1.848000,0.891141,0.565458,0.308699
1.849000,0.891141,0.565653,0.308624
1.850000,0.891141,0.565847,0.308549
1.851000,0.891141,0.566041,0.308474
1.852000,0.891141,0.566235,0.308399
1.853000,0.891141,0.566430,0.308324
1.854000,0.891141,0.566624,0.308249
1.855000,0.891142,0.566817,0.308174
1.856000,0.891142,0.567011,0.308100
1.857000,0.891142,0.567205,0.308025
1.858000,0.891142,0.567398,0.307950
1.859000,0.891142,0.567592,0.307875
1.860000,0.891143,0.567785,0.307800
1.861000,0.891143,0.567978,0.307726
1.862000,0.891144,0.568172,0.307651
1.863000,0.891144,0.568365,0.307576
1.864000,0.891144,0.568557,0.307502
1.865000,0.891145,0.568750,0.307427
1.866000,0.891145,0.568943,0.307353
1.867000,0.891146,0.569135,0.307278
1.868000,0.891147,0.569328,0.307203
1.869000,0.891147,0.569520,0.307129
1.870000,0.891148,0.569713,0.307055
1.871000,0.891149,0.569905,0.306980
1.872000,0.891149,0.570097,0.306906
1.873000,0.891150,0.570289,0.306831
1.874000,0.891151,0.570480,0.306757
1.875000,0.891152,0.570672,0.306683
1.876000,0.891153,0.570864,0.306608
1.877000,0.891153,0.571055,0.306534
1.878000,0.891154,0.571247,0.306460
1.879000,0.891155,0.571438,0.306386
1.880000,0.891156,0.571629,0.306312
1.881000,0.891157,0.571820,0.306238
1.882000,0.891158,0.572011,0.306163
1.883000,0.891160,0.572202,0.306089
1.884000,0.891161,0.572393,0.306015
1.885000,0.891162,0.572583,0.305941
1.886000,0.891163,0.572774,0.305867
1.887000,0.891164,0.572964,0.305793
1.888000,0.891166,0.573154,0.305719
1.889000,0.891167,0.573345,0.305646
1.890000,0.891168,0.573535,0.305572
1.891000,0.891170,0.573725,0.305498
1.892000,0.891171,0.573915,0.305424
1.893000,0.891173,0.574104,0.305350
1.894000,0.891174,0.574294,0.305277
1.895000,0.891176,0.574484,0.305203
1.896000,0.891177,0.574673,0.305129
1.897000,0.891179,0.574862,0.305056
1.898000,0.891180,0.575052,0.304982
1.899000,0.891182,0.575241,0.304908
1.900000,0.891184,0.575430,0.304835
1.901000,0.891185,0.575619,0.304761
1.902000,0.891187,0.575807,0.304688
1.903000,0.891189,0.575996,0.304614
1.904000,0.891191,0.576185,0.304541
1.905000,0.891193,0.576373,0.304467
1.906000,0.891195,0.576562,0.304394
1.907000,0.891196,0.576750,0.304321
1.908000,0.891198,0.576938,0.304247
1.909000,0.891200,0.577126,0.304174
1.910000,0.891202,0.577314,0.304101
1.911000,0.891205,0.577502,0.304028
1.912000,0.891207,0.577690,0.303954
1.913000,0.891209,0.577877,0.303881
1.914000,0.891211,0.578065,0.303808
1.915000,0.891213,0.578252,0.303735
1.916000,0.891215,0.578439,0.303662
1.917000,0.891218,0.578627,0.303589
1.918000,0.891220,0.578814,0.303516
1.919000,0.891222,0.579001,0.303443
1.920000,0.891225,0.579188,0.303370
1.921000,0.891227,0.579374,0.303297
1.922000,0.891229,0.579561,0.303224
1.923000,0.891232,0.579748,0.303151
1.924000,0.891234,0.579934,0.303078
1.925000,0.891237,0.580120,0.303005
1.926000,0.891239,0.580307,0.302933
1.927000,0.891242,0.580493,0.302860
1.928000,0.891245,0.580679,0.302787
1.929000,0.891247,0.580865,0.302715
1.930000,0.891250,0.581051,0.302642
1.931000,0.891253,0.581236,0.302569
1.932000,0.891255,0.581422,0.302497
1.933000,0.891258,0.581607,0.302424
1.934000,0.891261,0.581793,0.302351
1.935000,0.891264,0.581978,0.302279
1.936000,0.891267,0.582163,0.302206
1.937000,0.891270,0.582348,0.302134
1.938000,0.891273,0.582533,0.302062
1.939000,0.891276,0.582718,0.301989
1.940000,0.891279,0.582903,0.301917
1.941000,0.891282,0.583088,0.301844
1.942000,0.891285,0.583272,0.301772
1.943000,0.891288,0.583457,0.301700
1.944000,0.891291,0.583641,0.301628
1.945000,0.891294,0.583825,0.301555
1.946000,0.891297,0.584009,0.301483
1.947000,0.891301,0.584193,0.301411
1.948000,0.891304,0.584377,0.301339
1.949000,0.891307,0.584561,0.301267
1.950000,0.891311,0.584745,0.301195
1.951000,0.891314,0.584928,0.301123
1.952000,0.891317,0.585112,0.301051
1.953000,0.891321,0.585295,0.300979
1.954000,0.891324,0.585479,0.300907
1.955000,0.891328,0.585662,0.300835
1.956000,0.891331,0.585845,0.300763
1.957000,0.891335,0.586028,0.300691
1.958000,0.891339,0.586211,0.300619
1.959000,0.891342,0.586394,0.300547
1.960000,0.891346,0.586576,0.300475
1.961000,0.891350,0.586759,0.300404
1.962000,0.891353,0.586941,0.300332
1.963000,0.891357,0.587124,0.300260
1.964000,0.891361,0.587306,0.300189
1.965000,0.891365,0.587488,0.300117
1.966000,0.891368,0.587670,0.300045
1.967000,0.891372,0.587852,0.299974
1.968000,0.891376,0.588034,0.299902
1.969000,0.891380,0.588216,0.299831
1.970000,0.891384,0.588397,0.299759
1.971000,0.891388,0.588579,0.299688
1.972000,0.891392,0.588760,0.299616
1.973000,0.891396,0.588942,0.299545
1.974000,0.891400,0.589123,0.299473
1.975000,0.891405,0.589304,0.299402
1.976000,0.891409,0.589485,0.299331
1.977000,0.891413,0.589666,0.299259
1.978000,0.891417,0.589847,0.299188
1.979000,0.891421,0.590027,0.299117
1.980000,0.891426,0.590208,0.299046
1.981000,0.891430,0.590388,0.298975
1.982000,0.891434,0.590569,0.298903
1.983000,0.891439,0.590749,0.298832
1.984000,0.891443,0.590929,0.298761
1.985000,0.891448,0.591109,0.298690
1.986000,0.891452,0.591289,0.298619
1.987000,0.891457,0.591469,0.298548
1.988000,0.891461,0.591649,0.298477
1.989000,0.891466,0.591829,0.298406
1.990000,0.891470,0.592008,0.298335
1.991000,0.891475,0.592188,0.298264
