min,-5.120000,max,5.120000,populationsize,250,children,40
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],,distance
93,51.973658,357.673464,1.000000,,1.367100,1.285471,1.421196,1.228002,1.040022,1.246621,1.485222,1.375190,1.482197,1.622709,,0.461534,0.458122,-0.093188,0.041256,0.060633,0.187635,0.046990,-0.431651,-0.053582,-1.103396,,2.132054
94,51.973658,357.673464,1.002321,,1.309887,1.282615,1.438409,1.197142,0.983744,1.231001,1.458798,1.369023,1.468889,1.570632,,0.461534,0.458122,-0.093188,0.041256,0.060633,0.187635,0.046990,-0.431651,-0.053582,-1.103396,,2.141488
95,51.973658,357.673464,1.000954,,1.287734,1.260021,1.438869,1.169268,0.954863,1.266876,1.461999,1.335890,1.454021,1.548680,,0.461534,0.458122,-0.093188,0.041256,0.060633,0.187635,0.046990,-0.431651,-0.053582,-1.103396,,2.147021
96,51.973658,356.398206,1.000000,,1.266779,1.258880,1.398440,1.098215,0.945953,1.224237,1.441363,1.315817,1.415426,1.494369,,0.461534,0.458122,-0.093188,0.041256,0.060633,0.187635,0.046990,-0.431651,-0.053582,-1.103396,,2.171777
97,51.973658,356.398206,1.011085,,1.271920,1.237051,1.418705,1.085358,0.940223,1.207116,1.448128,1.275464,1.409540,1.489383,,0.461534,0.458122,-0.093188,0.041256,0.060633,0.187635,0.046990,-0.431651,-0.053582,-1.103396,,2.159019
98,52.089529,356.398206,1.014966,,1.243682,1.187267,1.420708,1.112888,0.938950,1.196649,1.380659,1.270812,1.396441,1.485234,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.111761
99,52.089529,356.398206,1.010567,,1.213513,1.179407,1.385746,1.102680,0.930562,1.193022,1.342287,1.225737,1.390924,1.472569,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.137087
100,51.821072,356.398206,1.008124,,1.199412,1.126023,1.374347,1.106846,0.898924,1.164854,1.318612,1.227698,1.306208,1.447695,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.131317
101,51.821072,356.398206,1.001522,,1.170408,1.105933,1.360268,1.065826,0.886887,1.163734,1.236328,1.229360,1.283567,1.412488,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.119263
102,51.821072,356.398206,1.002404,,1.169470,1.113209,1.327305,1.052799,0.886675,1.164833,1.240275,1.223724,1.272791,1.401847,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.106064
103,41.391014,356.398206,1.000279,,1.151568,1.122393,1.314080,1.033868,0.881156,1.157303,1.199158,1.213532,1.279323,1.408916,,-0.988610,-0.077711,-1.334358,-1.090029,0.446089,-1.043634,-2.050810,-1.994809,-2.040991,-0.103583,,2.121604
104,41.391014,356.398206,1.001112,,1.149885,1.113043,1.282642,1.029822,0.889546,1.158580,1.165391,1.226730,1.240350,1.386244,,-0.988610,-0.077711,-1.334358,-1.090029,0.446089,-1.043634,-2.050810,-1.994809,-2.040991,-0.103583,,2.107311
105,41.391014,356.398206,1.000314,,1.135405,1.110707,1.295896,1.011702,0.846501,1.158454,1.162071,1.195068,1.278184,1.399306,,-0.988610,-0.077711,-1.334358,-1.090029,0.446089,-1.043634,-2.050810,-1.994809,-2.040991,-0.103583,,2.078253
106,51.821072,356.398206,1.001896,,1.144958,1.100840,1.281972,1.008608,0.877825,1.153619,1.153753,1.203586,1.268441,1.397969,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.063598
107,51.821072,356.398206,1.000000,,1.130295,1.096122,1.265334,1.011403,0.878561,1.175220,1.136930,1.195934,1.250907,1.412833,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.079274
108,51.821072,356.398206,1.000000,,1.120022,1.107102,1.222860,1.014652,0.902602,1.191400,1.111159,1.163879,1.227564,1.387351,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.088870
109,51.821072,356.398206,1.011254,,1.113821,1.116581,1.210194,1.010326,0.883411,1.182593,1.125256,1.169057,1.200223,1.386680,,-0.081564,-1.737083,-2.781195,-1.947095,-0.162955,0.526388,0.514379,0.505469,-1.937447,-1.101337,,2.066949
110,52.089529,356.398206,1.011145,,1.082363,1.104660,1.190200,0.999912,0.877545,1.195336,1.201456,1.148821,1.211659,1.412607,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.049795
111,52.089529,356.398206,1.008438,,1.056364,1.107348,1.161150,0.998019,0.854171,1.202513,1.194627,1.157888,1.190469,1.437198,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.082642
112,52.089529,356.398206,1.014164,,1.049422,1.104777,1.166255,0.988637,0.854533,1.198562,1.190210,1.123416,1.195880,1.433570,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.089380
113,52.089529,356.398206,1.012128,,1.034280,1.089640,1.121671,1.065402,0.843397,1.183171,1.185016,1.126380,1.210902,1.451145,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.095413
114,51.389150,356.398206,1.010775,,1.029302,1.088506,1.105932,1.046366,0.832723,1.166401,1.189003,1.112057,1.189530,1.440655,,-0.958734,-0.711144,-1.174776,-0.952636,-0.990807,-0.214103,-0.874513,-0.816801,-0.862514,-1.898419,,2.084511
115,47.582572,356.398206,1.013784,,1.029215,1.101172,1.102754,1.048574,0.844960,1.127743,1.194101,1.109617,1.169567,1.422355,,-1.031673,0.536691,-1.564780,-0.006178,-1.106559,-0.271687,-1.099187,-0.009676,-0.052067,-1.123141,,2.080604
116,47.582572,356.398206,1.010161,,1.025354,1.100006,1.072939,1.019919,0.837176,1.108556,1.172354,1.106568,1.170200,1.430411,,-1.031673,0.536691,-1.564780,-0.006178,-1.106559,-0.271687,-1.099187,-0.009676,-0.052067,-1.123141,,2.104016
117,47.582572,356.398206,1.006127,,1.007832,1.087389,1.041284,1.011553,0.832095,1.077627,1.117467,1.099685,1.135355,1.411695,,-1.031673,0.536691,-1.564780,-0.006178,-1.106559,-0.271687,-1.099187,-0.009676,-0.052067,-1.123141,,2.093487
118,47.582572,356.398206,1.001685,,1.005280,1.057771,1.032604,1.017393,0.796819,1.048809,1.126485,1.087354,1.137285,1.415491,,-1.031673,0.536691,-1.564780,-0.006178,-1.106559,-0.271687,-1.099187,-0.009676,-0.052067,-1.123141,,2.098171
119,51.389150,356.398206,1.000000,,0.998074,1.042571,1.030191,1.022379,0.798040,1.045757,1.132831,1.042620,1.138005,1.418856,,-0.958734,-0.711144,-1.174776,-0.952636,-0.990807,-0.214103,-0.874513,-0.816801,-0.862514,-1.898419,,2.085139
120,51.389150,356.398206,1.000000,,0.984802,1.048788,1.028565,1.004665,0.808798,1.043314,1.120227,1.038990,1.134908,1.416541,,-0.958734,-0.711144,-1.174776,-0.952636,-0.990807,-0.214103,-0.874513,-0.816801,-0.862514,-1.898419,,2.083009
121,52.089529,356.398206,1.006509,,0.996148,1.047019,1.004106,0.973418,0.781987,1.050809,1.115475,1.026924,1.094927,1.430708,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.075274
122,52.089529,356.398206,1.005885,,1.003838,1.008245,1.010511,0.914310,0.787012,1.058853,1.108654,1.016748,1.105902,1.429281,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.064542
123,52.067447,356.398206,1.000000,,0.953748,1.007863,0.982572,0.915073,0.772320,1.041580,1.096898,1.019591,1.102928,1.420430,,-0.282069,-0.720488,-0.746000,-0.085083,-0.006813,-0.186686,-0.033323,0.546562,0.463860,-0.862574,,2.061255
124,52.067447,356.398206,1.000000,,0.955837,1.031899,0.955141,0.914712,0.764308,1.053116,1.076199,0.981362,1.062015,1.421495,,-0.282069,-0.720488,-0.746000,-0.085083,-0.006813,-0.186686,-0.033323,0.546562,0.463860,-0.862574,,2.065232
125,52.067447,356.398206,1.000000,,0.909526,1.021524,0.934926,0.903428,0.765677,1.025462,1.063235,0.962744,1.066771,1.405102,,-0.282069,-0.720488,-0.746000,-0.085083,-0.006813,-0.186686,-0.033323,0.546562,0.463860,-0.862574,,2.068207
126,52.089529,356.398206,1.000000,,0.901459,1.012405,0.922040,0.877033,0.779549,1.023631,1.054642,0.956116,1.065060,1.399592,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.040516
127,52.089529,356.398206,1.001829,,0.903808,0.994535,0.911902,0.890078,0.778806,0.980893,1.067451,0.957823,1.057456,1.386754,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.039623
128,52.089529,356.398206,1.000000,,0.887987,0.951815,0.912834,0.876338,0.760992,0.963074,1.065538,0.946096,1.046967,1.350325,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.035326
129,52.089529,356.398206,1.000000,,0.880796,0.927217,0.911758,0.892699,0.765893,0.952421,1.055368,0.930925,1.054884,1.328966,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.022783
130,52.089529,356.398206,1.002620,,0.884997,0.907604,0.893515,0.894770,0.751662,0.950597,1.027898,0.918313,1.073152,1.294532,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.023657
131,52.089529,356.398206,1.005621,,0.895378,0.917918,0.877704,0.887870,0.744665,0.950444,1.023626,0.916345,1.043809,1.284979,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.060363
132,52.089529,356.398206,1.003545,,0.886883,0.912305,0.873354,0.887488,0.733137,0.947945,1.003770,0.912194,1.041415,1.289511,,-0.693314,1.465017,-0.894242,0.505714,0.051432,-0.208527,0.522718,0.081777,-0.813053,-0.928030,,2.059494
133,60.725156,356.398206,1.000000,,0.874460,0.968075,0.867727,0.856639,0.732727,0.935878,1.005352,0.883213,1.029941,1.244623,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,2.028088
134,60.725156,356.398206,1.000000,,0.869409,0.967396,0.847927,0.862129,0.725577,0.967415,1.018055,0.879477,1.009805,1.219617,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,2.019904
135,60.725156,356.398206,1.002954,,0.873506,0.970927,0.854030,0.877037,0.719451,0.986440,1.001170,0.886065,1.002240,1.216173,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,2.002190
136,60.725156,356.398206,1.005369,,0.863196,0.980413,0.847501,0.873466,0.730281,0.941474,0.979946,0.889905,1.002654,1.186323,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,1.985832
137,60.725156,356.398206,1.011316,,0.864605,0.986607,0.845743,0.854812,0.728455,0.955067,0.972185,0.881745,0.997180,1.191224,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,1.989565
138,60.725156,356.398206,1.006872,,0.872412,1.002858,0.844550,0.864532,0.707219,0.930646,0.970642,0.865141,0.992442,1.190337,,-0.990258,-0.829959,-0.167046,-0.503109,-0.944647,0.043240,-0.976211,-0.893089,0.568194,-0.639773,,1.984282
139,63.844416,356.398206,1.016766,,0.853352,0.982915,0.856488,0.880408,0.700164,0.904348,0.943997,0.877215,1.007779,1.185645,,-0.583622,-1.069773,-1.896780,0.498295,1.044389,-0.430540,-0.876350,0.966912,-1.022054,-0.939342,,1.952980
140,59.527911,139.052531,1.019429,,0.806855,0.920860,0.848233,0.855296,0.695680,0.898865,0.910911,0.838762,0.973879,1.098212,,-0.940736,0.542568,-0.016531,-0.671351,0.012009,0.134501,-1.186177,-0.749399,0.061915,-1.191199,,1.934137
141,56.780708,139.052531,1.021251,,0.796710,0.926874,0.851486,0.821994,0.695457,0.889737,0.906774,0.831361,0.973923,1.093638,,-0.576203,0.053100,-0.940979,0.578695,-0.251545,-0.955528,-0.935231,0.132350,-1.091516,0.508756,,1.920382
142,56.780708,139.052531,1.018440,,0.774784,0.933343,0.845798,0.825268,0.694381,0.882900,0.902156,0.822607,0.946048,1.100019,,-0.576203,0.053100,-0.940979,0.578695,-0.251545,-0.955528,-0.935231,0.132350,-1.091516,0.508756,,1.902612
143,56.780708,139.052531,1.018803,,0.771854,0.929128,0.818972,0.823534,0.665520,0.873665,0.898436,0.820806,0.948437,1.092923,,-0.576203,0.053100,-0.940979,0.578695,-0.251545,-0.955528,-0.935231,0.132350,-1.091516,0.508756,,1.902756
144,56.644284,139.052531,1.016317,,0.758073,0.936493,0.817092,0.815220,0.668258,0.877893,0.898024,0.820226,0.963126,1.080900,,-1.026657,-0.264083,-1.012651,-0.921597,-0.114547,-1.978693,-1.364492,-0.786894,-0.844994,-0.892249,,1.900099
145,56.644284,139.052531,1.020651,,0.757783,0.930150,0.802450,0.814103,0.668810,0.888523,0.894036,0.820444,0.954705,1.080534,,-1.026657,-0.264083,-1.012651,-0.921597,-0.114547,-1.978693,-1.364492,-0.786894,-0.844994,-0.892249,,1.888289
146,56.644284,139.052531,1.020909,,0.750044,0.921348,0.795948,0.795153,0.676617,0.896863,0.892115,0.830187,0.957473,1.076662,,-1.026657,-0.264083,-1.012651,-0.921597,-0.114547,-1.978693,-1.364492,-0.786894,-0.844994,-0.892249,,1.890174
147,56.644284,139.052531,1.015555,,0.751308,0.904221,0.798263,0.786946,0.670626,0.895970,0.887331,0.842878,0.959391,1.102497,,-1.026657,-0.264083,-1.012651,-0.921597,-0.114547,-1.978693,-1.364492,-0.786894,-0.844994,-0.892249,,1.908864
148,56.644284,139.052531,1.016068,,0.744455,0.908117,0.805862,0.780101,0.685053,0.872699,0.945596,0.871703,0.961311,1.074867,,-1.026657,-0.264083,-1.012651,-0.921597,-0.114547,-1.978693,-1.364492,-0.786894,-0.844994,-0.892249,,1.875557
149,50.046534,139.052531,1.012804,,0.742672,0.921945,0.781760,0.767681,0.676674,0.848910,0.938388,0.870798,0.949106,1.076454,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.897690
150,50.046534,128.394539,1.008072,,0.700764,0.923760,0.778651,0.759450,0.640371,0.835403,0.945743,0.865113,0.996531,1.018516,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.884388
151,50.046534,128.394539,1.010149,,0.690506,0.919020,0.759496,0.760432,0.651333,0.816551,0.919856,0.863571,0.988611,1.003117,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.871350
152,50.046534,128.394539,1.007713,,0.684041,0.919182,0.774676,0.746785,0.643830,0.796883,0.901205,0.869171,0.995434,0.995284,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.890054
153,50.046534,128.394539,1.004054,,0.685143,0.916797,0.767500,0.726385,0.645809,0.775538,0.926485,0.866207,0.979996,1.001886,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.856737
154,50.046534,128.394539,1.006091,,0.678037,0.912161,0.738615,0.729965,0.661044,0.785468,0.910964,0.859463,1.007499,0.999752,,-0.140374,-1.025358,-1.022441,0.005762,-1.058854,-0.288840,-0.728185,-0.957590,0.513930,-0.668412,,1.867861
155,53.305422,128.394539,1.000000,,0.677054,0.903499,0.744110,0.706649,0.664836,0.779682,0.902713,0.865182,0.989243,0.984472,,-1.108062,-0.963535,-0.133331,0.094965,-0.926000,-0.137073,-1.178294,1.252170,0.019042,-0.011856,,1.896913
156,53.305422,128.394539,1.000000,,0.653031,0.876405,0.734465,0.699723,0.637596,0.736263,0.902259,0.863933,0.991431,1.003044,,-1.108062,-0.963535,-0.133331,0.094965,-0.926000,-0.137073,-1.178294,1.252170,0.019042,-0.011856,,1.915117
157,53.305422,128.394539,1.000240,,0.646607,0.875918,0.733121,0.693216,0.637614,0.737174,0.895416,0.838960,0.961279,1.008765,,-1.108062,-0.963535,-0.133331,0.094965,-0.926000,-0.137073,-1.178294,1.252170,0.019042,-0.011856,,1.888004
158,51.624294,128.394539,1.000000,,0.640728,0.839758,0.743007,0.701461,0.628062,0.721856,0.845035,0.852169,0.954188,1.009529,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.904359
159,51.624294,128.394539,1.000000,,0.680133,0.835188,0.731508,0.710039,0.613081,0.714785,0.816841,0.861284,0.921354,1.008747,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.882480
160,51.624294,128.394539,1.000000,,0.670034,0.797383,0.717980,0.705599,0.583245,0.704372,0.808346,0.862420,0.899510,0.995195,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.863440
161,51.624294,128.394539,1.000000,,0.664189,0.803811,0.707262,0.703962,0.570712,0.703698,0.825115,0.854647,0.905993,0.966735,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.852476
162,51.624294,128.394539,1.000000,,0.652624,0.800573,0.713280,0.676431,0.554484,0.691282,0.817806,0.814605,0.896462,0.968472,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.859661
163,51.624294,128.394539,1.000000,,0.654372,0.806207,0.700333,0.671150,0.547322,0.707670,0.797913,0.817906,0.884791,0.952773,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.864936
164,51.624294,128.394539,1.000000,,0.661086,0.800506,0.687588,0.676522,0.529567,0.692374,0.797401,0.805505,0.886243,0.957156,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.848264
165,51.624294,128.394539,1.000000,,0.649703,0.787809,0.670423,0.659112,0.529645,0.696046,0.778311,0.795095,0.881504,0.947724,,0.396354,-1.076251,-0.881396,-1.123296,-0.182673,-0.239441,-1.982608,-2.146991,-0.934350,-2.028352,,1.842111
166,58.642439,128.394539,1.000587,,0.646679,0.782591,0.681951,0.659086,0.520670,0.703864,0.749818,0.781255,0.877645,0.915643,,0.005914,-1.115817,0.523342,-1.364807,-1.043700,0.506209,-0.608693,-1.038766,0.577934,-0.203737,,1.833450
167,47.697176,128.394539,1.003979,,0.650025,0.791223,0.686411,0.653069,0.521954,0.694576,0.732935,0.766537,0.893462,0.925385,,0.088596,-0.092726,-0.065748,0.092665,0.053145,-0.155153,-0.807369,-0.056339,-1.174056,-1.761769,,1.843112
168,47.697176,128.394539,1.008351,,0.648806,0.782481,0.657943,0.643675,0.512715,0.668174,0.705026,0.777297,0.904212,0.941796,,0.088596,-0.092726,-0.065748,0.092665,0.053145,-0.155153,-0.807369,-0.056339,-1.174056,-1.761769,,1.806354
169,47.697176,128.394539,1.017606,,0.642438,0.781466,0.658361,0.642817,0.516169,0.655945,0.677865,0.763506,0.899272,0.932882,,0.088596,-0.092726,-0.065748,0.092665,0.053145,-0.155153,-0.807369,-0.056339,-1.174056,-1.761769,,1.812813
170,47.697176,128.394539,1.014704,,0.635886,0.770347,0.636550,0.638882,0.509842,0.654571,0.667363,0.745510,0.900384,0.921543,,0.088596,-0.092726,-0.065748,0.092665,0.053145,-0.155153,-0.807369,-0.056339,-1.174056,-1.761769,,1.812337
171,57.101012,128.394539,1.014467,,0.613558,0.764420,0.646488,0.621171,0.512790,0.682244,0.678215,0.718548,0.898305,0.925613,,-1.050480,-1.028318,-1.179035,-0.299965,-0.971786,-0.790500,-0.074530,-0.316596,0.408070,-1.096371,,1.810900
172,57.101012,128.394539,1.020876,,0.602982,0.760346,0.636998,0.626786,0.510413,0.686602,0.675284,0.749053,0.885089,0.919945,,-1.050480,-1.028318,-1.179035,-0.299965,-0.971786,-0.790500,-0.074530,-0.316596,0.408070,-1.096371,,1.819111
173,57.101012,128.394539,1.017929,,0.579924,0.742210,0.642450,0.631377,0.514607,0.686488,0.667273,0.747626,0.876027,0.921148,,-1.050480,-1.028318,-1.179035,-0.299965,-0.971786,-0.790500,-0.074530,-0.316596,0.408070,-1.096371,,1.806107
174,48.707516,128.394539,1.013598,,0.577449,0.739477,0.640752,0.625517,0.506620,0.678939,0.667637,0.749851,0.874331,0.857796,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.807012
175,48.707516,128.394539,1.010453,,0.560115,0.737886,0.644017,0.619651,0.506611,0.641885,0.678459,0.754195,0.867073,0.837761,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.801225
176,48.707516,128.394539,1.012792,,0.549730,0.714963,0.650963,0.621748,0.512724,0.646822,0.679443,0.748214,0.843025,0.840370,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.804257
177,48.707516,128.394539,1.013944,,0.518588,0.693715,0.651633,0.614700,0.514410,0.650358,0.664982,0.748039,0.836930,0.840858,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.788308
178,48.707516,128.394539,1.011444,,0.519668,0.708128,0.654955,0.604214,0.502750,0.648708,0.684559,0.744196,0.838683,0.834931,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.794858
179,48.707516,128.394539,1.005151,,0.511895,0.705548,0.633812,0.596750,0.493113,0.637133,0.665783,0.725065,0.840879,0.816742,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.780006
180,48.707516,128.394539,1.002727,,0.520076,0.696844,0.644651,0.588344,0.498617,0.653257,0.655303,0.732319,0.821999,0.811056,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.771003
181,48.707516,128.394539,1.008194,,0.521186,0.690330,0.630523,0.583205,0.512443,0.650426,0.652898,0.727388,0.817351,0.785239,,-0.274412,-1.986205,1.044328,0.060373,-0.024011,0.619933,-0.009799,0.040792,1.470923,-0.895534,,1.780100
182,59.373170,128.394539,1.006692,,0.518954,0.687740,0.609302,0.571690,0.516765,0.625645,0.648068,0.714040,0.813092,0.794873,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.781162
183,59.141744,114.413624,1.004755,,0.514265,0.698695,0.592985,0.559717,0.548772,0.619392,0.663929,0.710703,0.788460,0.781725,,-0.109253,0.075467,-0.979619,0.516191,0.392388,-1.943642,-1.844797,-0.194216,-0.610918,-0.847685,,1.776154
184,59.373170,114.413624,1.006959,,0.521367,0.685680,0.588628,0.565743,0.533964,0.638020,0.663293,0.717742,0.773920,0.748907,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.767484
185,59.373170,114.413624,1.003653,,0.516859,0.674788,0.585667,0.562779,0.535900,0.636882,0.662572,0.725070,0.779859,0.733771,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.774626
186,59.373170,110.986857,1.000000,,0.515729,0.669281,0.566505,0.532641,0.530629,0.624754,0.640754,0.731777,0.764834,0.728798,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.760266
187,59.373170,110.986857,1.000000,,0.499481,0.652666,0.551850,0.508509,0.546198,0.617681,0.614898,0.716967,0.766464,0.730407,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.750715
188,59.373170,110.986857,1.000000,,0.497350,0.649531,0.521005,0.472223,0.541639,0.600564,0.606390,0.678440,0.744478,0.724231,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.738864
189,59.373170,110.986857,1.000000,,0.491094,0.651420,0.524702,0.464748,0.544881,0.604152,0.604184,0.684032,0.736705,0.728778,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.735622
190,59.373170,110.986857,1.000000,,0.486840,0.647269,0.525945,0.464007,0.540321,0.585305,0.602758,0.693968,0.735954,0.728991,,0.069433,-0.046850,-0.836484,-0.111206,-0.905442,-2.895550,-0.935942,-1.127011,0.629941,1.134466,,1.747444
191,60.271896,110.986857,1.006968,,0.479501,0.676687,0.527015,0.461904,0.552187,0.564548,0.629653,0.679112,0.730740,0.724013,,-0.857317,-0.119908,0.402970,0.544193,-0.848471,-0.231175,-0.721156,0.491771,0.072994,-1.768464,,1.759400
192,60.271896,110.986857,1.008193,,0.487523,0.674525,0.536490,0.452547,0.556406,0.555534,0.635298,0.670751,0.741273,0.741753,,-0.857317,-0.119908,0.402970,0.544193,-0.848471,-0.231175,-0.721156,0.491771,0.072994,-1.768464,,1.725093
193,39.619174,110.986857,1.008090,,0.484539,0.676947,0.550743,0.448865,0.559468,0.555465,0.635691,0.666477,0.745335,0.745538,,-0.045561,-0.985380,0.550428,-0.250850,-0.885599,-1.063611,0.061763,-0.953882,-0.836464,0.124611,,1.725928
