generation,alpha,evaluation_count,population_size
601,1.2067976438745849,59499,120
602,1.2062975371257918,59598,120
603,1.2063281207041168,59697,120
604,1.2062637558665685,59796,120
605,1.2060243729442492,59895,120
606,1.2062898952552519,59994,120
607,1.2066221528119272,60093,120
608,1.2066039135534918,60192,120
609,1.205794639412088,60291,120
610,1.2060924715409562,60390,120
611,1.2062511352851537,60489,120
612,1.2063240829281718,60588,120
613,1.2060259009515935,60687,120
614,1.2061509152625589,60786,120
615,1.2064570926574771,60885,120
616,1.2070302918840707,60984,120
617,1.2064936937341642,61083,120
618,1.2071037861737013,61182,120
619,1.2064689308345071,61281,120
620,1.2067611314788023,61380,120
621,1.2061977963205253,61479,120
622,1.205764492711759,61578,120
623,1.2054748841825165,61677,120
624,1.2050432196117311,61776,120
625,1.2042601651989675,61875,120
626,1.2038462912312209,61974,120
627,1.2040438162126526,62073,120
628,1.204019881786631,62172,120
629,1.2042163189157886,62271,120
630,1.2038579712539095,62370,120
631,1.2041535498885687,62469,120
632,1.2040788354358591,62568,120
633,1.2034717587191666,62667,120
634,1.2041434291178283,62766,120
635,1.2042748033698754,62865,120
636,1.2044064201054538,62964,120
637,1.204424196337202,63063,120
638,1.2040306691447591,63162,120
639,1.2036655576213413,63261,120
640,1.2044131051900928,63360,120
641,1.2054147286975556,63459,120
642,1.2057712058825927,63558,120
643,1.2062609873383914,63657,120
644,1.2056096134297578,63756,120
645,1.2051509954781554,63855,120
646,1.2060497824468375,63954,120
647,1.206038809743909,64053,120
648,1.2057948272307604,64152,120
649,1.2063607924239952,64251,120
650,1.206497787693144,64350,120
651,1.2064458822223525,64449,120
652,1.2063676204527747,64548,120
653,1.2065114128726047,64647,120
654,1.2058584321829044,64746,120
655,1.2065331205594299,64845,120
656,1.206593763424137,64944,120
657,1.2065126251849612,65043,120
658,1.205858139108493,65142,120
659,1.2054416387325315,65241,120
660,1.2053093705904538,65340,120
661,1.2054334984004631,65439,120
662,1.2051815841593057,65538,120
663,1.205083427070202,65637,120
664,1.2047130826325345,65736,120
665,1.2051239846214046,65835,120
666,1.2052025107024085,65934,120
667,1.2047311036146213,66033,120
668,1.2047783029349874,66132,120
669,1.2054903090354092,66231,120
670,1.20491319403196,66330,120
671,1.2049472340695644,66429,120
672,1.204823068806266,66528,120
673,1.2056769866977879,66627,120
674,1.2050745728478902,66726,120
675,1.2046944968283775,66825,120
676,1.2042744857685916,66924,120
677,1.203837438523222,67023,120
678,1.203777352241278,67122,120
679,1.2041870166481663,67221,120
680,1.2043862965263357,67320,120
681,1.2044662850656924,67419,120
682,1.203975704630313,67518,120
683,1.2044843150644806,67617,120
684,1.2051922890301328,67716,120
685,1.2058541855015386,67815,120
686,1.2061483096465555,67914,120
687,1.2060187164030391,68013,120
688,1.2053704175735558,68112,120
689,1.204846684896745,68211,120
690,1.2049525028291403,68310,120
691,1.203952946121444,68409,120
692,1.2035653188198563,68508,120
693,1.2036279891210526,68607,120
694,1.2038049736587026,68706,120
695,1.2037263983623376,68805,120
696,1.204222081880268,68904,120
697,1.2036256529833622,69003,120
698,1.202734061714039,69102,120
699,1.2027052029022445,69201,120
700,1.2027050617664037,69300,120
701,1.2021075940074297,69399,120
702,1.2017424702260122,69498,120
703,1.2021559661301955,69597,120
704,1.2029700089382855,69696,120
705,1.2043744637687019,69795,120
706,1.2044651280679859,69894,120
707,1.203611606479148,69993,120
708,1.2037545754073373,70092,120
709,1.2040699861769077,70191,120
710,1.2041886355133171,70290,120
711,1.2041541531278057,70389,120
712,1.2046753311451368,70488,120
713,1.2049963874269716,70587,120
714,1.2042330765170384,70686,120
715,1.2045684668266388,70785,120
716,1.2048134814122,70884,120
717,1.2051224552162467,70983,120
718,1.2048947109728376,71082,120
719,1.2048842003625448,71181,120
720,1.2037511062360444,71280,120
721,1.2039190153969617,71379,120
722,1.2038055271202674,71478,120
723,1.2040462787924873,71577,120
724,1.2043618539651981,71676,120
725,1.2044762377354226,71775,120
726,1.2044929891313141,71874,120
727,1.2044038597113191,71973,120
728,1.2038034645735352,72072,120
729,1.2035374768422313,72171,120
730,1.2038656605455338,72270,120
731,1.2041927668184311,72369,120
732,1.2059760430441271,72468,120
733,1.2066023683185785,72567,120
734,1.2074847328419052,72666,120
735,1.2075325776129529,72765,120
736,1.2081838145975556,72864,120
737,1.2086719758674516,72963,120
738,1.2088975157261652,73062,120
739,1.2084703253607707,73161,120
740,1.2090548693233951,73260,120
741,1.2088567661908107,73359,120
742,1.2084543618818024,73458,120
743,1.2076023125951072,73557,120
744,1.2080489446264817,73656,120
745,1.2072736526058174,73755,120
746,1.2069778896340717,73854,120
747,1.206690515932531,73953,120
748,1.2068831090000183,74052,120
749,1.2063458905802578,74151,120
750,1.2061077559907432,74250,120
751,1.2059349005810944,74349,120
752,1.2060278001137008,74448,120
753,1.2071756286138535,74547,120
754,1.2070822669147823,74646,120
755,1.2073970004048973,74745,120
756,1.2082738765805381,74844,120
757,1.207898995828,74943,120
758,1.2075533045360376,75042,120
759,1.2074387900196122,75141,120
760,1.2076670459128287,75240,120
761,1.2074745181895152,75339,120
762,1.207507715510582,75438,120
763,1.2072128504729349,75537,120
764,1.2066838772149524,75636,120
765,1.2064014242000618,75735,120
766,1.2062585610315439,75834,120
767,1.2061793643927092,75933,120
768,1.2055749330874066,76032,120
769,1.2054360016555654,76131,120
770,1.2049990323903108,76230,120
771,1.2046919481520324,76329,120
772,1.2041998338821946,76428,120
773,1.2035546578015974,76527,120
774,1.2035389847778326,76626,120
775,1.203495772137817,76725,120
776,1.2033008510986198,76824,120
777,1.2028472009290585,76923,120
778,1.202777347215932,77022,120
779,1.2035165155560863,77121,120
780,1.2030730706222079,77220,120
781,1.2032457319842511,77319,120
782,1.2029993956548157,77418,120
783,1.2033440703057081,77517,120
784,1.2034776578661379,77616,120
785,1.2034186950435621,77715,120
786,1.2033159359158725,77814,120
787,1.203528256778561,77913,120
788,1.2040591333044492,78012,120
789,1.2040026296880446,78111,120
