generation,alpha,evaluation_count,population_size
875,3.8405610649592101,83125,120
876,3.8575924918068019,83220,120
877,3.85466276931301,83315,120
878,3.8619849365156762,83410,120
879,3.8603030868835808,83505,120
880,3.8571654096741264,83600,120
881,3.8550464451517659,83695,120
882,3.856250189649332,83790,120
883,3.8620770812972181,83885,120
884,3.8614517535608206,83980,120
885,3.863812216217748,84075,120
886,3.865298637929643,84170,120
887,3.8609774514371438,84265,120
888,3.8579723069629916,84360,120
889,3.867133576269377,84455,120
890,3.8692173513443602,84550,120
891,3.8740287429315035,84645,120
892,3.8800050305028755,84740,120
893,3.8868612421118853,84835,120
894,3.8912122535758651,84930,120
895,3.8889742238819491,85025,120
896,3.8886274742570932,85120,120
897,3.8856524842224482,85215,120
898,3.8792887291047471,85310,120
899,3.8827316432567227,85405,120
900,3.8799813213319396,85500,120
901,3.8860392195951245,85595,120
902,3.8812917802445068,85690,120
903,3.8826764645508187,85785,120
904,3.8801809174756334,85880,120
905,3.8824541501163914,85975,120
906,3.8823828858677349,86070,120
907,3.8829433742718193,86165,120
908,3.8867097830531376,86260,120
909,3.8818551780515498,86355,120
910,3.8831213077150584,86450,120
911,3.8798607574082129,86545,120
912,3.8903878694804788,86640,120
913,3.895519508018543,86735,120
914,3.897186416154597,86830,120
915,3.8996524029668205,86925,120
916,3.9005282353747388,87020,120
917,3.9051609206078011,87115,120
918,3.9043010338752104,87210,120
919,3.9077076573724461,87305,120
920,3.9096434082510663,87400,120
921,3.9107928978761977,87495,120
922,3.9132205727193212,87590,120
923,3.9117765324637279,87685,120
924,3.9087947839451487,87780,120
925,3.9105980009968024,87875,120
926,3.9065003435559427,87970,120
927,3.9125886653377373,88065,120
928,3.9138324531748148,88160,120
929,3.9156151698913906,88255,120
930,3.9198559642028936,88350,120
931,3.9169879987208422,88445,120
932,3.9152433241644506,88540,120
933,3.9238855646128057,88635,120
934,3.9256456316511668,88730,120
935,3.9218360441997522,88825,120
936,3.9242720484501845,88920,120
937,3.9250602583581862,89015,120
938,3.9188197972909697,89110,120
939,3.921066740639803,89205,120
940,3.9173959567752665,89300,120
941,3.9262779666563494,89395,120
942,3.9347773729550939,89490,120
943,3.933821089269534,89585,120
944,3.9372217808613965,89680,120
945,3.9434763375575552,89775,120
946,3.9387697297484694,89870,120
947,3.9340511181894335,89965,120
948,3.9335971048980003,90060,120
949,3.9460018895645375,90155,120
950,3.9443089409655014,90250,120
951,3.9526405060401344,90345,120
952,3.9627789533512217,90440,120
953,3.9625206506110056,90535,120
954,3.9683336447714512,90630,120
955,3.9773580053279503,90725,120
956,3.9772316053863523,90820,120
957,3.9765337073997102,90915,120
958,3.9822583504875793,91010,120
959,3.9810053891789314,91105,120
960,3.9924485744524416,91200,120
961,3.9906102518086763,91295,120
962,3.9894270949357997,91390,120
963,3.9876855584976441,91485,120
964,3.9878568656330935,91580,120
965,3.9960204220417985,91675,120
966,3.9933993856510868,91770,120
967,3.9887865051382856,91865,120
968,3.9875212774229469,91960,120
969,3.9898365862281224,92055,120
970,3.9917497248287401,92150,120
971,3.9903064680162679,92245,120
972,3.992930896634252,92340,120
973,4.0014978399374375,92435,120
974,4.0055682044289842,92530,120
975,4.0077632648606905,92625,120
976,4.0088904710350297,92720,120
977,4.0116569907826047,92815,120
978,4.0102283506872229,92910,120
979,4.0092771419998128,93005,120
980,4.0081064346946196,93100,120
981,4.003654063293391,93195,120
982,4.0078949633392602,93290,120
983,4.0053056108493621,93385,120
984,4.0045578006910443,93480,120
985,4.0052746033956286,93575,120
986,4.0029471295788728,93670,120
987,4.0023911914193882,93765,120
988,4.0092819119763492,93860,120
989,4.0089497359409503,93955,120
990,4.00573568818651,94050,120
991,4.0046285879167325,94145,120
992,4.0080374482392358,94240,120
993,4.0183656272419306,94335,120
994,4.0211307144900088,94430,120
995,4.0258072258260498,94525,120
996,4.0267342487062834,94620,120
997,4.0269654259511265,94715,120
998,4.0336423214588466,94810,120
999,4.0358503158749199,94905,120
1000,4.0394624203546563,95000,120
