min,-5.120000,max,5.120000,populationsize,500,children,80
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],var_x[10],var_x[11],var_x[12],var_x[13],var_x[14],var_x[15],var_x[16],var_x[17],var_x[18],var_x[19],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],best_x[10],best_x[11],best_x[12],best_x[13],best_x[14],best_x[15],best_x[16],best_x[17],best_x[18],best_x[19],,distance
313,127.538443,220.673787,1.000000,,0.607461,0.315328,0.662811,0.258097,0.386118,0.468441,0.536649,0.258519,0.492100,0.644445,0.425273,0.756381,0.543668,0.714416,0.544254,0.643231,0.699813,0.290374,0.649483,0.366292,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.322809
314,127.538443,220.673787,1.002116,,0.605804,0.322467,0.658153,0.258650,0.389253,0.474630,0.524595,0.252001,0.484923,0.657118,0.412800,0.754222,0.539349,0.717194,0.539966,0.648544,0.705122,0.295378,0.642078,0.365423,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.327551
315,127.538443,220.673787,1.000000,,0.589796,0.317718,0.655684,0.254487,0.387057,0.470452,0.529623,0.248066,0.485159,0.651671,0.405999,0.736598,0.544060,0.725594,0.535001,0.643934,0.697670,0.295260,0.647012,0.365192,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.325049
316,127.538443,220.673787,1.000000,,0.594386,0.318306,0.664189,0.249886,0.385917,0.476472,0.529627,0.247704,0.495005,0.649516,0.404566,0.742393,0.540722,0.720011,0.523217,0.654487,0.687499,0.292006,0.653414,0.352021,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.335060
317,127.538443,220.673787,1.000000,,0.599281,0.309890,0.664329,0.244301,0.379071,0.467660,0.514165,0.237804,0.488329,0.637134,0.398079,0.748807,0.548466,0.726809,0.503663,0.653944,0.684139,0.285325,0.631993,0.350595,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.339390
318,127.538443,220.673787,1.000000,,0.605554,0.303042,0.657092,0.241723,0.383622,0.471740,0.521268,0.232743,0.485090,0.627561,0.395198,0.751797,0.545367,0.729499,0.498079,0.658925,0.683136,0.284984,0.627359,0.346777,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.348045
319,127.538443,220.673787,1.000000,,0.611502,0.304685,0.652255,0.235211,0.381096,0.474827,0.523516,0.233870,0.482991,0.620916,0.395846,0.747911,0.541984,0.731688,0.496264,0.659178,0.693278,0.283136,0.624656,0.346579,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.348810
320,127.538443,220.673787,1.001188,,0.605477,0.304675,0.650640,0.230712,0.375724,0.474626,0.533352,0.232189,0.476988,0.620319,0.394900,0.744980,0.534407,0.746671,0.491915,0.664241,0.685029,0.276887,0.627705,0.343172,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.357763
321,127.538443,220.673787,1.001887,,0.604363,0.304071,0.648386,0.229197,0.370047,0.473324,0.529622,0.233326,0.473846,0.630532,0.389971,0.752574,0.532590,0.754382,0.491435,0.665093,0.688399,0.276813,0.632797,0.346017,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.359681
322,127.538443,220.673787,1.000384,,0.615576,0.302992,0.644714,0.225846,0.375763,0.475855,0.521283,0.236667,0.475327,0.622817,0.386274,0.745793,0.530344,0.750795,0.489059,0.668396,0.693615,0.276335,0.635144,0.344428,,-0.982243,4.479729,2.126476,4.345338,-4.141776,-4.794192,-1.945000,3.850373,-3.113703,-2.923345,-2.969919,-0.130835,-2.709294,-1.082174,-2.042840,2.197944,-0.288716,3.788055,-0.027717,3.363837,,12.366782
323,122.608721,220.673787,1.000000,,0.622034,0.302102,0.657839,0.224835,0.375088,0.479817,0.511171,0.236980,0.475218,0.616115,0.384921,0.738772,0.527000,0.749572,0.488735,0.660285,0.682227,0.276655,0.627419,0.342733,,-0.769151,4.489855,1.672309,3.956930,-4.025865,-3.108839,-1.837204,3.880635,-2.970380,-2.793607,-3.183007,-1.137475,-3.010705,-0.901263,-1.737131,2.120946,-0.854484,4.383808,-0.969137,3.793764,,12.361748
324,122.608721,220.673787,1.000000,,0.617966,0.299061,0.649644,0.224665,0.373526,0.473080,0.511756,0.232461,0.470739,0.623239,0.384744,0.740357,0.518544,0.741660,0.480752,0.649587,0.681866,0.273720,0.622447,0.344864,,-0.769151,4.489855,1.672309,3.956930,-4.025865,-3.108839,-1.837204,3.880635,-2.970380,-2.793607,-3.183007,-1.137475,-3.010705,-0.901263,-1.737131,2.120946,-0.854484,4.383808,-0.969137,3.793764,,12.364084
325,134.535490,220.673787,1.000000,,0.618534,0.298101,0.649250,0.224956,0.367416,0.470264,0.516400,0.228705,0.474666,0.629739,0.384131,0.756381,0.514885,0.738191,0.472601,0.649910,0.686031,0.267349,0.613654,0.347391,,-0.994367,3.174003,1.189917,4.618863,-2.951379,-2.956363,-0.755488,4.097544,-3.745506,-1.926217,-3.700150,-0.385625,-2.850553,-2.093000,-0.918168,0.993898,-0.830341,2.802369,0.256731,3.973832,,12.361087
326,131.550292,220.673787,1.000000,,0.597548,0.298338,0.663865,0.222393,0.364832,0.457248,0.513520,0.230998,0.469817,0.626326,0.388901,0.746097,0.503787,0.735018,0.470761,0.641173,0.681387,0.270708,0.612124,0.348341,,-1.080835,3.894679,1.808176,3.890462,-3.768039,-2.902286,-2.683615,4.159455,-3.656074,-2.400953,-2.996448,-1.151058,-2.064173,-0.842764,-2.166568,2.171393,-1.019898,4.176965,0.092548,3.539032,,12.371924
327,131.550292,220.673787,1.000000,,0.598971,0.304567,0.649153,0.220892,0.371622,0.454819,0.516786,0.234013,0.475909,0.629196,0.389991,0.737423,0.498730,0.716760,0.468180,0.642781,0.677986,0.277663,0.612174,0.348645,,-1.080835,3.894679,1.808176,3.890462,-3.768039,-2.902286,-2.683615,4.159455,-3.656074,-2.400953,-2.996448,-1.151058,-2.064173,-0.842764,-2.166568,2.171393,-1.019898,4.176965,0.092548,3.539032,,12.386101
328,131.550292,220.673787,1.002726,,0.589055,0.304752,0.641458,0.223059,0.373729,0.456134,0.514745,0.232805,0.482664,0.637126,0.387912,0.739725,0.493587,0.713990,0.465517,0.626609,0.674980,0.278737,0.613390,0.341574,,-1.080835,3.894679,1.808176,3.890462,-3.768039,-2.902286,-2.683615,4.159455,-3.656074,-2.400953,-2.996448,-1.151058,-2.064173,-0.842764,-2.166568,2.171393,-1.019898,4.176965,0.092548,3.539032,,12.384508
329,131.550292,220.673787,1.002044,,0.588487,0.301822,0.626589,0.221585,0.370317,0.452338,0.507306,0.233509,0.487203,0.636911,0.386121,0.744486,0.496395,0.713056,0.460955,0.615450,0.668716,0.273444,0.610501,0.340502,,-1.080835,3.894679,1.808176,3.890462,-3.768039,-2.902286,-2.683615,4.159455,-3.656074,-2.400953,-2.996448,-1.151058,-2.064173,-0.842764,-2.166568,2.171393,-1.019898,4.176965,0.092548,3.539032,,12.388096
330,131.550292,220.673787,1.000754,,0.584679,0.308151,0.618692,0.219964,0.366668,0.460679,0.507258,0.230476,0.488230,0.641810,0.386817,0.740479,0.494664,0.708668,0.452607,0.618015,0.663701,0.270837,0.616986,0.338854,,-1.080835,3.894679,1.808176,3.890462,-3.768039,-2.902286,-2.683615,4.159455,-3.656074,-2.400953,-2.996448,-1.151058,-2.064173,-0.842764,-2.166568,2.171393,-1.019898,4.176965,0.092548,3.539032,,12.394766
331,113.589418,220.673787,1.000000,,0.576551,0.306799,0.611880,0.220284,0.365914,0.454902,0.503817,0.228521,0.484036,0.631557,0.385916,0.722783,0.485853,0.735915,0.464327,0.616834,0.657883,0.268723,0.614352,0.332665,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.393001
332,113.589418,220.673787,1.000000,,0.582384,0.298875,0.613328,0.223664,0.365125,0.450452,0.495851,0.228521,0.482815,0.631764,0.378611,0.722421,0.484828,0.714259,0.455399,0.610131,0.650233,0.261713,0.605741,0.334372,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.414259
333,113.589418,220.673787,1.000137,,0.580927,0.297461,0.609925,0.222896,0.363950,0.450950,0.501965,0.226559,0.486930,0.628705,0.374494,0.713978,0.484736,0.697981,0.454962,0.590465,0.645527,0.256301,0.617570,0.335715,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.412877
334,113.589418,220.673787,1.000000,,0.579638,0.293383,0.606735,0.220559,0.360175,0.444427,0.502215,0.227592,0.479967,0.635473,0.371148,0.723100,0.478727,0.686668,0.464221,0.585172,0.639402,0.251670,0.614054,0.331305,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.414471
335,113.589418,220.673787,1.000882,,0.572571,0.293376,0.602352,0.213557,0.352738,0.441065,0.501185,0.226940,0.474672,0.637436,0.361357,0.738647,0.467763,0.695098,0.457575,0.569940,0.640146,0.251007,0.609591,0.333953,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.420073
336,113.589418,220.673787,1.001017,,0.566657,0.290330,0.604794,0.211169,0.348591,0.433366,0.498540,0.222306,0.469953,0.638874,0.364943,0.744546,0.465551,0.694628,0.454882,0.569649,0.629884,0.247586,0.588986,0.324996,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.419413
337,113.589418,220.673787,1.002384,,0.561399,0.290333,0.606132,0.210705,0.351264,0.423135,0.484453,0.223524,0.471833,0.653572,0.366290,0.738820,0.461663,0.698023,0.441912,0.564070,0.626229,0.245161,0.580173,0.323183,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.426110
338,113.589418,220.673787,1.005708,,0.554662,0.288336,0.601080,0.208083,0.355582,0.425963,0.488814,0.223743,0.470922,0.648265,0.372855,0.736212,0.461089,0.699469,0.452632,0.585176,0.619740,0.248128,0.590116,0.321258,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.427412
339,113.589418,220.673787,1.005700,,0.557366,0.287747,0.602412,0.212737,0.359114,0.423883,0.492660,0.224011,0.462282,0.644156,0.378684,0.740457,0.459090,0.697845,0.448255,0.586254,0.621282,0.252249,0.574460,0.324715,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.436057
340,113.589418,220.673787,1.004289,,0.559029,0.289255,0.602506,0.213499,0.352706,0.424707,0.486826,0.219208,0.462797,0.637105,0.377861,0.735845,0.450012,0.691870,0.451061,0.577089,0.618006,0.248132,0.571694,0.320763,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.436137
341,113.589418,220.673787,1.002033,,0.556280,0.285773,0.596262,0.215376,0.350136,0.424831,0.486482,0.214526,0.457715,0.631373,0.377748,0.721721,0.448273,0.686019,0.454851,0.582059,0.620411,0.249081,0.561467,0.325963,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.447795
342,113.589418,220.673787,1.003323,,0.556699,0.280406,0.592775,0.211692,0.348187,0.425503,0.497215,0.208842,0.463241,0.623842,0.367902,0.711945,0.442772,0.680479,0.457752,0.582468,0.626253,0.251591,0.554684,0.322688,,-1.767217,3.783321,1.837515,3.808211,-2.935974,-3.850225,-2.845125,4.258437,-3.320259,-2.118514,-4.080019,-0.114171,-3.038025,-0.204380,-2.125352,1.739184,-0.168134,4.079551,1.097225,2.963951,,12.444882
343,126.610605,220.673787,1.002588,,0.552012,0.283270,0.586813,0.213019,0.337823,0.430102,0.493538,0.206107,0.464642,0.628534,0.369916,0.709447,0.452131,0.683009,0.447723,0.582402,0.621588,0.254424,0.552188,0.322176,,-1.842584,3.455161,2.044084,4.185605,-4.468290,-4.057171,-2.011862,3.935352,-3.142325,-1.963145,-3.877022,0.290103,-1.951244,-1.099773,-1.167176,2.516846,-1.022323,3.912954,-0.690219,3.953027,,12.449226
344,137.055536,220.673787,1.001914,,0.558513,0.277807,0.582818,0.214048,0.335483,0.422111,0.490245,0.202106,0.464622,0.616866,0.372942,0.704607,0.454447,0.684241,0.440462,0.595068,0.618231,0.252323,0.549126,0.321775,,-2.375323,4.714990,2.984069,5.099829,-3.716743,-4.240800,-2.983842,4.019478,-4.948370,-3.326210,-5.072652,-0.795140,-2.723455,-0.145121,-2.120526,3.036738,-0.325280,5.097062,0.106553,4.714742,,12.459680
345,137.055536,220.673787,1.001685,,0.571711,0.276967,0.580153,0.213011,0.333030,0.413145,0.488935,0.199223,0.467716,0.618173,0.374167,0.707940,0.447034,0.673751,0.438307,0.606613,0.619616,0.249434,0.550959,0.319742,,-2.375323,4.714990,2.984069,5.099829,-3.716743,-4.240800,-2.983842,4.019478,-4.948370,-3.326210,-5.072652,-0.795140,-2.723455,-0.145121,-2.120526,3.036738,-0.325280,5.097062,0.106553,4.714742,,12.466502
346,128.714558,220.673787,1.001882,,0.566578,0.274787,0.583035,0.211329,0.330331,0.402758,0.490766,0.198606,0.457578,0.612722,0.374948,0.714222,0.450263,0.677061,0.435471,0.605339,0.607082,0.245513,0.539289,0.318205,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.475133
347,128.714558,220.673787,1.001194,,0.567973,0.277792,0.583655,0.208749,0.331732,0.402446,0.490240,0.195418,0.460142,0.613954,0.374292,0.706974,0.449990,0.672552,0.438147,0.609493,0.612447,0.245784,0.536652,0.314616,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.481033
348,128.714558,220.673787,1.000892,,0.564869,0.280492,0.575678,0.204580,0.331365,0.401103,0.485803,0.190893,0.452959,0.610643,0.371163,0.699008,0.450123,0.673982,0.434044,0.599349,0.634067,0.244666,0.536767,0.312115,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.475990
349,118.447428,220.673787,1.001982,,0.551046,0.280973,0.567436,0.200740,0.329187,0.403075,0.480467,0.191813,0.448085,0.621278,0.371950,0.713143,0.448155,0.688825,0.430859,0.600468,0.627126,0.241169,0.531909,0.305153,,-1.104174,3.893247,1.707017,4.071963,-4.058880,-4.106894,-3.188643,3.945682,-3.121869,-2.271654,-3.970117,0.162021,-3.100648,0.306733,-1.361856,2.250030,-1.072020,3.802498,0.987434,3.230131,,12.486018
350,118.447428,220.673787,1.002312,,0.547566,0.274257,0.567011,0.197975,0.319831,0.401269,0.474716,0.191002,0.443666,0.624037,0.369921,0.711807,0.441738,0.690641,0.435796,0.593327,0.642616,0.241992,0.530540,0.300002,,-1.104174,3.893247,1.707017,4.071963,-4.058880,-4.106894,-3.188643,3.945682,-3.121869,-2.271654,-3.970117,0.162021,-3.100648,0.306733,-1.361856,2.250030,-1.072020,3.802498,0.987434,3.230131,,12.495742
351,118.447428,220.673787,1.000861,,0.542902,0.270761,0.563249,0.194841,0.322662,0.416586,0.475077,0.193106,0.444264,0.631716,0.363011,0.737551,0.446286,0.691791,0.431220,0.594855,0.641994,0.238116,0.529310,0.296664,,-1.104174,3.893247,1.707017,4.071963,-4.058880,-4.106894,-3.188643,3.945682,-3.121869,-2.271654,-3.970117,0.162021,-3.100648,0.306733,-1.361856,2.250030,-1.072020,3.802498,0.987434,3.230131,,12.516151
352,115.219652,220.673787,1.000185,,0.537327,0.276363,0.562220,0.194525,0.318105,0.422600,0.474128,0.194298,0.439482,0.637729,0.364579,0.743556,0.457173,0.677754,0.438700,0.592400,0.642988,0.236899,0.530330,0.304860,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.514153
353,111.252548,220.673787,1.000625,,0.518703,0.278180,0.566404,0.192556,0.314008,0.411152,0.457609,0.192023,0.442536,0.632628,0.363717,0.726932,0.454820,0.664664,0.452063,0.594432,0.631412,0.238247,0.531817,0.295700,,-2.118628,4.238438,2.753133,4.863397,-3.960989,-3.093200,-0.954440,3.867727,-4.839111,-2.017433,-4.930904,0.097527,-3.985123,-0.066841,-0.117333,1.676968,-1.152009,3.497397,-0.035941,3.277367,,12.507872
354,115.219652,220.673787,1.000436,,0.505761,0.280987,0.551273,0.189728,0.317473,0.407891,0.459267,0.190450,0.440936,0.637098,0.357622,0.731267,0.451936,0.660684,0.458162,0.589219,0.641911,0.237802,0.529074,0.296916,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.514343
355,115.219652,220.673787,1.000493,,0.505543,0.275186,0.551703,0.187904,0.313386,0.412898,0.459482,0.186924,0.444311,0.634728,0.351763,0.744522,0.459033,0.650770,0.450997,0.590416,0.637395,0.236120,0.522618,0.292379,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.505853
356,115.219652,220.673787,1.003027,,0.509807,0.271188,0.547999,0.187227,0.316413,0.414226,0.463856,0.185827,0.443390,0.640165,0.353263,0.744299,0.456862,0.656582,0.452692,0.583400,0.635064,0.235213,0.520655,0.290510,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.503097
357,115.219652,220.673787,1.001227,,0.505523,0.267666,0.547408,0.185937,0.314741,0.413198,0.459470,0.185721,0.450749,0.648639,0.343499,0.734423,0.456597,0.656644,0.447201,0.588058,0.638227,0.232160,0.514333,0.292352,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.499536
358,115.219652,220.673787,1.004937,,0.490357,0.272743,0.547613,0.185858,0.316630,0.416059,0.455051,0.185914,0.441699,0.642366,0.349484,0.731318,0.463457,0.651994,0.438926,0.583609,0.649544,0.229527,0.513032,0.292490,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.506250
359,115.219652,220.673787,1.004904,,0.492816,0.270457,0.548827,0.188830,0.318934,0.419025,0.458349,0.182938,0.445224,0.640638,0.348882,0.724180,0.468538,0.645853,0.432296,0.575490,0.651204,0.230483,0.513530,0.291821,,-1.079811,4.354319,3.198446,4.032101,-4.012398,-3.695091,-2.840270,4.234996,-3.171627,-1.872424,-3.897667,0.954162,-3.931382,-0.868260,-1.494410,1.805481,-1.797253,4.012002,0.027194,3.041892,,12.501059
360,128.714558,220.673787,1.003931,,0.484394,0.267820,0.551311,0.181991,0.322441,0.418673,0.456335,0.182502,0.445077,0.630406,0.346522,0.716602,0.468214,0.637653,0.434910,0.575900,0.642391,0.227236,0.511298,0.288927,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.496720
361,128.714558,220.673787,1.002019,,0.481768,0.265092,0.546298,0.181689,0.316687,0.420964,0.459352,0.178973,0.435508,0.628951,0.349975,0.705852,0.464214,0.641957,0.442940,0.563055,0.639522,0.223714,0.505053,0.286012,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.503149
362,128.714558,220.673787,1.003261,,0.490528,0.261179,0.543637,0.180517,0.311639,0.421281,0.460091,0.179397,0.437351,0.627218,0.348617,0.703887,0.459454,0.647547,0.443603,0.562101,0.645114,0.221109,0.505792,0.286782,,-1.091368,4.221136,1.467079,3.851463,-3.156022,-4.865406,-2.990765,3.207537,-3.179966,-1.934272,-2.601899,0.266447,-2.841662,-0.002405,-1.858792,2.104213,-0.721913,3.977460,0.020424,3.128711,,12.504787
363,125.026292,220.673787,1.006312,,0.489519,0.256192,0.543885,0.177212,0.303901,0.416203,0.458736,0.178315,0.435852,0.630095,0.349356,0.704263,0.476246,0.648876,0.438969,0.557898,0.644186,0.219203,0.500073,0.295512,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.501891
364,125.026292,220.673787,1.007227,,0.491871,0.255334,0.540315,0.173638,0.296508,0.410463,0.462901,0.177157,0.433259,0.626770,0.346324,0.695938,0.474164,0.635573,0.434122,0.558440,0.654011,0.218786,0.500550,0.292251,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.503205
365,125.026292,220.673787,1.006236,,0.489242,0.255816,0.539310,0.173334,0.297086,0.406238,0.451495,0.176792,0.423901,0.633989,0.336698,0.683176,0.478633,0.633474,0.432349,0.552204,0.656825,0.213960,0.494020,0.291028,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.514360
366,125.026292,220.673787,1.006583,,0.500144,0.254275,0.541689,0.174409,0.304284,0.407851,0.451030,0.175656,0.417837,0.631648,0.336226,0.684016,0.478380,0.626430,0.432721,0.546958,0.660937,0.210183,0.498486,0.298433,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.511710
367,125.026292,220.673787,1.006475,,0.491402,0.252539,0.551668,0.173042,0.303295,0.413793,0.447864,0.170635,0.415606,0.636859,0.338463,0.717669,0.476806,0.621997,0.441779,0.535338,0.666384,0.207760,0.515108,0.301915,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.507939
368,125.026292,220.673787,1.006954,,0.493156,0.249382,0.546998,0.173077,0.308400,0.410955,0.447051,0.170537,0.410487,0.641766,0.339565,0.712514,0.485911,0.626057,0.433245,0.530100,0.663322,0.209451,0.503927,0.295105,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.519086
369,125.026292,211.312720,1.005828,,0.493833,0.250320,0.543612,0.173663,0.309720,0.410757,0.443534,0.167188,0.415155,0.663942,0.338766,0.710472,0.493255,0.629145,0.430423,0.519682,0.661809,0.211058,0.507771,0.305324,,-0.025910,4.100823,0.023718,4.520549,-4.080054,-2.839328,-2.214407,4.502599,-4.107574,-1.067423,-4.102351,1.321463,-3.879886,-0.333345,-1.904522,1.213702,-1.038198,3.997860,-0.061397,2.973684,,12.540759
