dimension,200,seed,1
,mode,2
times,cosR,error
257.700000,0.995092,0.034400
257.800000,0.995097,0.034400
257.900000,0.995103,0.034400
258.000000,0.995106,0.034400
258.100000,0.995113,0.034400
258.200000,0.995118,0.034500
258.300000,0.995120,0.034500
258.400000,0.995127,0.034500
258.500000,0.995134,0.034500
258.600000,0.995137,0.034400
258.700000,0.995139,0.034500
258.800000,0.995141,0.034400
258.900000,0.995142,0.034400
259.000000,0.995147,0.034200
259.100000,0.995153,0.034300
259.200000,0.995156,0.034300
259.300000,0.995166,0.034300
259.400000,0.995166,0.034300
259.500000,0.995169,0.034300
259.600000,0.995173,0.034300
259.700000,0.995174,0.034300
259.800000,0.995176,0.034400
259.900000,0.995179,0.034200
260.000000,0.995184,0.034100
260.100000,0.995185,0.034100
260.200000,0.995192,0.034200
260.300000,0.995195,0.034200
260.400000,0.995205,0.034100
260.500000,0.995205,0.034100
260.600000,0.995207,0.034100
260.700000,0.995211,0.034100
260.800000,0.995216,0.034200
260.900000,0.995220,0.034300
261.000000,0.995223,0.034100
261.100000,0.995225,0.033900
261.200000,0.995230,0.033800
261.300000,0.995235,0.033900
261.400000,0.995236,0.033900
261.500000,0.995241,0.033900
261.600000,0.995247,0.033900
261.700000,0.995252,0.033900
261.800000,0.995257,0.033900
261.900000,0.995264,0.033800
262.000000,0.995270,0.033900
262.100000,0.995273,0.033900
262.200000,0.995278,0.033800
262.300000,0.995281,0.033800
262.400000,0.995290,0.033900
262.500000,0.995291,0.033900
262.600000,0.995291,0.033900
262.700000,0.995298,0.033900
262.800000,0.995301,0.033900
262.900000,0.995303,0.033900
263.000000,0.995307,0.034000
263.100000,0.995311,0.034000
263.200000,0.995315,0.034000
263.300000,0.995316,0.034000
263.400000,0.995317,0.034000
263.500000,0.995323,0.034000
263.600000,0.995325,0.034000
263.700000,0.995330,0.033900
263.800000,0.995332,0.033900
263.900000,0.995335,0.033900
264.000000,0.995348,0.034000
264.100000,0.995354,0.034000
264.200000,0.995358,0.034000
264.300000,0.995360,0.034000
264.400000,0.995364,0.034000
264.500000,0.995370,0.033900
264.600000,0.995372,0.034000
264.700000,0.995381,0.034000
264.800000,0.995384,0.033900
264.900000,0.995388,0.033900
265.000000,0.995390,0.033800
265.100000,0.995391,0.033800
265.200000,0.995397,0.033700
265.300000,0.995402,0.033600
265.400000,0.995404,0.033600
265.500000,0.995408,0.033600
265.600000,0.995417,0.033700
265.700000,0.995418,0.033800
265.800000,0.995420,0.033700
265.900000,0.995421,0.033700
266.000000,0.995423,0.033700
266.100000,0.995425,0.033600
266.200000,0.995428,0.033600
266.300000,0.995429,0.033600
266.400000,0.995430,0.033600
266.500000,0.995439,0.033700
266.600000,0.995446,0.033700
266.700000,0.995449,0.033700
266.800000,0.995455,0.033600
266.900000,0.995456,0.033600
267.000000,0.995461,0.033600
267.100000,0.995470,0.033500
267.200000,0.995471,0.033500
267.300000,0.995472,0.033500
267.400000,0.995474,0.033500
267.500000,0.995477,0.033500
267.600000,0.995479,0.033400
267.700000,0.995481,0.033400
267.800000,0.995484,0.033300
267.900000,0.995488,0.033200
268.000000,0.995490,0.033200
268.100000,0.995492,0.033100
268.200000,0.995493,0.033300
268.300000,0.995495,0.033200
268.400000,0.995499,0.033200
268.500000,0.995503,0.033200
268.600000,0.995509,0.033200
268.700000,0.995509,0.033300
268.800000,0.995510,0.033300
268.900000,0.995520,0.033300
269.000000,0.995523,0.033300
269.100000,0.995526,0.033200
269.200000,0.995534,0.033200
269.300000,0.995537,0.033300
269.400000,0.995539,0.033300
269.500000,0.995550,0.033200
269.600000,0.995559,0.033000
269.700000,0.995560,0.033000
269.800000,0.995564,0.032900
269.900000,0.995565,0.032900
270.000000,0.995567,0.032900
270.100000,0.995568,0.032900
270.200000,0.995572,0.032800
270.300000,0.995578,0.032700
270.400000,0.995582,0.032700
270.500000,0.995586,0.032800
270.600000,0.995588,0.032700
270.700000,0.995592,0.032900
270.800000,0.995595,0.032900
270.900000,0.995601,0.032900
271.000000,0.995604,0.032800
271.100000,0.995612,0.032800
271.200000,0.995612,0.032800
271.300000,0.995619,0.032900
271.400000,0.995619,0.032900
271.500000,0.995625,0.032800
271.600000,0.995628,0.032800
271.700000,0.995632,0.032800
271.800000,0.995635,0.032800
271.900000,0.995638,0.032700
272.000000,0.995641,0.032700
272.100000,0.995644,0.032700
272.200000,0.995647,0.032700
272.300000,0.995647,0.032700
272.400000,0.995649,0.032700
272.500000,0.995650,0.032600
272.600000,0.995650,0.032700
272.700000,0.995652,0.032600
272.800000,0.995656,0.032600
272.900000,0.995658,0.032700
273.000000,0.995660,0.032600
273.100000,0.995663,0.032600
273.200000,0.995664,0.032600
273.300000,0.995667,0.032600
273.400000,0.995673,0.032800
273.500000,0.995675,0.032800
273.600000,0.995680,0.032600
273.700000,0.995686,0.032600
273.800000,0.995690,0.032600
273.900000,0.995693,0.032600
274.000000,0.995696,0.032600
274.100000,0.995699,0.032600
274.200000,0.995702,0.032600
274.300000,0.995702,0.032600
274.400000,0.995706,0.032600
274.500000,0.995709,0.032600
274.600000,0.995713,0.032600
274.700000,0.995719,0.032600
274.800000,0.995720,0.032600
274.900000,0.995734,0.032600
275.000000,0.995739,0.032600
275.100000,0.995749,0.032500
275.200000,0.995753,0.032500
275.300000,0.995757,0.032500
275.400000,0.995758,0.032500
275.500000,0.995760,0.032600
275.600000,0.995761,0.032600
275.700000,0.995762,0.032600
275.800000,0.995763,0.032600
275.900000,0.995767,0.032600
276.000000,0.995772,0.032500
276.100000,0.995773,0.032500
276.200000,0.995776,0.032500
276.300000,0.995779,0.032400
276.400000,0.995780,0.032400
276.500000,0.995782,0.032400
276.600000,0.995784,0.032400
276.700000,0.995787,0.032400
276.800000,0.995793,0.032400
276.900000,0.995794,0.032400
277.000000,0.995797,0.032400
277.100000,0.995801,0.032400
277.200000,0.995806,0.032300
277.300000,0.995809,0.032300
277.400000,0.995812,0.032300
277.500000,0.995814,0.032300
277.600000,0.995816,0.032300
277.700000,0.995817,0.032300
277.800000,0.995821,0.032300
277.900000,0.995823,0.032300
278.000000,0.995827,0.032300
278.100000,0.995832,0.032300
278.200000,0.995836,0.032300
278.300000,0.995838,0.032300
278.400000,0.995842,0.032300
278.500000,0.995849,0.032200
278.600000,0.995853,0.032200
278.700000,0.995859,0.032300
278.800000,0.995860,0.032300
278.900000,0.995861,0.032200
279.000000,0.995865,0.032200
279.100000,0.995865,0.032200
279.200000,0.995868,0.032200
279.300000,0.995874,0.032200
279.400000,0.995877,0.032200
279.500000,0.995879,0.032200
279.600000,0.995880,0.032200
279.700000,0.995881,0.032200
279.800000,0.995888,0.032200
279.900000,0.995894,0.032200
280.000000,0.995895,0.032200
280.100000,0.995897,0.032200
280.200000,0.995901,0.032200
280.300000,0.995902,0.032200
280.400000,0.995908,0.032200
280.500000,0.995911,0.032200
280.600000,0.995913,0.032200
280.700000,0.995922,0.032300
280.800000,0.995925,0.032300
280.900000,0.995927,0.032300
281.000000,0.995928,0.032300
281.100000,0.995933,0.032300
281.200000,0.995935,0.032300
281.300000,0.995937,0.032300
281.400000,0.995939,0.032300
281.500000,0.995945,0.032200
281.600000,0.995947,0.032200
281.700000,0.995949,0.032200
281.800000,0.995958,0.032200
281.900000,0.995960,0.032200
282.000000,0.995967,0.032200
282.100000,0.995969,0.032200
282.200000,0.995975,0.032200
282.300000,0.995984,0.032100
282.400000,0.995990,0.032000
282.500000,0.995994,0.032000
282.600000,0.995996,0.032000
282.700000,0.995997,0.032000
282.800000,0.995998,0.032000
282.900000,0.996000,0.032000
283.000000,0.996003,0.032000
283.100000,0.996009,0.032000
283.200000,0.996012,0.032000
283.300000,0.996013,0.032100
283.400000,0.996015,0.032100
283.500000,0.996020,0.032000
283.600000,0.996027,0.031900
283.700000,0.996029,0.031900
283.800000,0.996035,0.031900
283.900000,0.996040,0.031900
284.000000,0.996043,0.032000
284.100000,0.996050,0.032000
284.200000,0.996051,0.032000
284.300000,0.996053,0.032100
284.400000,0.996057,0.032000
284.500000,0.996058,0.032000
284.600000,0.996060,0.032000
284.700000,0.996062,0.032000
284.800000,0.996067,0.031900
284.900000,0.996067,0.031900
285.000000,0.996069,0.031900
285.100000,0.996069,0.031900
285.200000,0.996075,0.031800
285.300000,0.996076,0.031700
285.400000,0.996076,0.031700
285.500000,0.996078,0.031800
285.600000,0.996079,0.031800
285.700000,0.996084,0.031900
285.800000,0.996086,0.031800
285.900000,0.996092,0.031800
286.000000,0.996094,0.031700
286.100000,0.996100,0.031600
286.200000,0.996103,0.031600
286.300000,0.996106,0.031600
286.400000,0.996107,0.031600
286.500000,0.996111,0.031500
286.600000,0.996116,0.031500
286.700000,0.996118,0.031500
286.800000,0.996118,0.031500
286.900000,0.996119,0.031500
287.000000,0.996123,0.031500
287.100000,0.996126,0.031500
287.200000,0.996126,0.031500
287.300000,0.996130,0.031500
287.400000,0.996132,0.031500
287.500000,0.996135,0.031500
287.600000,0.996136,0.031500
287.700000,0.996138,0.031500
287.800000,0.996139,0.031500
287.900000,0.996146,0.031500
288.000000,0.996148,0.031400
288.100000,0.996148,0.031500
288.200000,0.996153,0.031400
288.300000,0.996154,0.031400
288.400000,0.996158,0.031300
288.500000,0.996158,0.031300
288.600000,0.996162,0.031300
288.700000,0.996164,0.031200
288.800000,0.996171,0.031400
288.900000,0.996174,0.031400
289.000000,0.996181,0.031300
289.100000,0.996182,0.031300
289.200000,0.996184,0.031300
289.300000,0.996193,0.031300
289.400000,0.996194,0.031300
289.500000,0.996198,0.031400
289.600000,0.996201,0.031300
289.700000,0.996204,0.031200
289.800000,0.996217,0.031000
289.900000,0.996217,0.031100
290.000000,0.996221,0.031300
290.100000,0.996225,0.031200
290.200000,0.996230,0.031100
290.300000,0.996234,0.031200
290.400000,0.996236,0.031200
290.500000,0.996237,0.031200
290.600000,0.996240,0.031200
290.700000,0.996245,0.031200
290.800000,0.996245,0.031200
290.900000,0.996247,0.031200
291.000000,0.996250,0.031300
291.100000,0.996251,0.031300
291.200000,0.996253,0.031300
291.300000,0.996254,0.031300
291.400000,0.996258,0.031100
291.500000,0.996261,0.031200
291.600000,0.996263,0.031100
291.700000,0.996265,0.031000
291.800000,0.996267,0.031000
291.900000,0.996273,0.031100
292.000000,0.996274,0.031100
292.100000,0.996276,0.031000
292.200000,0.996276,0.031000
292.300000,0.996278,0.031000
292.400000,0.996283,0.031100
292.500000,0.996284,0.031000
292.600000,0.996284,0.031000
292.700000,0.996285,0.031000
292.800000,0.996286,0.031000
292.900000,0.996287,0.030900
293.000000,0.996290,0.030900
293.100000,0.996293,0.030800
293.200000,0.996295,0.030800
293.300000,0.996296,0.030900
293.400000,0.996296,0.030900
293.500000,0.996303,0.030700
293.600000,0.996306,0.030900
293.700000,0.996311,0.030800
293.800000,0.996314,0.030900
293.900000,0.996319,0.030900
294.000000,0.996320,0.030900
294.100000,0.996324,0.030900
294.200000,0.996327,0.030900
294.300000,0.996328,0.030900
294.400000,0.996329,0.030900
294.500000,0.996329,0.030900
294.600000,0.996331,0.030900
294.700000,0.996335,0.030800
294.800000,0.996336,0.030800
294.900000,0.996344,0.030800
295.000000,0.996347,0.030800
295.100000,0.996350,0.030700
295.200000,0.996353,0.030700
295.300000,0.996357,0.030600
295.400000,0.996363,0.030600
295.500000,0.996369,0.030600
295.600000,0.996378,0.030800
295.700000,0.996382,0.030700
295.800000,0.996387,0.030600
295.900000,0.996389,0.030600
296.000000,0.996391,0.030600
296.100000,0.996391,0.030500
296.200000,0.996395,0.030600
296.300000,0.996400,0.030500
296.400000,0.996402,0.030500
296.500000,0.996407,0.030600
296.600000,0.996409,0.030600
296.700000,0.996411,0.030500
296.800000,0.996414,0.030600
296.900000,0.996420,0.030400
297.000000,0.996424,0.030400
297.100000,0.996430,0.030300
297.200000,0.996433,0.030200
297.300000,0.996436,0.030200
297.400000,0.996439,0.030200
297.500000,0.996444,0.030200
297.600000,0.996446,0.030300
297.700000,0.996446,0.030300
297.800000,0.996449,0.030300
297.900000,0.996453,0.030200
298.000000,0.996454,0.030200
298.100000,0.996455,0.030200
298.200000,0.996458,0.030200
298.300000,0.996464,0.030100
298.400000,0.996465,0.030100
298.500000,0.996466,0.030100
298.600000,0.996469,0.030100
298.700000,0.996475,0.030200
298.800000,0.996477,0.030200
298.900000,0.996477,0.030000
299.000000,0.996480,0.030200
299.100000,0.996481,0.030200
299.200000,0.996488,0.030200
299.300000,0.996491,0.030200
299.400000,0.996493,0.030200
299.500000,0.996493,0.030200
299.600000,0.996494,0.030200
299.700000,0.996499,0.030100
299.800000,0.996499,0.030100
299.900000,0.996502,0.030100
300.000000,0.996503,0.030100
300.100000,0.996511,0.030000
300.200000,0.996513,0.030100
300.300000,0.996514,0.030100
300.400000,0.996517,0.029900
300.500000,0.996518,0.030000
300.600000,0.996519,0.030000
300.700000,0.996523,0.029900
300.800000,0.996526,0.029900
300.900000,0.996532,0.029900
301.000000,0.996534,0.029800
301.100000,0.996537,0.029800
301.200000,0.996537,0.029800
301.300000,0.996538,0.029800
301.400000,0.996541,0.029800
301.500000,0.996543,0.029800
301.600000,0.996544,0.029800
301.700000,0.996545,0.029800
301.800000,0.996546,0.029800
301.900000,0.996548,0.029800
302.000000,0.996549,0.029600
302.100000,0.996550,0.029700
302.200000,0.996553,0.029600
302.300000,0.996556,0.029600
302.400000,0.996557,0.029600
302.500000,0.996559,0.029500
302.600000,0.996561,0.029600
302.700000,0.996562,0.029600
302.800000,0.996563,0.029700
302.900000,0.996564,0.029700
303.000000,0.996565,0.029700
303.100000,0.996566,0.029700
303.200000,0.996569,0.029600
303.300000,0.996570,0.029500
303.400000,0.996573,0.029500
303.500000,0.996578,0.029600
303.600000,0.996580,0.029600
303.700000,0.996583,0.029600
303.800000,0.996585,0.029500
303.900000,0.996587,0.029500
304.000000,0.996588,0.029600
304.100000,0.996588,0.029600
304.200000,0.996590,0.029600
304.300000,0.996592,0.029600
304.400000,0.996595,0.029500
304.500000,0.996596,0.029500
304.600000,0.996603,0.029400
304.700000,0.996603,0.029400
304.800000,0.996604,0.029400
304.900000,0.996605,0.029400
305.000000,0.996605,0.029400
305.100000,0.996606,0.029300
305.200000,0.996608,0.029300
305.300000,0.996610,0.029300
305.400000,0.996610,0.029300
305.500000,0.996612,0.029300
305.600000,0.996618,0.029400
305.700000,0.996620,0.029300
305.800000,0.996622,0.029400
305.900000,0.996622,0.029400
306.000000,0.996624,0.029300
306.100000,0.996626,0.029200
306.200000,0.996630,0.029200
306.300000,0.996630,0.029200
306.400000,0.996636,0.029300
306.500000,0.996637,0.029100
306.600000,0.996639,0.029200
306.700000,0.996641,0.029200
306.800000,0.996644,0.029100
306.900000,0.996645,0.029000
307.000000,0.996646,0.029100
307.100000,0.996649,0.029200
307.200000,0.996651,0.029100
307.300000,0.996652,0.029100
307.400000,0.996654,0.029100
307.500000,0.996659,0.028900
307.600000,0.996661,0.028900
307.700000,0.996663,0.029000
307.800000,0.996665,0.028900
307.900000,0.996666,0.029000
308.000000,0.996666,0.029000
308.100000,0.996668,0.029200
308.200000,0.996670,0.029200
308.300000,0.996673,0.029200
308.400000,0.996674,0.029100
308.500000,0.996675,0.029000
308.600000,0.996677,0.029000
308.700000,0.996679,0.029100
308.800000,0.996679,0.029100
308.900000,0.996679,0.029200
309.000000,0.996682,0.029200
309.100000,0.996685,0.029300
309.200000,0.996689,0.029100
309.300000,0.996691,0.028900
309.400000,0.996693,0.028800
309.500000,0.996698,0.029000
309.600000,0.996700,0.028900
309.700000,0.996702,0.028800
309.800000,0.996703,0.028800
309.900000,0.996703,0.028900
310.000000,0.996713,0.028900
310.100000,0.996714,0.028800
310.200000,0.996716,0.028500
310.300000,0.996719,0.028800
310.400000,0.996720,0.028900
310.500000,0.996722,0.028900
310.600000,0.996724,0.028800
310.700000,0.996725,0.028800
310.800000,0.996728,0.028900
310.900000,0.996731,0.028800
311.000000,0.996734,0.028800
311.100000,0.996734,0.028800
311.200000,0.996735,0.028800
311.300000,0.996735,0.028800
311.400000,0.996736,0.028800
311.500000,0.996739,0.028800
311.600000,0.996742,0.028700
311.700000,0.996744,0.028700
311.800000,0.996746,0.028700
311.900000,0.996747,0.028700
312.000000,0.996755,0.028700
312.100000,0.996760,0.028700
312.200000,0.996762,0.028700
312.300000,0.996764,0.028700
312.400000,0.996766,0.028700
312.500000,0.996768,0.028700
312.600000,0.996771,0.028700
312.700000,0.996774,0.028700
312.800000,0.996776,0.028700
312.900000,0.996777,0.028700
313.000000,0.996780,0.028700
313.100000,0.996780,0.028700
313.200000,0.996781,0.028700
313.300000,0.996783,0.028700
313.400000,0.996789,0.028800
313.500000,0.996789,0.028800
313.600000,0.996791,0.028800
313.700000,0.996796,0.028800
313.800000,0.996797,0.028800
313.900000,0.996800,0.028700
314.000000,0.996804,0.028700
314.100000,0.996805,0.028600
314.200000,0.996807,0.028600
314.300000,0.996811,0.028500
314.400000,0.996811,0.028600
314.500000,0.996812,0.028600
314.600000,0.996812,0.028600
314.700000,0.996814,0.028700
314.800000,0.996816,0.028800
314.900000,0.996822,0.028600
315.000000,0.996823,0.028600
315.100000,0.996831,0.028600
315.200000,0.996831,0.028600
315.300000,0.996836,0.028500
315.400000,0.996844,0.028300
315.500000,0.996847,0.028300
315.600000,0.996847,0.028300
315.700000,0.996848,0.028300
315.800000,0.996852,0.028400
315.900000,0.996855,0.028400
316.000000,0.996855,0.028400
316.100000,0.996859,0.028400
316.200000,0.996862,0.028200
316.300000,0.996864,0.028300
316.400000,0.996870,0.028200
316.500000,0.996872,0.028200
316.600000,0.996873,0.028200
316.700000,0.996874,0.028200
316.800000,0.996875,0.028200
316.900000,0.996880,0.028100
317.000000,0.996883,0.028100
317.100000,0.996884,0.028100
317.200000,0.996886,0.028100
317.300000,0.996887,0.028100
317.400000,0.996889,0.028100
317.500000,0.996892,0.028100
317.600000,0.996893,0.028000
317.700000,0.996895,0.028000
317.800000,0.996897,0.028000
317.900000,0.996902,0.028000
318.000000,0.996902,0.028000
318.100000,0.996904,0.028000
318.200000,0.996906,0.028000
318.300000,0.996909,0.027900
318.400000,0.996910,0.027900
318.500000,0.996911,0.028000
318.600000,0.996914,0.027900
318.700000,0.996916,0.027900
318.800000,0.996917,0.028000
318.900000,0.996920,0.027900
319.000000,0.996925,0.027900
319.100000,0.996927,0.027900
319.200000,0.996927,0.027900
319.300000,0.996931,0.027900
319.400000,0.996933,0.027900
319.500000,0.996935,0.027900
319.600000,0.996936,0.027900
319.700000,0.996938,0.027900
319.800000,0.996939,0.027900
319.900000,0.996943,0.027900
320.000000,0.996944,0.028000
320.100000,0.996944,0.028000
320.200000,0.996947,0.028000
320.300000,0.996951,0.028000
320.400000,0.996951,0.028000
320.500000,0.996953,0.027900
320.600000,0.996955,0.028000
320.700000,0.996960,0.027700
320.800000,0.996961,0.027800
320.900000,0.996962,0.027700
321.000000,0.996963,0.027600
321.100000,0.996965,0.027700
321.200000,0.996967,0.027600
321.300000,0.996970,0.027700
321.400000,0.996971,0.027700
321.500000,0.996973,0.027700
321.600000,0.996976,0.027800
321.700000,0.996977,0.027900
321.800000,0.996979,0.027900
321.900000,0.996982,0.027800
322.000000,0.996983,0.027800
322.100000,0.996984,0.027800
322.200000,0.996985,0.027800
322.300000,0.996985,0.027800
322.400000,0.996986,0.027800
322.500000,0.996988,0.027800
322.600000,0.996992,0.027600
322.700000,0.996995,0.027700
322.800000,0.996997,0.027600
322.900000,0.997000,0.027700
323.000000,0.997002,0.027600
323.100000,0.997006,0.027500
323.200000,0.997008,0.027600
323.300000,0.997009,0.027600
323.400000,0.997010,0.027500
323.500000,0.997011,0.027600
323.600000,0.997014,0.027400
323.700000,0.997015,0.027400
323.800000,0.997015,0.027400
323.900000,0.997016,0.027400
324.000000,0.997018,0.027500
324.100000,0.997021,0.027500
324.200000,0.997023,0.027400
324.300000,0.997024,0.027400
324.400000,0.997026,0.027300
324.500000,0.997029,0.027200
324.600000,0.997030,0.027200
324.700000,0.997034,0.027300
324.800000,0.997035,0.027300
324.900000,0.997036,0.027300
325.000000,0.997038,0.027200
325.100000,0.997040,0.027200
325.200000,0.997042,0.027200
325.300000,0.997042,0.027200
325.400000,0.997045,0.027200
325.500000,0.997045,0.027200
325.600000,0.997047,0.027200
325.700000,0.997049,0.027200
325.800000,0.997050,0.027200
325.900000,0.997052,0.027200
326.000000,0.997052,0.027200
326.100000,0.997053,0.027200
326.200000,0.997054,0.027200
326.300000,0.997054,0.027200
326.400000,0.997056,0.027200
326.500000,0.997056,0.027200
326.600000,0.997059,0.027200
326.700000,0.997062,0.027200
326.800000,0.997063,0.027200
326.900000,0.997063,0.027200
327.000000,0.997065,0.027200
327.100000,0.997065,0.027200
327.200000,0.997066,0.027200
327.300000,0.997068,0.027200
327.400000,0.997069,0.027200
327.500000,0.997070,0.027200
327.600000,0.997070,0.027200
327.700000,0.997072,0.027200
327.800000,0.997072,0.027200
327.900000,0.997073,0.027200
328.000000,0.997075,0.027200
328.100000,0.997076,0.027200
328.200000,0.997079,0.027200
328.300000,0.997082,0.027100
328.400000,0.997084,0.027100
328.500000,0.997092,0.027000
328.600000,0.997094,0.027000
328.700000,0.997096,0.027100
328.800000,0.997098,0.027100
328.900000,0.997099,0.027200
329.000000,0.997100,0.027200
329.100000,0.997101,0.027200
329.200000,0.997102,0.027100
329.300000,0.997102,0.027100
329.400000,0.997105,0.027100
329.500000,0.997107,0.027100
329.600000,0.997108,0.027100
329.700000,0.997110,0.027100
329.800000,0.997112,0.027000
329.900000,0.997114,0.026900
330.000000,0.997117,0.026900
330.100000,0.997121,0.027000
330.200000,0.997123,0.026900
330.300000,0.997124,0.027000
330.400000,0.997127,0.027000
330.500000,0.997129,0.026900
330.600000,0.997130,0.026900
330.700000,0.997132,0.026900
330.800000,0.997134,0.027000
330.900000,0.997137,0.027000
331.000000,0.997138,0.026900
331.100000,0.997139,0.026900
331.200000,0.997141,0.026900
331.300000,0.997141,0.026900
331.400000,0.997145,0.027100
331.500000,0.997147,0.027100
331.600000,0.997150,0.027100
331.700000,0.997154,0.027100
331.800000,0.997155,0.027100
331.900000,0.997158,0.027100
332.000000,0.997160,0.027100
332.100000,0.997163,0.027000
332.200000,0.997166,0.026900
332.300000,0.997168,0.026900
332.400000,0.997172,0.026900
332.500000,0.997173,0.026900
332.600000,0.997175,0.026900
332.700000,0.997178,0.026900
332.800000,0.997179,0.026900
332.900000,0.997181,0.026900
333.000000,0.997184,0.026900
333.100000,0.997185,0.026900
333.200000,0.997186,0.026900
333.300000,0.997187,0.026900
333.400000,0.997189,0.026900
333.500000,0.997189,0.026900
333.600000,0.997191,0.026900
333.700000,0.997192,0.026900
333.800000,0.997193,0.026900
333.900000,0.997194,0.026900
334.000000,0.997195,0.026900
334.100000,0.997198,0.026900
334.200000,0.997202,0.026900
334.300000,0.997205,0.026900
334.400000,0.997206,0.026800
334.500000,0.997211,0.026700
334.600000,0.997214,0.026700
334.700000,0.997218,0.026700
334.800000,0.997219,0.026700
334.900000,0.997222,0.026700
335.000000,0.997222,0.026800
335.100000,0.997224,0.026800
335.200000,0.997226,0.026800
335.300000,0.997227,0.026800
335.400000,0.997228,0.026700
335.500000,0.997228,0.026700
335.600000,0.997233,0.026700
335.700000,0.997236,0.026600
335.800000,0.997237,0.026600
335.900000,0.997240,0.026700
336.000000,0.997241,0.026700
336.100000,0.997242,0.026700
336.200000,0.997242,0.026700
336.300000,0.997243,0.026700
336.400000,0.997245,0.026600
336.500000,0.997248,0.026700
336.600000,0.997250,0.026500
336.700000,0.997251,0.026600
336.800000,0.997253,0.026600
336.900000,0.997254,0.026600
337.000000,0.997258,0.026600
337.100000,0.997259,0.026600
337.200000,0.997259,0.026600
337.300000,0.997260,0.026600
337.400000,0.997262,0.026600
337.500000,0.997263,0.026500
337.600000,0.997265,0.026400
337.700000,0.997267,0.026400
337.800000,0.997267,0.026400
337.900000,0.997268,0.026400
338.000000,0.997269,0.026400
338.100000,0.997270,0.026400
338.200000,0.997272,0.026400
338.300000,0.997273,0.026400
338.400000,0.997275,0.026400
338.500000,0.997277,0.026400
338.600000,0.997278,0.026400
338.700000,0.997278,0.026400
338.800000,0.997279,0.026400
338.900000,0.997281,0.026400
339.000000,0.997283,0.026400
339.100000,0.997286,0.026400
339.200000,0.997287,0.026400
339.300000,0.997288,0.026400
339.400000,0.997290,0.026400
339.500000,0.997293,0.026400
339.600000,0.997293,0.026400
339.700000,0.997295,0.026400
339.800000,0.997297,0.026400
339.900000,0.997299,0.026400
340.000000,0.997300,0.026400
340.100000,0.997301,0.026400
340.200000,0.997303,0.026400
340.300000,0.997304,0.026400
340.400000,0.997312,0.026300
340.500000,0.997314,0.026200
340.600000,0.997315,0.026200
340.700000,0.997318,0.026200
340.800000,0.997320,0.026300
340.900000,0.997320,0.026300
341.000000,0.997322,0.026200
341.100000,0.997324,0.026300
341.200000,0.997325,0.026300
341.300000,0.997326,0.026200
341.400000,0.997331,0.026300
341.500000,0.997331,0.026300
341.600000,0.997335,0.026200
341.700000,0.997337,0.026200
341.800000,0.997339,0.026100
341.900000,0.997340,0.026100
342.000000,0.997341,0.026100
342.100000,0.997341,0.026100
342.200000,0.997342,0.026100
342.300000,0.997343,0.026100
342.400000,0.997345,0.026200
342.500000,0.997346,0.026100
342.600000,0.997347,0.026100
342.700000,0.997349,0.026100
342.800000,0.997353,0.026000
342.900000,0.997354,0.026100
343.000000,0.997357,0.026100
343.100000,0.997357,0.026100
343.200000,0.997359,0.025900
343.300000,0.997363,0.026000
343.400000,0.997369,0.026200
343.500000,0.997371,0.026100
343.600000,0.997374,0.026100
343.700000,0.997377,0.026000
343.800000,0.997377,0.026000
343.900000,0.997379,0.026000
344.000000,0.997380,0.026000
344.100000,0.997382,0.026000
344.200000,0.997385,0.025800
344.300000,0.997387,0.025800
344.400000,0.997389,0.026000
344.500000,0.997389,0.026000
344.600000,0.997390,0.026000
344.700000,0.997392,0.025800
344.800000,0.997393,0.025800
344.900000,0.997394,0.025800
345.000000,0.997396,0.025800
345.100000,0.997398,0.025700
345.200000,0.997404,0.025800
345.300000,0.997406,0.025800
345.400000,0.997407,0.025900
345.500000,0.997408,0.025800
345.600000,0.997408,0.025800
345.700000,0.997408,0.025900
345.800000,0.997412,0.025800
345.900000,0.997416,0.025800
346.000000,0.997418,0.025800
346.100000,0.997420,0.025800
346.200000,0.997423,0.025800
346.300000,0.997425,0.025800
346.400000,0.997427,0.025800
346.500000,0.997428,0.025800
346.600000,0.997431,0.025800
346.700000,0.997437,0.025600
346.800000,0.997438,0.025700
346.900000,0.997439,0.025700
347.000000,0.997441,0.025700
347.100000,0.997441,0.025700
347.200000,0.997442,0.025700
347.300000,0.997443,0.025700
347.400000,0.997445,0.025700
347.500000,0.997446,0.025700
347.600000,0.997449,0.025700
347.700000,0.997450,0.025700
347.800000,0.997452,0.025700
347.900000,0.997453,0.025700
348.000000,0.997453,0.025700
348.100000,0.997457,0.025600
348.200000,0.997459,0.025700
348.300000,0.997460,0.025700
348.400000,0.997463,0.025800
348.500000,0.997464,0.025800
348.600000,0.997465,0.025800
348.700000,0.997468,0.025700
348.800000,0.997471,0.025700
348.900000,0.997471,0.025700
349.000000,0.997472,0.025700
349.100000,0.997472,0.025700
349.200000,0.997474,0.025600
349.300000,0.997475,0.025500
349.400000,0.997475,0.025500
349.500000,0.997476,0.025500
349.600000,0.997476,0.025500
349.700000,0.997477,0.025500
349.800000,0.997479,0.025500
349.900000,0.997480,0.025500
350.000000,0.997481,0.025500
350.100000,0.997483,0.025500
350.200000,0.997485,0.025500
350.300000,0.997485,0.025500
350.400000,0.997486,0.025500
350.500000,0.997487,0.025500
350.600000,0.997492,0.025500
350.700000,0.997494,0.025400
